From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF
21-09-2021 22:30,21-09-2021 22:45,20.0,58.0,2.8,14.8,17.6,10.4,1.9,0.7,10.6,0.1,0.9,71.4,1.0,155.5,3.5,982.2,26.7,0.0
21-09-2021 22:45,21-09-2021 23:00,17.0,58.0,3.7,14.3,18.0,10.0,2.4,0.7,11.3,0.1,0.8,72.0,0.6,79.2,3.6,982.4,26.6,0.0
21-09-2021 23:00,21-09-2021 23:15,17.0,47.0,2.6,14.4,17.0,9.7,2.6,0.7,10.3,0.1,0.6,73.1,0.5,63.4,3.7,982.4,26.4,0.0
21-09-2021 23:15,21-09-2021 23:30,17.0,47.0,0.2,16.1,16.3,9.8,2.5,0.7,9.7,0.1,0.7,73.6,0.6,146.0,3.5,982.4,26.4,0.0
21-09-2021 23:30,21-09-2021 23:45,17.0,47.0,4.9,13.7,18.6,9.7,1.8,0.7,7.2,0.1,0.7,75.1,1.0,112.9,3.6,982.4,26.0,0.0
21-09-2021 23:45,22-09-2021 00:00,13.0,47.0,3.6,16.3,19.8,9.5,1.5,0.7,6.4,0.1,0.8,75.9,0.7,72.0,3.7,982.4,26.0,0.0
22-09-2021 00:00,22-09-2021 00:15,13.0,42.0,2.3,16.0,18.3,9.2,1.6,0.7,7.8,0.1,0.9,74.5,0.7,63.0,3.6,982.3,26.0,0.0
22-09-2021 00:15,22-09-2021 00:30,13.0,42.0,3.7,15.5,19.3,9.3,1.1,0.7,6.2,0.1,0.8,77.0,0.5,352.4,3.3,982.1,26.3,0.0
22-09-2021 00:30,22-09-2021 00:45,13.0,42.0,0.6,15.2,15.8,8.7,2.2,0.7,4.7,0.1,0.8,77.2,0.6,79.2,3.5,982.0,26.0,0.0
22-09-2021 00:45,22-09-2021 01:00,13.0,42.0,4.5,10.3,14.7,9.5,2.4,0.7,4.3,0.1,0.8,77.5,0.8,95.4,3.6,981.9,25.8,0.0
22-09-2021 02:45,22-09-2021 03:00,27.0,55.0,6.3,23.6,29.9,10.8,2.7,0.7,3.0,0.2,1.4,77.9,1.1,110.7,3.6,980.8,25.5,0.0
22-09-2021 03:15,22-09-2021 03:30,31.0,59.0,4.7,24.7,29.5,10.2,2.3,0.7,3.1,0.2,1.1,78.1,1.1,107.2,3.6,980.6,25.4,0.0
22-09-2021 03:30,22-09-2021 03:45,31.0,59.0,4.8,21.4,26.2,9.5,2.6,0.7,3.9,0.2,1.1,78.0,1.1,123.6,3.5,980.6,25.4,0.0
22-09-2021 03:45,22-09-2021 04:00,28.0,59.0,2.9,21.0,23.9,9.9,2.2,0.7,4.5,0.2,1.2,78.1,1.6,143.6,3.5,980.7,25.3,0.0
22-09-2021 04:00,22-09-2021 04:15,28.0,57.0,5.4,20.5,26.0,10.3,1.7,0.7,4.9,0.2,1.2,78.2,1.2,129.2,3.5,980.9,25.4,0.0
22-09-2021 04:15,22-09-2021 04:30,28.0,57.0,6.1,20.6,26.7,10.3,1.9,0.7,4.1,0.2,1.2,78.4,0.8,122.2,3.6,981.0,25.4,0.0
22-09-2021 04:30,22-09-2021 04:45,28.0,57.0,4.0,23.4,27.5,10.5,2.2,0.7,3.3,0.1,1.3,78.5,1.3,134.8,3.5,980.8,25.4,0.0
22-09-2021 04:45,22-09-2021 05:00,29.0,57.0,6.6,24.4,31.0,10.3,2.8,0.7,2.6,0.1,1.2,78.6,1.2,135.4,3.5,980.9,25.4,0.0
22-09-2021 05:15,22-09-2021 05:30,29.0,55.0,5.4,20.5,25.9,9.5,1.9,0.7,4.7,0.1,1.0,78.3,2.1,144.8,3.4,980.9,25.4,0.0
22-09-2021 05:30,22-09-2021 05:45,29.0,55.0,1.7,17.5,19.2,9.4,1.8,0.7,4.6,0.2,0.9,78.2,1.6,131.4,3.5,981.1,25.4,0.0
22-09-2021 05:45,22-09-2021 06:00,28.0,55.0,4.2,18.1,22.2,9.6,2.3,0.7,4.7,0.1,0.7,78.2,1.7,134.1,3.6,981.3,25.3,0.0
22-09-2021 06:00,22-09-2021 06:15,28.0,47.0,3.4,19.1,22.5,10.3,2.2,0.7,5.0,0.1,0.6,78.1,1.5,141.6,4.8,981.3,25.4,0.0
22-09-2021 06:15,22-09-2021 06:30,28.0,47.0,6.5,15.5,22.0,10.6,1.8,0.7,4.2,0.1,0.6,78.5,1.9,146.7,8.1,981.4,25.3,0.0
22-09-2021 06:30,22-09-2021 06:45,28.0,47.0,7.1,21.9,29.0,9.8,1.5,0.8,3.9,0.1,0.6,78.7,2.1,155.3,9.9,981.4,25.4,0.0
22-09-2021 06:45,22-09-2021 07:00,19.0,47.0,9.6,21.2,30.7,9.6,2.5,0.8,3.7,0.1,0.7,78.6,1.3,131.4,17.8,981.6,25.6,0.0
22-09-2021 07:00,22-09-2021 07:15,19.0,48.0,6.4,19.6,26.0,10.4,2.4,0.8,4.3,0.2,0.8,78.0,1.1,115.2,29.1,981.9,26.1,0.0
22-09-2021 07:15,22-09-2021 07:30,19.0,48.0,4.0,19.3,23.3,10.3,1.8,0.8,3.9,0.2,0.8,76.9,1.5,138.3,15.9,982.1,26.5,0.0
22-09-2021 07:30,22-09-2021 07:45,19.0,48.0,4.8,18.1,22.8,10.6,1.8,0.8,4.3,0.2,0.8,76.0,2.0,154.9,21.7,982.2,26.7,0.0
22-09-2021 08:00,22-09-2021 08:15,38.0,61.0,4.0,19.5,23.5,10.9,1.9,0.8,5.6,0.2,0.9,71.4,1.6,140.9,56.2,982.2,28.0,0.0
22-09-2021 08:15,22-09-2021 08:30,38.0,61.0,4.6,17.4,22.0,9.8,1.7,0.7,8.0,0.2,0.6,67.1,2.3,145.8,45.3,982.3,28.3,0.0
22-09-2021 09:15,22-09-2021 09:30,23.0,46.0,2.9,18.2,21.0,9.4,1.6,0.7,12.6,0.1,0.6,68.5,2.2,144.7,46.8,983.1,27.3,0.0
22-09-2021 09:30,22-09-2021 09:45,23.0,46.0,3.1,17.4,20.5,7.4,1.5,0.7,12.5,0.1,0.5,69.3,2.1,146.9,72.2,983.3,27.8,0.0
22-09-2021 09:45,22-09-2021 10:00,23.0,46.0,3.6,19.0,22.6,7.3,2.8,0.7,11.8,0.1,0.5,69.8,2.0,145.5,44.9,983.4,27.2,0.0
22-09-2021 10:00,22-09-2021 10:15,28.0,40.0,0.3,19.5,19.7,8.6,2.7,0.7,12.3,0.1,0.7,73.0,2.5,153.1,137.6,983.5,27.1,0.0
22-09-2021 10:15,22-09-2021 10:30,28.0,40.0,5.5,15.7,21.1,10.2,2.3,0.6,14.6,0.1,0.4,69.5,3.5,161.2,165.7,983.4,28.6,0.0
22-09-2021 10:30,22-09-2021 10:45,28.0,40.0,1.9,15.6,17.5,10.0,2.4,0.6,15.1,0.1,0.6,66.5,2.7,152.7,183.5,983.5,29.1,0.0
22-09-2021 10:45,22-09-2021 11:00,28.0,40.0,2.9,18.5,21.5,9.9,2.2,0.7,12.6,0.1,0.3,68.7,2.4,135.3,56.4,983.4,27.7,0.0
22-09-2021 11:15,22-09-2021 11:30,20.0,42.0,2.8,23.6,26.4,9.0,3.2,0.6,11.3,0.1,0.6,70.2,2.3,145.4,96.6,983.3,27.4,0.0
22-09-2021 11:30,22-09-2021 11:45,20.0,42.0,6.6,23.7,30.3,7.4,3.1,0.6,12.4,0.1,0.5,68.5,3.5,151.4,160.6,983.2,28.2,0.0
22-09-2021 11:45,22-09-2021 12:00,20.0,42.0,3.6,13.8,17.4,9.1,2.9,0.5,16.5,0.1,0.7,66.8,4.2,150.0,72.6,983.1,27.8,0.0
22-09-2021 12:15,22-09-2021 12:30,6.0,16.0,5.5,9.2,14.7,19.9,2.2,0.4,18.6,0.1,0.5,65.9,4.6,154.0,491.9,982.4,28.9,0.0
22-09-2021 12:30,22-09-2021 12:45,6.0,16.0,4.0,10.9,14.8,16.3,2.2,0.5,17.8,0.1,0.5,63.1,4.5,159.8,507.2,982.3,29.5,0.0
22-09-2021 12:45,22-09-2021 13:00,6.0,16.0,3.9,11.6,15.5,15.5,2.3,0.5,18.0,0.1,0.5,62.4,4.2,154.3,190.0,982.2,28.2,0.0
22-09-2021 13:00,22-09-2021 13:15,6.0,13.0,3.6,12.2,15.7,16.0,2.7,0.5,20.3,0.0,0.4,63.4,4.0,157.8,242.2,982.0,28.7,0.0
22-09-2021 13:15,22-09-2021 13:30,6.0,13.0,3.2,8.4,11.6,16.8,2.6,0.5,21.1,0.1,0.4,62.2,3.7,160.1,264.3,981.5,29.2,0.0
22-09-2021 13:30,22-09-2021 13:45,6.0,13.0,5.8,9.2,15.0,16.3,2.4,0.5,22.5,0.0,0.4,62.5,3.3,159.3,187.7,981.3,29.3,0.0
22-09-2021 14:00,22-09-2021 14:15,7.0,13.0,2.8,11.4,14.2,16.1,2.5,0.6,25.0,0.1,0.5,64.3,2.7,161.0,156.6,980.8,29.1,0.0
22-09-2021 14:15,22-09-2021 14:30,7.0,13.0,7.2,11.4,18.6,15.9,2.8,0.6,26.0,0.1,0.6,63.3,2.2,166.5,149.7,981.0,29.6,0.0
22-09-2021 14:30,22-09-2021 14:45,7.0,13.0,2.3,11.2,13.5,15.8,2.8,0.6,25.4,0.1,0.7,61.1,2.2,150.8,96.0,980.8,29.8,0.0
22-09-2021 14:45,22-09-2021 15:00,7.0,13.0,2.4,10.0,12.5,16.1,2.6,0.6,25.5,0.1,0.7,62.2,1.8,149.3,56.6,980.6,29.2,0.0
22-09-2021 15:00,22-09-2021 15:15,9.0,20.0,3.0,12.9,15.8,17.1,2.7,0.6,23.9,0.1,0.5,64.1,0.9,103.8,39.2,980.4,29.1,0.0
22-09-2021 15:15,22-09-2021 15:30,9.0,20.0,1.3,12.4,13.6,15.1,2.8,0.6,24.1,0.1,0.5,64.5,1.0,79.4,20.9,980.6,28.8,0.0
22-09-2021 15:30,22-09-2021 15:45,9.0,20.0,3.2,12.6,15.8,16.5,2.7,0.6,23.3,0.1,0.6,65.6,1.0,79.8,15.3,980.9,28.5,0.0
22-09-2021 15:45,22-09-2021 16:00,9.0,20.0,3.0,13.9,16.9,16.8,2.7,0.6,20.5,0.1,0.6,66.9,1.0,73.9,12.7,981.0,28.3,0.0
22-09-2021 16:00,22-09-2021 16:15,12.0,18.0,3.6,14.8,18.4,16.3,2.5,0.7,17.4,0.1,0.6,67.4,1.0,86.1,15.5,980.9,28.2,0.0
22-09-2021 16:15,22-09-2021 16:30,12.0,18.0,2.0,14.3,16.3,16.1,2.5,0.6,18.4,0.1,0.7,67.1,0.7,96.0,14.7,980.9,28.1,0.0
22-09-2021 16:30,22-09-2021 16:45,12.0,18.0,1.7,15.9,17.6,15.3,2.5,0.6,18.8,0.1,0.7,66.9,1.5,50.8,13.0,980.8,27.7,0.0
22-09-2021 16:45,22-09-2021 17:00,12.0,18.0,2.3,17.9,20.2,24.6,2.7,0.6,19.3,0.1,0.6,68.2,1.5,60.4,13.1,980.7,27.2,0.0
22-09-2021 17:00,22-09-2021 17:15,8.0,22.0,2.3,15.8,18.1,18.4,2.7,0.6,20.6,0.1,1.0,68.3,1.5,55.8,12.5,980.7,27.1,0.0
22-09-2021 17:15,22-09-2021 17:30,8.0,22.0,3.4,16.3,19.7,17.3,2.7,0.6,19.6,0.1,1.5,68.7,1.1,63.1,11.4,980.9,27.0,0.0
22-09-2021 17:30,22-09-2021 17:45,8.0,22.0,5.9,17.0,22.9,15.6,2.6,0.7,17.3,0.1,1.6,69.6,1.1,62.6,9.3,980.8,26.8,0.0
22-09-2021 17:45,22-09-2021 18:00,8.0,22.0,0.8,22.3,23.1,14.9,2.7,0.8,15.9,0.1,2.4,70.0,0.7,67.9,6.9,980.9,26.7,0.0
22-09-2021 18:00,22-09-2021 18:15,7.0,35.0,3.1,21.4,24.5,15.4,2.8,0.8,14.0,0.2,3.2,70.7,0.9,49.1,4.6,980.8,26.6,0.0
22-09-2021 18:15,22-09-2021 18:30,7.0,35.0,4.0,25.9,29.8,15.1,2.0,0.9,11.8,0.2,3.9,71.9,0.9,117.4,3.6,980.7,26.4,0.0
22-09-2021 18:30,22-09-2021 18:45,7.0,35.0,6.0,25.7,31.7,14.9,2.3,1.0,7.9,0.3,4.5,74.2,1.1,127.6,3.5,980.8,26.1,0.0
22-09-2021 18:45,22-09-2021 19:00,7.0,35.0,5.7,33.1,38.9,14.3,2.8,1.0,6.7,0.3,4.8,75.2,1.5,133.4,3.4,980.9,26.2,0.0
22-09-2021 19:00,22-09-2021 19:15,22.0,62.0,7.1,37.1,44.2,14.6,2.8,1.1,5.8,0.4,5.5,75.0,1.6,133.2,3.3,981.0,26.3,0.0
22-09-2021 19:15,22-09-2021 19:30,22.0,62.0,1.0,29.8,30.8,14.1,3.0,0.9,7.6,0.5,5.7,72.1,2.1,142.5,3.4,981.1,26.4,0.0
22-09-2021 19:30,22-09-2021 19:45,22.0,62.0,3.0,23.8,26.8,14.4,2.2,0.9,8.6,0.5,4.9,72.3,2.0,143.2,3.4,981.2,26.1,0.0
22-09-2021 20:00,22-09-2021 20:15,19.0,46.0,5.5,24.7,30.3,14.0,2.9,0.9,6.0,0.2,1.9,75.6,1.7,146.7,3.5,981.8,25.2,0.0
22-09-2021 20:15,22-09-2021 20:30,19.0,46.0,2.2,25.2,27.4,13.6,4.5,0.9,5.9,0.2,1.9,75.7,1.7,156.1,3.4,982.0,25.1,0.0
22-09-2021 20:45,22-09-2021 21:00,19.0,46.0,4.6,22.8,27.4,12.7,3.1,0.9,5.3,0.2,1.9,75.1,1.5,147.6,3.5,982.4,25.2,0.0
22-09-2021 21:00,22-09-2021 21:15,16.0,35.0,4.8,23.4,28.2,13.7,3.6,1.0,4.7,0.2,2.0,75.8,1.4,156.8,3.4,982.6,25.2,0.0
22-09-2021 21:15,22-09-2021 21:30,16.0,35.0,4.3,24.8,29.1,13.5,4.4,1.0,4.1,0.2,2.4,76.2,1.4,137.6,3.4,982.6,25.1,0.0
22-09-2021 21:30,22-09-2021 21:45,16.0,35.0,4.9,27.9,32.8,13.5,4.2,1.0,3.6,0.2,2.6,76.4,0.8,167.4,3.4,982.7,25.3,0.0
22-09-2021 21:45,22-09-2021 22:00,16.0,35.0,3.3,32.1,35.4,13.5,3.3,1.0,2.7,0.2,3.0,76.9,0.5,193.0,3.3,982.8,25.4,0.0
22-09-2021 22:00,22-09-2021 22:15,16.0,45.0,7.0,29.9,36.9,14.0,4.0,1.0,2.2,0.3,3.1,77.1,0.9,184.7,3.4,982.8,25.3,0.0
22-09-2021 22:15,22-09-2021 22:30,16.0,45.0,9.1,25.5,34.6,14.0,3.7,1.0,1.8,0.2,3.2,78.1,1.2,167.3,3.4,982.8,25.3,0.0
22-09-2021 22:30,22-09-2021 22:45,16.0,45.0,6.2,21.4,27.6,13.4,3.5,0.9,3.0,0.2,3.4,78.5,1.5,141.7,3.4,982.8,25.5,0.0
22-09-2021 22:45,22-09-2021 23:00,16.0,45.0,3.6,19.8,23.4,15.1,3.1,0.9,4.2,0.2,3.0,78.4,1.6,147.7,3.4,982.8,25.7,0.0
22-09-2021 23:00,22-09-2021 23:15,28.0,51.0,6.0,18.8,24.8,15.4,3.6,0.9,4.2,0.2,2.5,78.4,1.3,146.3,3.4,982.9,25.7,0.0
22-09-2021 23:15,22-09-2021 23:30,28.0,51.0,4.9,20.0,25.0,15.7,4.2,0.9,4.1,0.2,2.0,78.4,1.5,148.7,3.4,982.9,25.7,0.0
22-09-2021 23:30,22-09-2021 23:45,28.0,51.0,3.8,21.2,25.0,15.8,3.8,0.9,3.4,0.2,1.8,78.4,1.5,136.4,3.5,982.9,25.7,0.0
22-09-2021 23:45,23-09-2021 00:00,28.0,51.0,4.4,21.8,26.2,16.1,3.3,0.9,3.3,0.2,1.8,78.3,2.0,146.6,3.4,982.9,25.9,0.0
23-09-2021 00:15,23-09-2021 00:30,33.0,51.0,5.1,13.7,18.8,16.8,4.5,0.8,5.7,0.3,2.0,77.7,2.2,143.8,3.5,982.8,26.0,0.0
23-09-2021 00:30,23-09-2021 00:45,33.0,51.0,3.5,14.3,17.8,17.7,3.6,0.8,6.2,0.2,1.7,76.5,2.0,142.8,3.4,982.7,25.9,0.0
23-09-2021 00:45,23-09-2021 01:00,33.0,51.0,3.7,13.5,17.2,17.7,3.2,0.7,6.3,0.2,1.2,75.9,1.8,134.4,3.5,982.8,25.9,0.0
23-09-2021 02:45,23-09-2021 03:00,17.0,25.0,1.9,12.5,14.4,16.7,2.0,0.6,11.0,0.1,0.5,74.2,2.0,148.0,3.4,982.4,25.2,0.0
23-09-2021 03:00,23-09-2021 03:15,14.0,28.0,2.2,11.5,13.7,16.0,3.2,0.6,11.0,0.1,0.5,74.6,1.3,136.2,3.4,982.5,25.0,0.0
23-09-2021 03:15,23-09-2021 03:30,14.0,28.0,2.8,10.9,13.6,16.0,4.1,0.6,10.6,0.1,0.5,75.2,1.4,141.4,3.5,982.5,24.9,0.0
23-09-2021 03:30,23-09-2021 03:45,14.0,28.0,4.7,12.0,16.6,16.0,3.2,0.6,10.4,0.1,0.5,75.9,1.4,155.3,3.4,982.4,24.9,0.0
23-09-2021 03:45,23-09-2021 04:00,14.0,28.0,4.7,9.5,14.3,15.5,2.5,0.6,8.7,0.1,0.4,76.9,1.5,150.2,3.4,982.4,24.6,0.0
23-09-2021 04:15,23-09-2021 04:30,11.0,17.0,3.7,12.4,16.1,14.1,3.9,0.6,8.6,0.1,0.3,77.3,0.9,119.0,3.4,982.3,24.5,0.0
23-09-2021 04:30,23-09-2021 04:45,11.0,17.0,2.9,10.6,13.5,13.7,3.9,0.6,9.0,0.1,0.3,77.2,0.8,111.7,3.5,982.4,24.6,0.0
23-09-2021 04:45,23-09-2021 05:00,11.0,17.0,3.6,11.5,15.1,13.5,4.1,0.6,8.8,0.1,0.3,77.2,1.5,143.1,3.5,982.4,24.5,0.0
23-09-2021 05:00,23-09-2021 05:15,17.0,25.0,2.8,11.9,14.8,14.0,4.2,0.6,7.3,0.1,0.2,77.8,1.4,148.3,3.4,982.4,24.3,0.0
23-09-2021 05:15,23-09-2021 05:30,17.0,25.0,2.7,10.7,13.5,14.5,4.3,0.6,6.7,0.1,0.2,78.2,1.1,129.1,3.5,982.5,24.1,0.0
23-09-2021 05:30,23-09-2021 05:45,17.0,25.0,2.7,11.5,14.2,14.0,4.0,0.6,6.4,0.1,0.3,78.3,0.9,130.7,3.5,982.6,24.1,0.0
23-09-2021 05:45,23-09-2021 06:00,17.0,25.0,2.2,13.4,15.6,14.2,4.4,0.6,4.5,0.1,0.4,78.5,1.6,145.2,3.5,982.7,24.0,0.0
23-09-2021 06:00,23-09-2021 06:15,22.0,29.0,2.5,13.9,16.4,14.2,4.3,0.6,4.1,0.1,0.4,78.6,1.2,136.5,4.4,982.8,24.0,0.0
23-09-2021 06:15,23-09-2021 06:30,22.0,29.0,3.9,12.6,16.5,14.3,3.8,0.6,4.3,0.1,0.4,78.6,1.6,142.9,7.1,983.0,24.0,0.0
23-09-2021 06:30,23-09-2021 06:45,22.0,29.0,4.0,14.8,18.8,13.4,3.8,0.6,4.4,0.1,0.5,78.6,1.2,127.7,8.7,983.2,24.1,0.0
23-09-2021 06:45,23-09-2021 07:00,22.0,29.0,5.6,15.2,20.8,13.6,4.1,0.7,3.6,0.1,0.7,78.5,1.1,118.3,13.7,983.5,24.4,0.0
23-09-2021 07:00,23-09-2021 07:15,14.0,27.0,5.8,14.4,20.2,14.3,4.5,0.7,3.5,0.1,0.6,78.0,1.3,134.6,16.4,983.7,24.7,0.0
23-09-2021 07:15,23-09-2021 07:30,14.0,27.0,6.5,15.2,21.7,15.1,4.4,0.7,4.1,0.1,0.6,76.7,1.8,145.5,20.9,983.8,25.3,0.0
23-09-2021 07:30,23-09-2021 07:45,14.0,27.0,6.6,14.1,20.7,15.2,4.0,0.7,5.2,0.2,0.6,75.1,2.2,155.1,28.6,984.1,26.2,0.0
23-09-2021 08:00,23-09-2021 08:15,20.0,33.0,3.8,15.4,19.2,13.9,4.0,0.7,6.0,0.1,0.5,73.0,1.8,162.6,38.4,984.6,26.7,0.0
23-09-2021 08:15,23-09-2021 08:30,20.0,33.0,5.7,15.4,21.1,14.1,4.1,0.7,6.9,0.1,0.4,71.9,2.2,161.8,41.9,984.7,27.1,0.0
23-09-2021 08:30,23-09-2021 08:45,20.0,33.0,4.7,14.7,19.4,14.6,3.9,0.7,7.2,0.1,0.4,70.3,2.0,173.3,66.6,984.9,27.6,0.0
23-09-2021 08:45,23-09-2021 09:00,20.0,33.0,5.3,15.3,20.6,15.0,3.1,0.7,8.1,0.1,0.4,68.6,2.6,169.8,46.4,985.0,27.9,0.0
23-09-2021 09:00,23-09-2021 09:15,27.0,41.0,4.3,14.4,18.7,15.1,2.8,0.7,10.3,0.1,0.5,67.2,3.3,179.9,127.7,984.9,28.6,0.0
23-09-2021 09:15,23-09-2021 09:30,27.0,41.0,4.2,14.4,18.5,15.1,2.7,0.7,11.5,0.1,0.4,64.0,4.0,178.4,173.9,984.9,29.2,0.0
23-09-2021 09:30,23-09-2021 09:45,27.0,41.0,4.2,10.7,14.9,14.9,2.4,0.7,12.6,0.1,0.5,63.0,3.4,182.5,235.8,985.0,29.5,0.0
23-09-2021 09:45,23-09-2021 10:00,27.0,41.0,5.8,8.5,14.3,16.1,1.8,0.6,13.2,0.1,0.5,61.9,3.6,185.5,310.2,985.1,29.6,0.0
23-09-2021 10:00,23-09-2021 10:15,24.0,50.0,4.5,11.9,16.5,16.7,1.8,0.6,14.1,0.1,0.4,62.4,3.3,187.4,86.8,985.1,29.1,0.0
23-09-2021 10:15,23-09-2021 10:30,24.0,50.0,5.2,11.3,16.5,17.4,1.9,0.6,15.5,0.1,0.3,63.6,3.1,183.8,209.6,985.0,29.2,0.0
23-09-2021 10:45,23-09-2021 11:00,24.0,50.0,1.1,11.7,12.8,18.0,2.2,0.6,16.2,0.1,0.4,61.2,2.7,179.0,300.6,985.1,30.6,0.0
23-09-2021 11:00,23-09-2021 11:15,23.0,42.0,1.6,10.4,12.0,18.2,1.9,0.6,17.3,0.1,0.4,60.3,3.3,180.0,156.5,985.0,30.1,0.0
23-09-2021 11:15,23-09-2021 11:30,23.0,42.0,4.1,9.7,13.8,18.3,1.9,0.6,18.5,0.1,0.5,61.6,2.7,177.4,185.6,985.0,30.2,0.0
23-09-2021 11:30,23-09-2021 11:45,23.0,42.0,4.4,11.6,16.0,17.6,2.3,0.6,18.8,0.1,0.5,60.5,2.7,189.6,281.4,984.9,30.7,0.0
23-09-2021 11:45,23-09-2021 12:00,23.0,42.0,3.0,10.6,13.6,17.5,1.6,0.6,19.5,0.1,0.5,58.8,3.0,186.6,217.4,984.7,30.8,0.0
23-09-2021 12:00,23-09-2021 12:15,23.0,50.0,2.2,12.1,14.4,17.4,1.5,0.6,20.9,0.1,0.4,59.3,3.1,177.4,206.6,984.5,30.7,0.0
23-09-2021 12:15,23-09-2021 12:30,23.0,50.0,2.5,10.6,13.1,16.8,2.3,0.6,21.1,0.1,0.4,58.7,2.5,177.4,220.1,984.2,31.3,0.0
23-09-2021 12:30,23-09-2021 12:45,23.0,50.0,2.4,10.1,12.5,17.2,1.9,0.6,22.4,0.1,0.3,57.8,2.2,176.4,210.5,983.9,31.2,0.0
23-09-2021 12:45,23-09-2021 13:00,23.0,50.0,3.3,8.3,11.6,17.8,2.3,0.6,23.8,0.1,0.6,56.9,2.6,185.2,256.2,983.7,31.8,0.0
23-09-2021 13:00,23-09-2021 13:15,22.0,44.0,4.0,10.4,14.5,17.8,2.6,0.6,24.6,0.1,0.5,57.3,2.1,181.3,332.3,983.4,31.9,0.0
23-09-2021 13:15,23-09-2021 13:30,22.0,44.0,6.0,9.6,15.6,18.6,2.6,0.6,23.6,0.1,0.5,55.0,2.9,169.5,158.0,983.1,31.9,0.0
23-09-2021 13:30,23-09-2021 13:45,22.0,44.0,4.7,8.0,12.7,18.5,2.2,0.5,23.5,0.1,0.5,57.3,2.5,157.0,113.5,982.7,31.4,0.0
23-09-2021 14:00,23-09-2021 14:15,22.0,41.0,1.5,11.0,12.5,18.8,2.6,0.6,24.5,0.1,0.4,58.7,3.1,163.3,210.4,982.5,31.2,0.0
23-09-2021 14:15,23-09-2021 14:30,22.0,41.0,3.4,8.9,12.3,19.0,2.9,0.6,24.1,0.1,0.3,56.8,3.4,172.9,252.4,982.2,31.9,0.0
23-09-2021 14:30,23-09-2021 14:45,22.0,41.0,5.6,10.0,15.6,18.3,2.9,0.7,22.1,0.1,0.3,59.4,3.6,189.4,85.2,981.9,30.0,0.0
23-09-2021 14:45,23-09-2021 15:00,22.0,41.0,2.9,10.7,13.6,18.3,2.8,0.6,21.4,0.1,0.3,63.0,2.3,196.2,88.3,981.6,30.2,0.0
23-09-2021 15:00,23-09-2021 15:15,18.0,36.0,5.1,7.8,12.9,18.8,2.7,0.7,22.7,0.1,0.5,63.6,2.3,197.1,61.7,981.5,29.9,0.0
23-09-2021 15:30,23-09-2021 15:45,18.0,36.0,4.5,11.9,16.3,19.0,2.8,0.7,19.0,0.1,0.4,63.6,1.5,195.1,92.2,981.3,30.1,0.0
23-09-2021 15:45,23-09-2021 16:00,18.0,36.0,1.9,13.2,15.1,19.1,2.8,0.7,19.1,0.2,0.6,62.5,1.4,181.2,89.4,981.4,30.1,0.0
23-09-2021 16:00,23-09-2021 16:15,19.0,40.0,2.7,12.8,15.5,19.3,2.9,0.7,19.0,0.1,0.7,61.7,1.4,157.6,71.9,981.2,30.1,0.0
23-09-2021 16:15,23-09-2021 16:30,19.0,40.0,2.3,13.6,16.0,18.8,3.0,0.7,18.1,0.1,0.7,61.5,0.5,101.3,60.6,981.2,30.2,0.0
23-09-2021 16:30,23-09-2021 16:45,19.0,40.0,2.3,9.7,12.0,18.5,3.0,0.6,18.1,0.1,0.7,61.5,0.8,96.8,60.1,981.2,30.3,0.0
23-09-2021 16:45,23-09-2021 17:00,19.0,40.0,4.6,11.4,16.0,18.2,3.1,0.7,16.7,0.1,0.6,62.4,1.0,87.0,48.0,981.1,30.0,0.0
23-09-2021 17:00,23-09-2021 17:15,16.0,36.0,2.2,13.1,15.3,18.5,3.2,0.7,16.7,0.1,0.5,63.6,0.9,75.7,33.3,981.3,29.5,0.0
23-09-2021 17:15,23-09-2021 17:30,16.0,36.0,3.0,15.7,18.7,18.5,3.1,0.7,16.4,0.1,0.5,64.3,1.0,48.4,22.9,981.7,29.4,0.0
23-09-2021 17:30,23-09-2021 17:45,16.0,36.0,3.0,13.6,16.5,17.8,3.2,0.8,15.6,0.1,0.6,64.9,0.8,37.9,15.8,982.0,29.3,0.0
23-09-2021 17:45,23-09-2021 18:00,16.0,36.0,2.3,15.2,17.5,18.1,3.1,0.8,13.5,0.1,0.6,65.6,0.8,19.4,10.7,982.3,29.3,0.0
23-09-2021 18:00,23-09-2021 18:15,27.0,53.0,4.9,17.5,22.3,18.8,3.1,0.8,13.6,0.1,0.7,65.0,1.2,8.8,5.7,982.5,29.4,0.0
23-09-2021 18:15,23-09-2021 18:30,27.0,53.0,5.6,21.0,26.6,18.9,3.0,0.8,14.5,0.1,0.7,65.2,1.6,3.8,3.4,982.7,29.3,0.0
23-09-2021 18:30,23-09-2021 18:45,27.0,53.0,3.7,14.7,18.3,18.9,3.2,0.7,17.0,0.2,1.0,67.2,2.8,2.2,3.1,982.9,27.9,0.0
23-09-2021 18:45,23-09-2021 19:00,27.0,53.0,2.6,10.5,13.0,18.7,3.0,0.6,18.6,0.1,1.4,68.9,2.3,359.3,3.2,983.1,26.9,0.0
23-09-2021 19:00,23-09-2021 19:15,23.0,55.0,3.8,8.4,12.1,18.2,3.0,0.6,19.5,0.1,1.0,69.8,2.2,1.7,3.1,983.3,26.5,0.0
