From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF
01-09-2021 00:00,01-09-2021 00:15,23.0,46.0,5.8,26.6,32.4,10.8,2.7,0.9,1.4,0.3,3.5,78.6,1.1,97.5,3.4,986.0,26.2,0.0
01-09-2021 00:15,01-09-2021 00:30,23.0,46.0,5.2,25.3,30.4,10.6,2.8,0.9,1.3,0.3,3.1,78.7,1.2,116.9,3.4,985.7,26.1,0.0
01-09-2021 00:30,01-09-2021 00:45,23.0,46.0,5.9,23.7,29.5,10.7,2.8,0.8,0.7,0.2,2.9,78.7,1.6,135.2,3.4,985.6,26.0,0.0
01-09-2021 00:45,01-09-2021 01:00,23.0,46.0,4.5,23.2,27.7,11.6,2.7,0.8,0.9,0.2,2.7,78.7,2.0,148.1,3.3,985.5,26.0,0.0
01-09-2021 02:45,01-09-2021 03:00,23.0,41.0,9.7,27.4,37.1,9.6,2.3,0.7,0.8,0.2,2.6,78.8,0.9,63.0,3.5,984.7,25.9,0.0
01-09-2021 03:00,01-09-2021 03:15,18.0,39.0,6.0,25.1,31.2,10.1,2.3,0.7,0.7,0.2,2.4,78.7,1.0,58.6,3.5,984.9,25.9,0.0
01-09-2021 03:15,01-09-2021 03:30,18.0,39.0,5.0,22.5,27.5,10.0,2.3,0.7,0.8,0.2,2.2,78.7,1.0,63.5,3.5,984.9,26.0,0.0
01-09-2021 03:30,01-09-2021 03:45,18.0,39.0,4.4,20.7,25.1,10.8,2.0,0.7,1.1,0.2,2.1,78.8,1.2,80.2,3.5,984.9,26.1,0.0
01-09-2021 03:45,01-09-2021 04:00,18.0,39.0,3.7,18.9,22.7,10.6,2.2,0.7,0.9,0.2,2.0,78.8,1.4,71.3,3.5,984.9,26.0,0.0
01-09-2021 04:15,01-09-2021 04:30,16.0,33.0,3.5,22.4,25.8,10.2,2.4,0.7,1.4,0.1,1.9,79.2,1.4,72.1,3.6,984.7,26.1,0.0
01-09-2021 04:30,01-09-2021 04:45,16.0,33.0,9.8,24.2,34.0,10.3,2.4,0.7,1.5,0.2,2.0,79.1,1.5,82.9,3.5,984.5,26.1,0.0
01-09-2021 04:45,01-09-2021 05:00,16.0,33.0,13.2,25.3,38.5,10.7,2.6,0.7,2.0,0.2,2.4,78.8,1.6,83.4,3.5,984.4,26.0,0.0
01-09-2021 05:00,01-09-2021 05:15,20.0,44.0,11.5,26.0,37.5,10.4,2.8,0.7,1.6,0.4,3.6,78.8,1.5,87.2,3.5,984.3,26.0,0.0
01-09-2021 05:45,01-09-2021 06:00,20.0,44.0,5.4,23.5,28.8,9.3,2.3,0.7,1.2,0.4,4.8,78.5,1.5,74.4,3.8,984.5,26.1,0.0
01-09-2021 06:00,01-09-2021 06:15,23.0,47.0,5.2,22.8,28.0,9.1,2.2,0.7,1.1,0.3,3.8,78.5,1.3,97.3,3.9,984.9,26.2,0.0
01-09-2021 06:15,01-09-2021 06:30,23.0,47.0,5.4,22.4,27.9,9.7,2.3,0.7,1.2,0.3,3.0,78.9,3.1,163.1,3.5,985.2,25.8,3.5
01-09-2021 06:30,01-09-2021 06:45,23.0,47.0,4.8,13.7,18.4,9.6,2.0,0.5,1.9,0.2,2.5,79.8,2.6,154.1,3.5,985.3,25.1,4.5
01-09-2021 06:45,01-09-2021 07:00,23.0,47.0,3.2,9.5,12.7,9.3,1.8,0.5,3.4,0.3,2.2,81.1,2.7,146.0,3.6,985.7,24.8,7.5
01-09-2021 07:00,01-09-2021 07:15,11.0,23.0,3.1,8.7,11.8,10.2,2.0,0.5,4.6,0.1,0.9,83.0,1.8,94.9,3.8,985.6,24.5,2.5
01-09-2021 07:15,01-09-2021 07:30,11.0,23.0,2.6,8.1,10.6,11.1,2.1,0.5,5.4,0.1,0.4,80.9,0.8,359.4,3.6,985.8,24.0,1.5
01-09-2021 07:30,01-09-2021 07:45,11.0,23.0,2.3,6.7,9.0,10.4,1.9,0.5,6.2,0.1,0.3,82.9,2.1,0.5,3.7,986.0,24.3,1.0
01-09-2021 10:00,01-09-2021 10:15,5.0,9.0,2.5,10.2,12.7,7.5,1.8,0.5,6.6,0.0,0.4,83.7,2.8,101.3,32.4,986.6,24.3,0.5
01-09-2021 10:15,01-09-2021 10:30,5.0,9.0,3.1,11.1,14.3,6.5,2.1,0.6,6.5,0.1,0.4,83.7,2.5,91.2,40.8,986.5,24.2,0.5
01-09-2021 10:30,01-09-2021 10:45,5.0,9.0,3.7,10.6,14.3,6.1,1.9,0.6,6.9,0.1,0.6,83.0,2.6,124.4,30.5,986.6,23.9,2.5
01-09-2021 10:45,01-09-2021 11:00,5.0,9.0,3.2,11.0,14.3,7.5,1.9,0.6,7.4,0.1,0.7,83.4,2.5,115.7,11.1,986.8,23.7,3.5
01-09-2021 11:00,01-09-2021 11:15,1.0,6.0,2.2,8.9,11.1,7.7,1.9,0.6,7.7,0.1,0.5,83.8,2.0,99.6,11.4,986.8,23.6,1.5
01-09-2021 11:15,01-09-2021 11:30,1.0,6.0,2.7,9.0,11.7,7.2,2.0,0.6,7.9,0.0,0.3,83.7,2.7,76.5,14.3,986.6,23.4,1.5
01-09-2021 11:30,01-09-2021 11:45,1.0,6.0,3.4,9.7,13.1,6.6,2.1,0.6,7.8,0.1,0.6,83.8,2.5,57.4,15.3,986.3,23.4,0.5
01-09-2021 11:45,01-09-2021 12:00,1.0,6.0,3.6,10.3,14.0,6.4,1.9,0.6,7.9,0.1,0.7,83.2,2.4,51.1,14.9,986.2,23.4,0.0
01-09-2021 16:00,01-09-2021 16:15,9.0,14.0,4.0,17.6,21.7,8.0,2.2,0.7,5.7,0.1,10.4,79.4,1.3,54.8,70.0,983.2,25.4,0.0
01-09-2021 16:15,01-09-2021 16:30,9.0,14.0,3.9,17.9,21.8,8.5,2.2,0.8,6.1,0.1,10.9,79.2,1.0,79.0,69.2,983.0,25.5,0.0
01-09-2021 16:30,01-09-2021 16:45,9.0,14.0,3.0,20.1,23.1,8.4,2.4,0.8,6.9,0.2,12.1,78.8,1.1,106.1,79.9,982.8,25.8,0.0
01-09-2021 17:30,01-09-2021 17:45,16.0,34.0,4.4,23.9,28.3,8.6,2.4,1.0,5.9,0.4,7.0,77.3,1.2,90.5,60.6,981.9,26.4,0.0
01-09-2021 17:45,01-09-2021 18:00,17.0,34.0,3.9,25.0,28.9,9.0,2.2,1.1,6.2,0.5,5.6,77.4,1.2,85.8,47.3,982.0,26.4,0.0
01-09-2021 18:00,01-09-2021 18:15,17.0,27.0,3.6,24.7,28.2,8.6,2.1,1.1,5.8,0.5,4.7,77.4,1.1,99.8,24.6,982.2,26.3,0.0
01-09-2021 18:15,01-09-2021 18:30,17.0,27.0,3.2,26.2,29.4,8.9,2.3,1.1,5.1,0.5,4.6,78.1,1.0,109.3,12.2,982.4,26.0,0.0
01-09-2021 18:30,01-09-2021 18:45,17.0,27.0,2.1,27.0,29.1,9.1,2.3,1.2,4.4,0.5,4.8,78.8,1.2,90.1,6.6,982.3,25.8,0.0
01-09-2021 18:45,01-09-2021 19:00,17.0,27.0,2.3,30.9,33.2,9.7,2.4,1.2,4.2,0.4,5.5,78.8,1.2,73.2,3.9,982.3,25.8,0.0
01-09-2021 19:00,01-09-2021 19:15,23.0,36.0,1.4,32.9,34.3,9.1,2.6,1.2,3.6,0.5,6.2,79.0,1.2,71.9,3.6,982.4,25.7,0.0
01-09-2021 19:15,01-09-2021 19:30,23.0,36.0,2.1,32.0,34.1,9.1,2.8,1.3,3.0,0.5,7.4,79.0,0.8,83.2,3.5,982.5,25.6,0.0
01-09-2021 20:00,01-09-2021 20:15,29.0,46.0,4.5,34.5,39.0,10.0,2.6,1.5,3.0,0.8,6.9,79.9,0.6,54.7,3.5,982.6,25.6,0.0
01-09-2021 20:15,01-09-2021 20:30,29.0,46.0,8.4,32.7,41.2,9.7,2.7,1.5,2.0,0.7,6.9,79.9,0.8,58.2,3.6,982.8,25.6,0.0
01-09-2021 20:30,01-09-2021 20:45,29.0,46.0,9.8,33.5,43.3,9.9,2.8,1.5,1.6,0.8,7.6,80.1,0.8,44.9,3.6,982.9,25.7,0.0
01-09-2021 20:45,01-09-2021 21:00,33.0,46.0,11.8,32.4,44.2,9.2,2.5,1.5,1.6,1.5,9.0,80.0,0.5,122.9,3.5,983.1,25.6,0.0
01-09-2021 21:00,01-09-2021 21:15,33.0,47.0,13.2,30.2,43.4,9.7,2.5,1.5,1.8,1.5,9.4,80.3,0.5,34.1,3.6,983.1,25.6,0.0
01-09-2021 21:15,01-09-2021 21:30,33.0,47.0,15.7,26.9,42.5,9.5,2.6,1.5,1.4,1.4,9.1,81.4,0.9,18.7,3.4,983.0,25.7,0.0
01-09-2021 21:30,01-09-2021 21:45,33.0,47.0,13.9,28.2,42.2,9.5,2.7,1.5,1.6,1.4,8.9,81.6,1.2,349.7,3.0,983.1,25.6,0.0
01-09-2021 21:45,01-09-2021 22:00,31.0,47.0,13.7,28.8,42.4,9.2,2.5,1.4,1.4,1.3,8.6,82.6,0.8,322.6,3.1,983.2,25.6,0.0
01-09-2021 22:00,01-09-2021 22:15,31.0,48.0,14.4,27.3,41.7,9.2,2.5,1.2,1.4,0.8,9.5,83.3,0.9,351.1,3.0,983.2,25.6,0.0
01-09-2021 22:15,01-09-2021 22:30,31.0,48.0,9.9,24.5,34.4,9.0,2.4,1.1,1.2,0.7,9.2,83.3,0.9,342.3,3.0,983.3,25.5,0.0
01-09-2021 22:30,01-09-2021 22:45,31.0,48.0,8.6,22.1,30.7,9.0,2.1,1.0,1.3,0.5,7.3,83.1,0.4,332.1,3.0,983.3,25.5,0.0
01-09-2021 22:45,01-09-2021 23:00,20.0,48.0,8.8,21.8,30.5,9.3,2.0,1.0,1.0,0.4,6.0,83.2,0.4,138.7,3.3,983.2,25.4,0.0
01-09-2021 23:00,01-09-2021 23:15,20.0,33.0,8.7,19.2,27.9,8.9,1.8,1.0,0.8,0.3,4.3,83.5,0.4,198.1,3.2,983.1,25.3,0.0
01-09-2021 23:15,01-09-2021 23:30,20.0,33.0,6.2,18.7,24.9,8.5,1.9,1.0,0.9,0.3,3.6,83.9,0.4,192.7,3.3,983.0,25.2,0.0
01-09-2021 23:30,01-09-2021 23:45,20.0,33.0,6.9,16.9,23.8,9.0,1.9,1.0,1.1,0.3,3.9,83.8,0.4,356.7,3.2,982.9,25.2,0.0
01-09-2021 23:45,02-09-2021 00:00,19.0,33.0,10.9,15.8,26.7,8.7,1.9,1.0,1.3,0.3,3.9,83.9,0.3,66.5,3.4,982.9,25.2,0.0
02-09-2021 00:00,02-09-2021 00:15,19.0,27.0,15.3,15.9,31.2,7.9,1.9,1.0,1.2,0.3,3.7,83.8,0.7,156.0,3.3,982.9,25.0,0.0
02-09-2021 00:15,02-09-2021 00:30,19.0,27.0,21.8,14.3,36.1,8.0,2.1,1.0,1.2,0.3,3.7,83.8,0.9,126.7,3.4,983.0,24.9,0.0
02-09-2021 00:30,02-09-2021 00:45,19.0,27.0,28.0,15.1,43.1,8.1,2.1,1.0,0.9,0.3,3.7,83.7,0.7,79.3,3.5,982.9,25.1,0.0
02-09-2021 00:45,02-09-2021 01:00,19.0,27.0,27.4,16.9,44.3,9.7,1.9,1.1,0.9,0.3,3.9,83.7,1.0,47.9,3.6,982.8,25.2,0.0
02-09-2021 03:00,02-09-2021 03:15,28.0,40.0,36.1,18.7,54.8,8.9,2.9,1.4,1.4,0.6,6.8,83.9,0.7,34.4,3.5,982.4,25.4,0.0
02-09-2021 03:15,02-09-2021 03:30,28.0,40.0,40.2,17.5,57.7,7.3,3.0,1.3,1.5,0.6,6.7,83.9,0.8,39.6,3.6,982.4,25.4,0.0
02-09-2021 03:30,02-09-2021 03:45,28.0,40.0,43.9,17.7,61.6,7.3,2.9,1.3,1.5,0.6,6.4,83.9,0.3,13.8,3.3,982.3,25.3,0.0
02-09-2021 03:45,02-09-2021 04:00,28.0,40.0,43.1,17.9,61.0,7.4,2.7,1.3,1.3,0.6,6.3,83.9,0.5,19.0,3.4,982.3,25.2,0.0
02-09-2021 04:00,02-09-2021 04:15,36.0,47.0,43.7,14.5,58.2,7.3,2.9,1.3,1.4,0.7,6.0,84.0,0.8,61.5,3.6,982.3,25.2,0.0
02-09-2021 04:15,02-09-2021 04:30,36.0,47.0,42.3,13.9,56.1,7.8,3.1,1.2,1.2,0.7,5.8,83.9,0.3,91.1,3.3,982.2,25.0,0.0
02-09-2021 04:30,02-09-2021 04:45,36.0,47.0,38.4,15.9,54.3,6.8,3.0,1.2,1.1,0.7,5.6,83.9,0.4,98.0,3.4,982.3,25.0,0.0
02-09-2021 04:45,02-09-2021 05:00,36.0,47.0,39.3,16.0,55.3,6.9,2.8,1.2,1.8,0.8,5.6,83.9,0.4,79.5,3.5,982.5,25.0,0.0
02-09-2021 05:00,02-09-2021 05:15,30.0,42.0,41.8,14.7,56.5,7.1,2.9,1.2,1.9,0.8,5.6,83.9,0.5,24.0,3.4,982.4,25.1,0.0
02-09-2021 05:15,02-09-2021 05:30,30.0,42.0,44.3,11.7,56.1,6.9,3.1,1.2,2.0,0.9,5.6,84.0,0.3,340.5,3.0,982.6,25.1,0.0
02-09-2021 05:30,02-09-2021 05:45,30.0,42.0,40.5,11.6,52.1,7.1,3.0,1.1,1.7,0.9,5.7,84.0,0.4,339.0,3.1,982.7,25.1,0.0
02-09-2021 05:45,02-09-2021 06:00,30.0,42.0,34.8,12.9,47.7,8.4,2.9,1.1,2.0,0.9,5.6,84.0,0.8,12.9,3.6,982.8,25.3,0.0
02-09-2021 06:00,02-09-2021 06:15,39.0,46.0,31.3,12.6,43.9,8.6,2.9,1.0,1.8,0.8,5.2,84.0,0.5,144.2,4.4,983.0,25.4,0.0
02-09-2021 06:15,02-09-2021 06:30,39.0,46.0,31.9,12.3,44.1,8.2,3.1,1.1,1.9,0.7,4.7,84.0,0.9,158.4,5.8,983.2,25.3,0.0
02-09-2021 06:30,02-09-2021 06:45,39.0,46.0,43.2,11.7,55.0,7.9,3.3,1.2,1.8,0.6,4.1,84.0,0.8,150.5,7.0,983.1,25.3,0.0
02-09-2021 06:45,02-09-2021 07:00,39.0,46.0,59.4,13.7,73.1,8.1,3.3,1.3,1.8,0.7,4.2,84.0,0.7,182.7,7.2,983.2,25.4,0.5
02-09-2021 07:00,02-09-2021 07:15,42.0,61.0,60.1,12.9,73.0,8.6,3.3,1.2,1.5,0.8,4.5,84.0,0.7,143.1,7.8,983.5,25.5,0.0
02-09-2021 07:15,02-09-2021 07:30,42.0,61.0,55.6,16.8,72.4,9.5,3.3,1.1,1.6,0.7,5.2,83.9,0.4,105.7,9.3,983.3,25.5,0.0
02-09-2021 07:30,02-09-2021 07:45,42.0,61.0,46.8,19.1,65.9,8.7,3.1,1.0,1.9,0.6,5.5,83.8,0.8,117.2,9.1,983.3,25.4,0.0
02-09-2021 08:00,02-09-2021 08:15,29.0,45.0,21.3,22.2,43.6,7.9,2.3,0.7,1.0,0.4,4.9,83.8,1.0,107.8,11.1,983.5,25.0,0.5
02-09-2021 08:15,02-09-2021 08:30,29.0,45.0,12.5,22.1,34.6,7.0,1.5,0.7,1.3,0.2,3.4,83.8,1.3,73.7,23.4,983.7,25.0,0.0
02-09-2021 08:30,02-09-2021 08:45,29.0,45.0,8.7,22.5,31.2,6.8,1.3,0.7,2.3,0.2,2.5,83.8,1.4,80.4,62.9,983.9,25.1,0.0
02-09-2021 09:00,02-09-2021 09:15,16.0,17.0,6.0,20.2,26.3,6.7,1.1,0.7,4.5,0.1,1.6,81.4,1.2,92.1,41.3,983.9,25.1,0.0
02-09-2021 09:15,02-09-2021 09:30,16.0,17.0,4.8,17.9,22.7,6.9,0.9,0.6,4.8,0.1,1.3,78.9,1.0,98.3,33.5,983.9,25.3,0.0
02-09-2021 09:30,02-09-2021 09:45,16.0,17.0,4.2,18.9,23.1,6.7,0.7,0.7,4.9,0.1,1.1,77.7,1.0,89.6,74.9,984.0,25.7,0.0
02-09-2021 09:45,02-09-2021 10:00,16.0,17.0,4.6,20.4,25.0,6.7,0.6,0.7,5.9,0.1,1.0,74.6,1.6,93.4,82.8,984.1,26.1,0.0
02-09-2021 10:00,02-09-2021 10:15,5.0,8.0,4.3,20.0,24.3,6.5,0.9,0.8,7.2,0.1,1.0,70.8,1.2,106.2,88.2,984.1,27.6,0.0
02-09-2021 10:15,02-09-2021 10:30,5.0,8.0,4.5,19.8,24.3,6.5,1.0,0.8,8.6,0.2,1.1,65.1,1.8,91.8,94.1,984.1,29.0,0.0
02-09-2021 10:45,02-09-2021 11:00,5.0,8.0,2.6,22.2,24.8,7.0,0.7,0.9,9.8,0.2,1.1,62.7,1.5,107.9,88.1,983.7,29.8,0.0
02-09-2021 11:00,02-09-2021 11:15,8.0,11.0,4.0,24.3,28.3,6.9,0.9,1.0,12.3,0.2,1.2,62.7,1.7,101.2,102.8,983.8,30.5,0.0
02-09-2021 11:15,02-09-2021 11:30,8.0,11.0,4.7,23.4,28.2,7.2,1.0,0.9,15.0,0.2,1.3,60.3,1.6,104.1,130.9,983.8,29.5,0.0
02-09-2021 14:00,02-09-2021 14:15,20.0,38.0,2.0,16.3,18.3,15.9,1.4,0.9,46.6,0.2,1.1,53.4,0.9,103.5,220.2,981.1,33.4,0.0
02-09-2021 14:15,02-09-2021 14:30,20.0,38.0,1.7,14.2,15.9,15.0,1.5,0.9,55.1,0.1,0.9,53.2,1.1,78.1,400.4,980.8,33.8,0.0
02-09-2021 14:30,02-09-2021 14:45,20.0,38.0,1.1,14.8,15.8,16.4,1.5,1.0,60.6,0.1,0.8,53.9,1.2,71.2,454.6,980.6,33.9,0.0
02-09-2021 14:45,02-09-2021 15:00,20.0,38.0,2.0,15.7,17.7,15.1,1.3,1.2,68.8,0.1,1.0,53.8,1.2,62.3,210.0,980.5,33.4,0.0
02-09-2021 15:00,02-09-2021 15:15,24.0,46.0,1.6,16.7,18.3,14.8,1.2,1.1,63.2,0.3,1.7,55.4,0.8,117.8,136.8,980.2,33.1,0.0
02-09-2021 15:15,02-09-2021 15:30,24.0,46.0,1.7,17.3,19.0,15.0,1.0,1.1,66.8,0.5,2.9,54.1,1.6,90.8,142.2,980.0,33.1,0.0
02-09-2021 15:30,02-09-2021 15:45,24.0,46.0,1.3,17.7,19.0,15.9,1.0,1.0,69.4,0.4,2.8,54.5,1.0,81.9,109.7,979.7,33.0,0.0
02-09-2021 16:00,02-09-2021 16:15,30.0,61.0,1.4,18.7,20.1,15.8,1.1,1.0,71.1,0.4,2.3,56.0,0.7,93.0,82.2,979.2,32.8,0.0
02-09-2021 16:30,02-09-2021 16:45,30.0,61.0,0.6,18.0,18.6,16.6,1.1,0.9,55.6,0.3,2.1,57.5,1.3,110.0,38.4,979.3,31.5,0.0
02-09-2021 17:00,02-09-2021 17:15,34.0,53.0,0.9,17.9,18.8,14.9,1.1,0.9,42.8,0.3,2.7,63.1,1.8,142.2,35.1,979.2,30.6,0.0
02-09-2021 17:15,02-09-2021 17:30,34.0,53.0,1.6,17.4,19.0,15.9,0.9,0.8,38.2,0.3,2.3,63.0,1.5,131.6,23.0,979.1,30.6,0.0
02-09-2021 17:30,02-09-2021 17:45,34.0,53.0,2.2,17.0,19.2,16.9,0.8,0.8,38.8,0.2,1.7,63.2,1.1,120.4,13.7,979.1,30.3,0.0
02-09-2021 18:15,02-09-2021 18:30,28.0,40.0,1.0,19.2,20.2,14.2,1.0,0.9,35.4,0.1,1.3,66.4,1.3,140.2,9.6,979.1,29.5,0.0
02-09-2021 18:30,02-09-2021 18:45,28.0,40.0,2.0,21.4,23.4,13.3,0.9,0.9,27.0,0.2,1.5,69.7,1.1,166.8,5.3,979.4,29.2,0.0
02-09-2021 18:45,02-09-2021 19:00,28.0,40.0,1.9,23.0,25.0,13.9,1.0,0.9,26.9,0.2,1.4,70.8,0.9,132.4,3.6,979.7,28.9,0.0
02-09-2021 19:00,02-09-2021 19:15,28.0,45.0,2.4,23.4,25.7,14.5,1.1,1.0,25.1,0.2,1.5,71.7,1.0,153.1,3.4,979.9,28.7,0.0
02-09-2021 19:15,02-09-2021 19:30,28.0,45.0,1.5,24.0,25.5,15.3,1.1,1.0,21.7,0.2,1.5,73.2,1.1,148.0,3.5,980.0,28.5,0.0
02-09-2021 19:30,02-09-2021 19:45,28.0,45.0,1.9,25.6,27.5,14.4,1.1,1.1,18.2,0.2,1.7,74.1,1.1,146.7,3.3,980.2,28.4,0.0
02-09-2021 20:00,02-09-2021 20:15,30.0,59.0,1.2,29.4,30.6,13.0,1.2,1.1,14.0,0.2,2.1,74.9,0.9,112.2,3.5,980.8,28.5,0.0
02-09-2021 20:15,02-09-2021 20:30,30.0,59.0,0.6,33.7,34.3,12.8,1.6,1.2,11.5,0.2,2.2,74.1,0.9,96.9,3.5,981.0,28.5,0.0
02-09-2021 20:30,02-09-2021 20:45,30.0,59.0,1.8,35.4,37.2,13.8,1.8,1.3,9.3,0.2,2.5,73.0,1.0,59.8,3.6,981.2,28.6,0.0
02-09-2021 20:45,02-09-2021 21:00,50.0,59.0,2.5,37.2,39.7,13.6,1.9,1.3,6.9,0.3,2.7,73.8,0.9,65.6,3.6,981.3,28.4,0.0
02-09-2021 21:00,02-09-2021 21:15,50.0,88.0,2.8,38.0,40.8,13.7,1.9,1.4,4.8,0.3,2.8,74.9,1.0,101.1,3.5,981.3,28.1,0.0
02-09-2021 21:15,02-09-2021 21:30,50.0,88.0,2.5,43.7,46.2,13.5,1.7,1.4,2.6,0.3,2.6,74.7,1.3,154.6,3.4,981.5,28.1,0.0
02-09-2021 21:45,02-09-2021 22:00,50.0,88.0,3.6,35.5,39.2,13.6,1.5,1.1,5.1,0.3,2.8,73.9,1.5,193.5,3.2,981.8,28.5,0.0
02-09-2021 22:00,02-09-2021 22:15,46.0,80.0,1.6,22.5,24.0,13.8,1.3,0.8,8.0,0.3,3.2,73.3,1.7,183.9,3.3,981.8,28.2,0.0
02-09-2021 22:15,02-09-2021 22:30,46.0,80.0,1.7,16.8,18.4,13.9,1.1,0.7,10.5,0.3,2.6,72.5,1.4,187.9,3.3,981.8,27.9,0.0
02-09-2021 22:30,02-09-2021 22:45,46.0,80.0,2.3,15.0,17.3,14.2,0.9,0.7,9.6,0.2,1.3,74.3,0.6,189.3,3.2,981.7,27.6,0.0
02-09-2021 22:45,02-09-2021 23:00,16.0,80.0,2.1,14.8,17.0,13.6,1.1,0.7,7.0,0.1,0.6,76.1,0.4,344.2,3.2,981.8,27.4,0.0
02-09-2021 23:00,02-09-2021 23:15,16.0,33.0,2.2,14.0,16.3,12.6,1.0,0.7,7.1,0.1,0.4,76.3,0.5,69.5,3.6,981.7,27.3,0.0
02-09-2021 23:15,02-09-2021 23:30,16.0,33.0,1.1,13.3,14.4,12.6,0.9,0.7,5.1,0.1,0.5,77.6,0.7,199.7,3.3,981.7,27.3,0.0
02-09-2021 23:30,02-09-2021 23:45,16.0,33.0,6.8,18.7,25.5,13.0,0.8,0.8,2.3,0.1,0.5,77.8,0.6,126.8,3.4,981.7,27.2,0.0
02-09-2021 23:45,03-09-2021 00:00,16.0,33.0,5.1,22.7,27.8,12.7,0.7,0.8,1.1,0.1,0.5,77.8,0.9,114.5,3.4,981.8,26.9,0.0
03-09-2021 00:00,03-09-2021 00:15,14.0,29.0,4.4,22.1,26.4,10.5,0.9,0.8,1.4,0.1,0.4,77.9,0.8,78.5,3.6,981.8,26.9,0.0
03-09-2021 00:15,03-09-2021 00:30,14.0,29.0,3.2,20.7,23.9,11.6,1.3,0.7,2.0,0.1,0.5,77.7,0.9,79.9,3.6,981.8,26.9,0.0
03-09-2021 00:30,03-09-2021 00:45,14.0,29.0,3.5,21.1,24.6,12.9,1.0,0.7,1.8,0.1,0.4,78.0,0.7,97.9,3.5,981.5,26.9,0.0
03-09-2021 00:45,03-09-2021 01:00,14.0,29.0,2.4,21.5,23.9,13.1,0.9,0.8,1.9,0.1,0.5,78.0,0.7,87.6,3.5,981.5,26.8,0.0
03-09-2021 02:45,03-09-2021 03:00,16.0,36.0,2.7,13.8,16.5,14.0,2.1,0.6,9.0,0.1,1.0,76.6,0.8,73.8,3.5,980.4,26.4,0.0
03-09-2021 03:00,03-09-2021 03:15,14.0,29.0,1.8,12.9,14.8,12.5,1.7,0.6,7.1,0.2,0.8,77.8,0.7,73.3,3.6,980.3,26.1,0.0
03-09-2021 03:15,03-09-2021 03:30,14.0,29.0,1.6,13.3,15.0,12.5,1.6,0.6,7.0,0.2,0.9,78.2,0.5,97.1,3.5,980.5,26.0,0.0
03-09-2021 03:30,03-09-2021 03:45,14.0,29.0,2.2,14.5,16.7,12.1,1.2,0.6,6.0,0.2,1.0,78.5,0.5,158.7,3.3,980.3,26.1,0.0
03-09-2021 03:45,03-09-2021 04:00,14.0,29.0,2.5,14.4,16.9,11.5,1.0,0.6,5.1,0.2,1.1,78.2,1.4,110.5,3.5,980.4,26.1,1.0
03-09-2021 04:00,03-09-2021 04:15,9.0,20.0,2.2,11.4,13.6,11.1,1.7,0.6,9.0,0.2,1.0,78.1,1.3,67.6,3.7,980.4,25.3,0.0
03-09-2021 04:15,03-09-2021 04:30,9.0,20.0,1.3,10.5,11.8,10.9,1.5,0.5,8.9,0.1,1.0,78.5,0.6,47.6,3.5,980.5,25.1,0.0
03-09-2021 04:30,03-09-2021 04:45,9.0,20.0,1.7,11.3,13.0,11.1,1.3,0.6,6.2,0.1,0.5,78.2,1.3,44.5,3.6,980.6,24.9,0.0
03-09-2021 04:45,03-09-2021 05:00,9.0,20.0,1.6,13.7,15.3,10.5,1.4,0.6,5.7,0.1,0.6,78.6,0.7,23.7,3.4,980.7,24.9,0.0
03-09-2021 05:00,03-09-2021 05:15,7.0,17.0,1.4,14.0,15.4,10.0,1.8,0.6,5.1,0.1,0.7,78.6,0.9,28.2,3.5,981.0,24.9,0.0
03-09-2021 05:15,03-09-2021 05:30,7.0,17.0,1.5,14.6,16.1,10.1,2.4,0.6,5.1,0.1,0.6,78.5,0.5,109.6,3.5,981.0,24.8,0.0
03-09-2021 05:30,03-09-2021 05:45,7.0,17.0,2.5,14.6,17.1,10.1,1.8,0.6,3.3,0.1,0.8,78.9,0.6,78.9,3.6,981.0,24.8,0.0
03-09-2021 05:45,03-09-2021 06:00,7.0,17.0,2.3,15.4,17.7,10.9,1.7,0.6,3.6,0.1,1.0,79.2,0.9,51.1,3.8,981.2,25.0,0.0
03-09-2021 06:00,03-09-2021 06:15,11.0,19.0,2.5,14.7,17.2,10.5,2.4,0.6,3.4,0.1,1.0,79.3,0.5,74.8,5.1,980.9,24.9,0.0
03-09-2021 06:15,03-09-2021 06:30,11.0,19.0,2.6,14.7,17.3,10.9,2.7,0.6,2.9,0.1,1.1,79.5,0.3,57.8,7.7,980.9,25.0,0.0
03-09-2021 06:30,03-09-2021 06:45,11.0,19.0,3.3,15.1,18.4,11.1,2.5,0.7,2.1,0.1,1.3,79.5,0.8,132.3,9.3,980.9,25.0,0.0
03-09-2021 06:45,03-09-2021 07:00,11.0,19.0,6.9,13.7,20.7,12.3,2.3,0.7,1.3,0.1,1.5,79.8,0.5,120.6,11.9,980.9,25.2,0.0
03-09-2021 07:00,03-09-2021 07:15,17.0,25.0,14.8,15.7,30.5,14.4,2.6,0.8,0.5,0.1,1.5,79.7,0.5,113.9,14.8,981.0,25.6,0.0
03-09-2021 08:00,03-09-2021 08:15,35.0,40.0,9.0,19.4,28.4,10.2,1.8,0.8,1.0,0.3,2.1,75.3,1.4,106.8,64.5,981.2,28.2,0.0
03-09-2021 08:15,03-09-2021 08:30,35.0,40.0,7.3,18.0,25.2,10.9,1.8,0.8,0.6,0.3,1.8,72.8,1.4,129.0,109.0,981.3,29.0,0.0
