From Date,To Date,PM2.5,PM10,NO,NO2,NOx
01-09-2021 00:00,01-09-2021 00:30,28,56,19.65,45.8,40.4
01-09-2021 00:30,01-09-2021 01:00,25,51.5,12.25,37.65,29.95
01-09-2021 01:00,01-09-2021 01:30,22,47,9.9,40.7,29.7
01-09-2021 01:30,01-09-2021 02:00,20,35,8.2,34.05,24.85
01-09-2021 02:00,01-09-2021 02:30,18,23,4.5,34.65,22.1
01-09-2021 02:30,01-09-2021 03:00,15,27,7.1,36.9,25.5
01-09-2021 03:00,01-09-2021 03:30,12,31,7.65,38.7,26.9
01-09-2021 03:30,01-09-2021 04:00,14.5,32,8.95,39.05,28.1
01-09-2021 04:00,01-09-2021 04:30,17,33,2.95,33.2,20.1
01-09-2021 04:30,01-09-2021 05:00,18.5,30,7.45,35.65,25.05
01-09-2021 05:00,01-09-2021 05:30,20,27,4.8,29.1,19.4
01-09-2021 05:30,01-09-2021 06:00,14,20.5,2.25,25.35,15.35
01-09-2021 06:00,01-09-2021 06:30,8,14,1.8,15,9.4
01-09-2021 06:30,01-09-2021 07:00,8,12.5,1.4,23.5,13.6
01-09-2021 07:00,01-09-2021 07:30,8,11,6.7,35.25,24.2
01-09-2021 07:30,01-09-2021 08:00,10.5,17,14.3,38.05,31.8
01-09-2021 08:00,01-09-2021 08:30,13,23,5.15,24.05,16.95
01-09-2021 08:30,01-09-2021 09:00,13,23,2.65,25.85,15.85
01-09-2021 09:00,01-09-2021 09:30,None,None,4.85,37.5,23.9
01-09-2021 09:30,01-09-2021 10:00,9,14,3.55,30.35,19
01-09-2021 10:00,01-09-2021 10:30,9,14,4.6,32.15,20.85
01-09-2021 10:30,01-09-2021 11:00,11,16,2.55,26.8,16.45
01-09-2021 11:00,01-09-2021 11:30,13,18,6.25,29.95,21.05
01-09-2021 11:30,01-09-2021 12:00,13,18.5,8.6,35.2,25.75
01-09-2021 12:00,01-09-2021 12:30,13,19,8.3,31.3,23.45
01-09-2021 12:30,01-09-2021 13:00,10,16,8.3,37.5,26.65
01-09-2021 13:00,01-09-2021 13:30,7,13,8.35,39.45,27.8
01-09-2021 13:30,01-09-2021 14:00,9,20.5,7.55,41.35,28.15
01-09-2021 14:00,01-09-2021 14:30,11,28,9,50,33.95
01-09-2021 14:30,01-09-2021 15:00,18,34,10.05,48.3,33.8
01-09-2021 15:00,01-09-2021 15:30,25,40,22.3,65.3,53
01-09-2021 15:30,01-09-2021 16:00,27,42.5,13.85,64.65,45.65
01-09-2021 16:00,01-09-2021 16:30,29,45,11.15,60.15,41.1
01-09-2021 16:30,01-09-2021 17:00,26,40.5,10,54.5,37.1
01-09-2021 17:00,01-09-2021 17:30,23,36,10.45,54.8,37.65
01-09-2021 17:30,01-09-2021 18:00,26,36,12.95,59.2,42
01-09-2021 18:00,01-09-2021 18:30,29,36,32.75,72.35,65.15
01-09-2021 18:30,01-09-2021 19:00,28.5,39,41.15,66.8,69.1
01-09-2021 19:00,01-09-2021 19:30,28,42,38.1,60.55,63.35
01-09-2021 19:30,01-09-2021 20:00,31.5,44.5,28.2,57.2,53.4
01-09-2021 20:00,01-09-2021 20:30,35,47,30.95,54.9,54.45
01-09-2021 20:30,01-09-2021 21:00,37,51.5,31.2,52.7,53.45
01-09-2021 21:00,01-09-2021 21:30,39,56,33,49,57.35
01-09-2021 21:30,01-09-2021 22:00,37,55.5,45.2,46.2,61.4
01-09-2021 22:00,01-09-2021 22:30,35,55,38.65,46.2,56.05
01-09-2021 22:30,01-09-2021 23:00,35,54,33.35,41.5,49.35
01-09-2021 23:00,01-09-2021 23:30,35,53,36.65,39.15,49.85
01-09-2021 23:30,02-09-2021 00:00,34,63,150.15,40.05,145
02-09-2021 00:00,02-09-2021 00:30,33,73,151.55,42.5,146.15
02-09-2021 00:30,02-09-2021 01:00,34.5,75.5,152.25,40.2,145.45
02-09-2021 01:00,02-09-2021 01:30,36,78,132.5,39.9,129.55
02-09-2021 01:30,02-09-2021 02:00,34.5,69.5,99.9,36.95,101.3
02-09-2021 02:00,02-09-2021 02:30,33,61,89.55,35.4,91.85
02-09-2021 02:30,02-09-2021 03:00,32,54.5,44.85,35.3,55.45
02-09-2021 03:00,02-09-2021 03:30,31,48,27.2,34.85,40.7
02-09-2021 03:30,02-09-2021 04:00,23.5,45,21.65,33.8,35.65
02-09-2021 04:00,02-09-2021 04:30,16,42,17.4,33.35,32
02-09-2021 04:30,02-09-2021 05:00,23,46.5,15.95,33,30.55
02-09-2021 05:00,02-09-2021 05:30,30,51,21.15,31.5,34.05
02-09-2021 05:30,02-09-2021 06:00,32.5,57.5,37.35,32.75,47.55
02-09-2021 06:00,02-09-2021 06:30,35,64,37,36.65,49.8
02-09-2021 06:30,02-09-2021 07:00,33,57,29.95,35.15,43.2
02-09-2021 07:00,02-09-2021 07:30,31,50,13.15,32.35,27.95
02-09-2021 07:30,02-09-2021 08:00,31,50,5.05,36.35,23.6
02-09-2021 08:00,02-09-2021 08:30,None,None,5.15,40.4,25.6
02-09-2021 08:30,02-09-2021 09:00,None,None,2.95,32.5,19.7
02-09-2021 09:00,02-09-2021 09:30,None,None,10.05,44.7,31.95
02-09-2021 09:30,02-09-2021 10:00,18,20,23.9,56.7,49.75
02-09-2021 10:00,02-09-2021 10:30,18,20,12.15,50.35,36.65
02-09-2021 10:30,02-09-2021 11:00,19,24,6.55,42.45,27.95
02-09-2021 11:00,02-09-2021 11:30,20,28,4.15,35,22
02-09-2021 11:30,02-09-2021 12:00,21.5,39,3.1,23.2,14.85
02-09-2021 12:00,02-09-2021 12:30,23,50,2.4,21.85,13.6
02-09-2021 12:30,02-09-2021 13:00,22.5,46,1.75,23.05,13.7
02-09-2021 13:00,02-09-2021 13:30,22,42,1.65,22.15,13.15
02-09-2021 13:30,02-09-2021 14:00,22.5,40.5,1.5,22.5,13.2
02-09-2021 14:00,02-09-2021 14:30,23,39,1.3,22.25,12.9
02-09-2021 14:30,02-09-2021 15:00,26,41.5,1.15,25.8,14.65
02-09-2021 15:00,02-09-2021 15:30,29,44,2.1,35.35,20.5
02-09-2021 15:30,02-09-2021 16:00,27,62.5,2.1,29.75,17.55
02-09-2021 16:00,02-09-2021 16:30,25,81,1.45,22.45,13.1
02-09-2021 16:30,02-09-2021 17:00,20.5,58.5,1.7,23.45,13.9
02-09-2021 17:00,02-09-2021 17:30,16,36,1.45,25.95,15
02-09-2021 17:30,02-09-2021 18:00,16,43,1.85,32.05,18.55
02-09-2021 18:00,02-09-2021 18:30,16,50,2.9,65.2,37.1
02-09-2021 18:30,02-09-2021 19:00,25,68,12.65,88.05,57.25
02-09-2021 19:00,02-09-2021 19:30,34,86,41.1,80.05,76.05
02-09-2021 19:30,02-09-2021 20:00,34.5,96.5,62.75,73.3,90.1
02-09-2021 20:00,02-09-2021 20:30,35,107,82.3,72.95,105.9
02-09-2021 20:30,02-09-2021 21:00,35,105,59.65,68.15,84.75
02-09-2021 21:00,02-09-2021 21:30,35,103,61.3,64,84.15
02-09-2021 21:30,02-09-2021 22:00,37,105.5,28.85,54.35,52.55
02-09-2021 22:00,02-09-2021 22:30,39,108,28.25,54.6,52.3
02-09-2021 22:30,02-09-2021 23:00,30.5,95.5,55.95,55.7,75.3
02-09-2021 23:00,02-09-2021 23:30,22,83,47.15,58.05,69.65
02-09-2021 23:30,03-09-2021 00:00,23.5,82,66,57.1,84.1
03-09-2021 00:00,03-09-2021 00:30,25,81,95.85,53.8,106.9
03-09-2021 00:30,03-09-2021 01:00,30,111,126.3,52.45,131.15
03-09-2021 01:00,03-09-2021 01:30,35,141,140.55,46.7,140.3
03-09-2021 01:30,03-09-2021 02:00,35,149,163.75,46.5,157.55
03-09-2021 02:00,03-09-2021 02:30,35,157,120.65,44.8,122.5
03-09-2021 02:30,03-09-2021 03:00,31,131.5,149.15,50.7,149
03-09-2021 03:00,03-09-2021 03:30,27,106,80.2,52.05,93.25
03-09-2021 03:30,03-09-2021 04:00,25,72,48.55,56.3,69.5
03-09-2021 04:00,03-09-2021 04:30,23,38,42.9,52.7,63
03-09-2021 04:30,03-09-2021 05:00,16,36,27.4,51.75,49.85
03-09-2021 05:00,03-09-2021 05:30,9,34,15.9,49.65,39.35
03-09-2021 05:30,03-09-2021 06:00,24.5,48.5,18.2,45.15,38.85
03-09-2021 06:00,03-09-2021 06:30,40,63,23.05,44.5,42.5
03-09-2021 06:30,03-09-2021 07:00,39,67.5,17.1,37.15,33.75
03-09-2021 07:00,03-09-2021 07:30,38,72,10.35,33.95,26.5
03-09-2021 07:30,03-09-2021 08:00,36,63.5,10.05,35.45,27
03-09-2021 08:00,03-09-2021 08:30,34,55,9.65,38.05,28
03-09-2021 08:30,03-09-2021 09:00,31,52.5,4.25,29.45,19.1
03-09-2021 09:00,03-09-2021 09:30,28,50,3.45,28.8,18.15
03-09-2021 09:30,03-09-2021 10:00,34.5,58.5,2.95,27.85,17.25
03-09-2021 10:00,03-09-2021 10:30,41,67,2.75,28.5,17.35
03-09-2021 10:30,03-09-2021 11:00,38.5,72.5,3.3,32.1,19.75
03-09-2021 11:00,03-09-2021 11:30,36,78,5.25,48.95,30.35
03-09-2021 11:30,03-09-2021 12:00,33.5,88.5,13.15,59.55,42.6
03-09-2021 12:00,03-09-2021 12:30,31,99,5.85,39.9,26.15
03-09-2021 12:30,03-09-2021 13:00,22.5,86,6.5,41.65,27.5
03-09-2021 13:00,03-09-2021 13:30,14,73,6.2,37.05,24.75
03-09-2021 13:30,03-09-2021 14:00,15.5,64.5,9.3,44.85,31.35
03-09-2021 14:00,03-09-2021 14:30,17,56,11.05,49.2,35.35
03-09-2021 14:30,03-09-2021 15:00,14,62,10.8,51.55,36.55
03-09-2021 15:00,03-09-2021 15:30,11,68,7.75,42.95,29
03-09-2021 15:30,03-09-2021 16:00,14,112.5,10.3,45,32.35
03-09-2021 16:00,03-09-2021 16:30,17,157,9.4,38.15,27.85
03-09-2021 16:30,03-09-2021 17:00,17,127,11.05,47.05,34.05
03-09-2021 17:00,03-09-2021 17:30,17,97,10.95,51.15,36.3
03-09-2021 17:30,03-09-2021 18:00,17.5,195.5,9,51.4,34.65
03-09-2021 18:00,03-09-2021 18:30,18,294,8.8,54.7,36.4
03-09-2021 18:30,03-09-2021 19:00,21.5,186.5,12.45,59.65,41.85
03-09-2021 19:00,03-09-2021 19:30,25,79,15.25,66.05,47.6
03-09-2021 19:30,03-09-2021 20:00,26,86.5,31.25,79.7,67.75
03-09-2021 20:00,03-09-2021 20:30,27,94,9.05,53.85,36.05
03-09-2021 20:30,03-09-2021 21:00,28,76,3.4,47.05,27.75
03-09-2021 21:00,03-09-2021 21:30,29,58,3.25,55.45,32.25
03-09-2021 21:30,03-09-2021 22:00,24,55,11.85,53.35,38.25
03-09-2021 22:00,03-09-2021 22:30,19,52,10.65,50.5,35.65
03-09-2021 22:30,03-09-2021 23:00,12,44,19,56.5,45.55
03-09-2021 23:00,03-09-2021 23:30,5,36,27.9,60.2,54.75
03-09-2021 23:30,04-09-2021 00:00,6,44.5,37.8,59.3,62.35
04-09-2021 00:00,04-09-2021 00:30,7,53,32.95,60.4,58.95
04-09-2021 00:30,04-09-2021 01:00,7.5,47.5,28.6,60.9,54.75
04-09-2021 01:00,04-09-2021 01:30,8,42,44.05,58.45,67.1
04-09-2021 01:30,04-09-2021 02:00,10,44.5,21.2,54.9,46.6
04-09-2021 02:00,04-09-2021 02:30,12,47,14,46.05,36
04-09-2021 02:30,04-09-2021 03:00,15.5,52.5,11.85,42.3,32.2
04-09-2021 03:00,04-09-2021 03:30,19,58,10.45,41.25,30.5
04-09-2021 03:30,04-09-2021 04:00,21.5,58.5,6.05,35.1,23.6
04-09-2021 04:00,04-09-2021 04:30,24,59,4.1,32.45,20.6
04-09-2021 04:30,04-09-2021 05:00,24.5,58.5,7,37,25.4
04-09-2021 05:00,04-09-2021 05:30,25,58,6.6,30.3,21.5
04-09-2021 05:30,04-09-2021 06:00,30,60,4.65,29.7,19.6
04-09-2021 06:00,04-09-2021 06:30,35,62,14.95,34.35,30.25
04-09-2021 06:30,04-09-2021 07:00,27.5,51,7.85,29.85,22.25
04-09-2021 07:00,04-09-2021 07:30,20,40,5.7,31.85,21.65
04-09-2021 07:30,04-09-2021 08:00,23.5,40.5,3.15,33.15,20.1
04-09-2021 08:00,04-09-2021 08:30,27,41,5.65,35.9,23.7
04-09-2021 08:30,04-09-2021 09:00,22,41,4.05,32.2,20.5
04-09-2021 09:00,04-09-2021 09:30,17,41,6.85,31.7,22.45
04-09-2021 09:30,04-09-2021 10:00,23,48.5,6.95,36.1,24.85
04-09-2021 10:00,04-09-2021 10:30,29,56,5.7,39.3,25.4
04-09-2021 10:30,04-09-2021 11:00,24.5,57,10.45,46.05,32.95
04-09-2021 11:00,04-09-2021 11:30,20,58,5.95,38.8,25.6
04-09-2021 11:30,04-09-2021 12:00,16.5,55,5.6,40.45,26.2
04-09-2021 12:00,04-09-2021 12:30,13,52,3,30.75,18.8
04-09-2021 12:30,04-09-2021 13:00,15,57.5,2.5,28.25,17.05
04-09-2021 13:00,04-09-2021 13:30,17,63,1.35,29,16.55
04-09-2021 13:30,04-09-2021 14:00,25,69,1.6,30.7,17.65
04-09-2021 14:00,04-09-2021 14:30,33,75,3.35,35.7,21.75
04-09-2021 14:30,04-09-2021 15:00,25,77,8.95,51.95,34.9
04-09-2021 15:00,04-09-2021 15:30,17,79,15.05,60.3,44.3
04-09-2021 15:30,04-09-2021 16:00,14,71,9.55,55.65,37.5
04-09-2021 16:00,04-09-2021 16:30,11,63,2.8,44.9,26.15
04-09-2021 16:30,04-09-2021 17:00,16.5,75.5,2.35,42.2,24.35
04-09-2021 17:00,04-09-2021 17:30,22,88,2.05,45.15,25.65
04-09-2021 17:30,04-09-2021 18:00,20,83.5,20.15,70.35,53.9
04-09-2021 18:00,04-09-2021 18:30,18,79,45.85,92.35,86.45
04-09-2021 18:30,04-09-2021 19:00,31,None,63.75,90.2,99.9
04-09-2021 19:00,04-09-2021 19:30,44,None,62.65,94.35,101.4
04-09-2021 19:30,04-09-2021 20:00,45.5,145,50,88.1,87.7
04-09-2021 20:00,04-09-2021 20:30,47,145,30.25,67.3,60.35
04-09-2021 20:30,04-09-2021 21:00,47.5,145,49.1,68.05,76.5
04-09-2021 21:00,04-09-2021 21:30,48,145,54.05,66.4,79.3
04-09-2021 21:30,04-09-2021 22:00,49.5,149,87.95,60.25,103.45
04-09-2021 22:00,04-09-2021 22:30,51,153,87,61.4,103.75
04-09-2021 22:30,04-09-2021 23:00,54.5,161,97.7,54.8,109.3
04-09-2021 23:00,04-09-2021 23:30,58,169,91.4,50.7,101.3
04-09-2021 23:30,05-09-2021 00:00,58,163,60.5,49.75,75.8
05-09-2021 00:00,05-09-2021 00:30,58,157,56.25,50.9,72.7
05-09-2021 00:30,05-09-2021 01:00,53,143.5,50.15,47.4,66.15
05-09-2021 01:00,05-09-2021 01:30,48,130,40.25,45.9,57.05
05-09-2021 01:30,05-09-2021 02:00,41.5,112,40.75,40.2,54.45
05-09-2021 02:00,05-09-2021 02:30,35,94,29.55,38.9,44.75
05-09-2021 02:30,05-09-2021 03:00,35.5,87,34,38.75,48.4
05-09-2021 03:00,05-09-2021 03:30,36,80,30.5,39.85,46.05
05-09-2021 03:30,05-09-2021 04:00,46,93,30.75,42.1,47.45
05-09-2021 04:00,05-09-2021 04:30,56,106,53.15,43.2,66
05-09-2021 04:30,05-09-2021 05:00,52,117,92.7,40.95,97.4
05-09-2021 05:00,05-09-2021 05:30,48,128,81.4,38.6,86.6
05-09-2021 05:30,05-09-2021 06:00,44,111.5,43.65,37.1,55.35
05-09-2021 06:00,05-09-2021 06:30,40,95,55.9,35.4,64.5
05-09-2021 06:30,05-09-2021 07:00,40.5,88,29.2,38.8,44.6
05-09-2021 07:00,05-09-2021 07:30,41,81,11.7,33.05,27.1
05-09-2021 07:30,05-09-2021 08:00,34.5,69,8.35,32.3,24
05-09-2021 08:00,05-09-2021 08:30,28,57,5.9,31.85,21.75
05-09-2021 08:30,05-09-2021 09:00,26.5,54,4.7,26.8,18.1
05-09-2021 09:00,05-09-2021 09:30,25,51,3.75,24.35,16
05-09-2021 09:30,05-09-2021 10:00,28,65.5,4.45,31.1,20.25
05-09-2021 10:00,05-09-2021 10:30,31,80,3.2,31.4,19.3
05-09-2021 10:30,05-09-2021 11:00,32,81.5,3.1,31,19.05
05-09-2021 11:00,05-09-2021 11:30,33,83,3,24.55,15.45
05-09-2021 11:30,05-09-2021 12:00,28.5,80,2.55,27.45,16.7
05-09-2021 12:00,05-09-2021 12:30,24,77,4.1,45.75,27.6
05-09-2021 12:30,05-09-2021 13:00,26,81,4.6,32.85,21.15
05-09-2021 13:00,05-09-2021 13:30,28,85,3.1,19.2,12.7
05-09-2021 13:30,05-09-2021 14:00,23.5,66.5,1.25,16.25,9.75
05-09-2021 14:00,05-09-2021 14:30,19,48,1.5,16.15,9.8
05-09-2021 14:30,05-09-2021 15:00,24,63,2.35,48.7,27.95
05-09-2021 15:00,05-09-2021 15:30,29,78,2.95,46.35,27.05
05-09-2021 15:30,05-09-2021 16:00,29,69.5,3.35,40.5,24.25
05-09-2021 16:00,05-09-2021 16:30,29,61,3.75,53.6,31.5
05-09-2021 16:30,05-09-2021 17:00,33.5,90,2.25,41.95,24.15
05-09-2021 17:00,05-09-2021 17:30,38,119,2.4,53.1,30.1
05-09-2021 17:30,05-09-2021 18:00,39,117.5,1.9,55.25,30.95
05-09-2021 18:00,05-09-2021 18:30,40,116,3.15,86.05,48.25
05-09-2021 18:30,05-09-2021 19:00,45.5,122.5,3.15,83.9,47.2
05-09-2021 19:00,05-09-2021 19:30,51,129,2.7,80.2,44.9
05-09-2021 19:30,05-09-2021 20:00,57,146.5,9.9,94,58.2
05-09-2021 20:00,05-09-2021 20:30,63,164,121.55,121.85,163.55
05-09-2021 20:30,05-09-2021 21:00,72,187,92.1,120.95,139.35
05-09-2021 21:00,05-09-2021 21:30,81,210,108.95,117,151.15
05-09-2021 21:30,05-09-2021 22:00,82,199.5,93.8,117.25,139.1
05-09-2021 22:00,05-09-2021 22:30,83,189,174.95,109.2,200.7
05-09-2021 22:30,05-09-2021 23:00,89,216.5,186.05,106.75,208.25
05-09-2021 23:00,05-09-2021 23:30,95,244,166.4,87.3,182.3
05-09-2021 23:30,06-09-2021 00:00,87.5,233.5,152.6,94.15,174.95
06-09-2021 00:00,06-09-2021 00:30,80,223,112.45,80.85,135.25
06-09-2021 00:30,06-09-2021 01:00,77,186,58.4,68,83.65
06-09-2021 01:00,06-09-2021 01:30,74,149,34.8,68.85,64.95
06-09-2021 01:30,06-09-2021 02:00,72,136.5,29.15,63.9,58.05
06-09-2021 02:00,06-09-2021 02:30,70,124,96.05,55.3,107.7
06-09-2021 02:30,06-09-2021 03:00,71,127,45.85,57.2,67.7
06-09-2021 03:00,06-09-2021 03:30,72,130,52.9,56.85,73.35
06-09-2021 03:30,06-09-2021 04:00,77.5,148,77.4,53.15,91.3
06-09-2021 04:00,06-09-2021 04:30,83,166,97.9,50.85,106.85
06-09-2021 04:30,06-09-2021 05:00,84.5,177.5,95.5,47.05,102.9
06-09-2021 05:00,06-09-2021 05:30,86,189,70.7,44.15,81.05
06-09-2021 05:30,06-09-2021 06:00,83,162,105.3,37.05,105.55
06-09-2021 06:00,06-09-2021 06:30,80,135,133.15,43.1,131.35
06-09-2021 06:30,06-09-2021 07:00,79,141,104,40.7,106.3
06-09-2021 07:00,06-09-2021 07:30,78,147,82.65,50.35,94.2
06-09-2021 07:30,06-09-2021 08:00,69.5,132,33.7,48.25,53.15
06-09-2021 08:00,06-09-2021 08:30,61,117,16.55,46.55,38.35
06-09-2021 08:30,06-09-2021 09:00,61,114.5,7.15,40.95,27.55
06-09-2021 09:00,06-09-2021 09:30,61,112,4.8,39.6,24.95
06-09-2021 09:30,06-09-2021 10:00,50,93.5,2.85,26.65,16.5
06-09-2021 10:00,06-09-2021 10:30,39,75,3.85,29.5,18.75
06-09-2021 10:30,06-09-2021 11:00,33.5,68.5,3.45,24.4,15.85
06-09-2021 11:00,06-09-2021 11:30,28,62,6.2,31.85,21.95
06-09-2021 11:30,06-09-2021 12:00,25.5,73.5,8.1,36.85,26.1
06-09-2021 12:00,06-09-2021 12:30,23,85,8.45,45.1,30.7
06-09-2021 12:30,06-09-2021 13:00,23,75.5,5.2,42.7,26.95
06-09-2021 13:00,06-09-2021 13:30,23,66,2.95,21.55,13.85
06-09-2021 13:30,06-09-2021 14:00,20.5,60.5,2.1,25.9,15.4
06-09-2021 14:00,06-09-2021 14:30,18,55,2.15,32.85,19.2
06-09-2021 14:30,06-09-2021 15:00,24.5,62.5,1.45,24.35,14.15
06-09-2021 15:00,06-09-2021 15:30,31,70,1.3,27.05,15.5
06-09-2021 15:30,06-09-2021 16:00,32,86,2.85,42.2,24.8
06-09-2021 16:00,06-09-2021 16:30,33,102,3.6,44.6,26.65
06-09-2021 16:30,06-09-2021 17:00,30.5,102.5,3.9,50.6,30
06-09-2021 17:00,06-09-2021 17:30,28,103,4.05,52.4,31.2
06-09-2021 17:30,06-09-2021 18:00,31,105.5,4.05,56.65,33.65
06-09-2021 18:00,06-09-2021 18:30,34,108,4.25,74.9,40.75
06-09-2021 18:30,06-09-2021 19:00,33.5,126.5,14.65,92.75,61.35
06-09-2021 19:00,06-09-2021 19:30,33,145,51.05,90.8,89.95
06-09-2021 19:30,06-09-2021 20:00,38.5,165,29.55,80.2,66.8
06-09-2021 20:00,06-09-2021 20:30,44,185,67.55,74.75,94.15
06-09-2021 20:30,06-09-2021 21:00,48,215.5,97.05,81.65,122.35
06-09-2021 21:00,06-09-2021 21:30,52,246,93.6,75.9,116.7
06-09-2021 21:30,06-09-2021 22:00,51,202,45.75,71.4,74.95
06-09-2021 22:00,06-09-2021 22:30,50,158,23.7,63.75,53.1
06-09-2021 22:30,06-09-2021 23:00,53,155,45.2,67.05,72.5
06-09-2021 23:00,06-09-2021 23:30,56,152,33.05,59.8,59.15
06-09-2021 23:30,07-09-2021 00:00,55.5,154,25.4,52,48.5
07-09-2021 00:00,07-09-2021 00:30,55,156,17.6,48.6,40.05
07-09-2021 00:30,07-09-2021 01:00,53,148,19.15,48.5,41.5
07-09-2021 01:00,07-09-2021 01:30,51,140,12.8,47.05,35.6
07-09-2021 01:30,07-09-2021 02:00,42,116,8.15,42.15,29.05
07-09-2021 02:00,07-09-2021 02:30,33,92,10.3,44.2,31.85
07-09-2021 02:30,07-09-2021 03:00,33.5,96,9.55,45.25,31.95
07-09-2021 03:00,07-09-2021 03:30,34,100,13.95,51,38.6
07-09-2021 03:30,07-09-2021 04:00,36.5,101.5,17.65,51.7,41.95
07-09-2021 04:00,07-09-2021 04:30,39,103,7.85,42.7,29.1
07-09-2021 04:30,07-09-2021 05:00,39,84.5,2.85,30,18.25
07-09-2021 05:00,07-09-2021 05:30,39,66,2.4,26.15,15.9
07-09-2021 05:30,07-09-2021 06:00,39,62.5,3.4,28.25,17.8
07-09-2021 06:00,07-09-2021 06:30,39,59,7.55,38.05,26.4
07-09-2021 06:30,07-09-2021 07:00,37.5,68.5,6.15,33.7,22.9
07-09-2021 07:00,07-09-2021 07:30,36,78,4.1,28.15,18.35
07-09-2021 07:30,07-09-2021 08:00,40,74,3,25.4,16
07-09-2021 08:00,07-09-2021 08:30,44,70,3.2,26.4,16.7
07-09-2021 08:30,07-09-2021 09:00,49.5,89,2.75,24.3,15.2
07-09-2021 09:00,07-09-2021 09:30,55,108,2.8,24.2,15.15
07-09-2021 09:30,07-09-2021 10:00,58.5,134.5,3,27.7,17.15
07-09-2021 10:00,07-09-2021 10:30,62,161,2.7,24.35,15.15
07-09-2021 10:30,07-09-2021 11:00,53.5,142,2.1,21.3,13.05
07-09-2021 11:00,07-09-2021 11:30,45,123,2,20.35,12.5
07-09-2021 11:30,07-09-2021 12:00,48,154,2.5,21.25,13.35
07-09-2021 12:00,07-09-2021 12:30,51,185,2.75,22.35,14.1
07-09-2021 12:30,07-09-2021 13:00,52,151.5,1.95,21.8,13.2
07-09-2021 13:00,07-09-2021 13:30,53,118,1.4,18.45,10.95
07-09-2021 13:30,07-09-2021 14:00,46.5,99,1.1,16.8,9.85
07-09-2021 14:00,07-09-2021 14:30,40,80,1.25,18.45,10.8
07-09-2021 14:30,07-09-2021 15:00,40.5,93.5,2.05,23.45,14.25
07-09-2021 15:00,07-09-2021 15:30,41,107,2.2,24.1,14.6
07-09-2021 15:30,07-09-2021 16:00,42.5,122.5,2.1,22.85,13.85
07-09-2021 16:00,07-09-2021 16:30,44,138,1.8,23.85,14.2
07-09-2021 16:30,07-09-2021 17:00,41,109,2.55,32.2,19.2
07-09-2021 17:00,07-09-2021 17:30,38,80,4.6,38.8,24.45
07-09-2021 17:30,07-09-2021 18:00,33.5,88.5,7,39.05,26.5
07-09-2021 18:00,07-09-2021 18:30,29,97,6.05,41.75,26.95
07-09-2021 18:30,07-09-2021 19:00,32,92.5,16.5,56.95,43.9
07-09-2021 19:00,07-09-2021 19:30,35,88,9.05,54.4,36.55
07-09-2021 19:30,07-09-2021 20:00,34,76,32.4,64.85,61.2
07-09-2021 20:00,07-09-2021 20:30,33,64,18.6,64.45,49.3
07-09-2021 20:30,07-09-2021 21:00,32,58.5,10.1,63.1,41.75
07-09-2021 21:00,07-09-2021 21:30,31,53,26.15,63.25,54.9
07-09-2021 21:30,07-09-2021 22:00,38.5,69.5,29.65,61.95,57.1
07-09-2021 22:00,07-09-2021 22:30,46,86,29.6,61.75,56.95
07-09-2021 22:30,07-09-2021 23:00,48.5,94,22.45,58.4,49.45
07-09-2021 23:00,07-09-2021 23:30,51,102,25.4,54.05,49.45
07-09-2021 23:30,08-09-2021 00:00,44.5,101.5,11.6,41.8,31.7
08-09-2021 00:00,08-09-2021 00:30,38,101,6.25,30.2,21.15
08-09-2021 00:30,08-09-2021 01:00,31.5,83.5,3.55,25,16.2
08-09-2021 01:00,08-09-2021 01:30,25,66,3.8,23.25,15.45
08-09-2021 01:30,08-09-2021 02:00,24.5,58.5,5.2,24.05,16.95
08-09-2021 02:00,08-09-2021 02:30,24,51,None,None,None
08-09-2021 02:30,08-09-2021 03:00,20,48,3.2,20.4,13.5
08-09-2021 03:00,08-09-2021 03:30,16,45,3.1,22.9,14.75
08-09-2021 03:30,08-09-2021 04:00,17.5,43,3.65,24.05,15.75
08-09-2021 04:00,08-09-2021 04:30,19,41,3.05,20.85,13.55
08-09-2021 04:30,08-09-2021 05:00,21.5,50,2.1,19.3,12
08-09-2021 05:00,08-09-2021 05:30,24,59,2.05,19.1,11.85
08-09-2021 05:30,08-09-2021 06:00,21,50,2.1,17.9,10.95
08-09-2021 06:00,08-09-2021 06:30,18,41,1.7,17.5,10.5
08-09-2021 06:30,08-09-2021 07:00,19,44.5,1.85,17.65,10.9
08-09-2021 07:00,08-09-2021 07:30,20,48,2.3,18.1,11.5
08-09-2021 07:30,08-09-2021 08:00,21.5,50.5,2.3,17.1,11
08-09-2021 08:00,08-09-2021 08:30,23,53,2.8,14.95,10.2
08-09-2021 08:30,08-09-2021 09:00,19.5,52.5,3.15,16.95,11.6
08-09-2021 09:00,08-09-2021 09:30,16,52,4.05,22.15,15.1
08-09-2021 09:30,08-09-2021 10:00,18,64.5,4.15,22.25,15.25
08-09-2021 10:00,08-09-2021 10:30,20,77,3.7,22.05,14.8
08-09-2021 10:30,08-09-2021 11:00,19,73,3.1,20.3,13.35
08-09-2021 11:00,08-09-2021 11:30,18,69,3.45,21.25,14.1
08-09-2021 11:30,08-09-2021 12:00,16,67.5,3.55,22.7,14.95
08-09-2021 12:00,08-09-2021 12:30,14,66,3.3,20.9,13.8
