From Date,To Date,SR,BP,AT,RF,TOT-RF
25-09-2021 19:00,25-09-2021 19:30,4.1,979.7,29.45,0,0
25-09-2021 19:30,25-09-2021 20:00,4.05,980.2,29.3,0,0
25-09-2021 20:00,25-09-2021 20:30,4.05,980.8,29.1,0,0
25-09-2021 20:30,25-09-2021 21:00,4.1,981.1,28.95,0,0
25-09-2021 21:00,25-09-2021 21:30,4.1,981.4,28.2,0,0
25-09-2021 21:30,25-09-2021 22:00,4.1,981.95,27.55,0,0
25-09-2021 22:00,25-09-2021 22:30,4.1,982.15,27.05,0,0
25-09-2021 22:30,25-09-2021 23:00,4.1,982.1,26.75,0,0
25-09-2021 23:00,25-09-2021 23:30,4.1,982,26.45,0,0
25-09-2021 23:30,26-09-2021 00:00,4.1,982,26.25,0,0
26-09-2021 00:00,26-09-2021 00:30,4.05,982,26.2,0,0
26-09-2021 00:30,26-09-2021 01:00,4.1,981.9,26.25,0,0
26-09-2021 01:00,26-09-2021 01:30,4.1,981.7,26.1,0,0
26-09-2021 01:30,26-09-2021 02:00,4.1,981.5,26.15,0,0
26-09-2021 02:00,26-09-2021 02:30,4.1,981.3,25.95,0,0
26-09-2021 02:30,26-09-2021 03:00,4.15,981.1,25.9,0,0
26-09-2021 03:00,26-09-2021 03:30,4.1,981.15,25.8,0,0
26-09-2021 03:30,26-09-2021 04:00,4.1,981.15,25.9,0,0
26-09-2021 04:00,26-09-2021 04:30,4.1,981.15,25.75,0,0
26-09-2021 04:30,26-09-2021 05:00,4.1,981.1,25.7,0,0
26-09-2021 05:00,26-09-2021 05:30,4.1,981.05,25.65,0,0
26-09-2021 05:30,26-09-2021 06:00,4.1,981.1,25.6,0,0
26-09-2021 06:00,26-09-2021 06:30,5.6,981.35,25.55,0,0
26-09-2021 06:30,26-09-2021 07:00,15.25,981.45,25.4,0,0
26-09-2021 07:00,26-09-2021 07:30,31.55,981.8,25.65,0,0
26-09-2021 07:30,26-09-2021 08:00,60.85,982.1,26.25,0,0
26-09-2021 08:00,26-09-2021 08:30,67.15,982.3,26.9,0,0
26-09-2021 08:30,26-09-2021 09:00,101.6,982.7,27.7,0,0
26-09-2021 09:00,26-09-2021 09:30,133.8,983.15,28.35,0,0
26-09-2021 09:30,26-09-2021 10:00,108.65,983.2,28.4,0,0
26-09-2021 10:00,26-09-2021 10:30,164.75,983.15,28.6,0,0
26-09-2021 10:30,26-09-2021 11:00,276.8,983.05,29.9,0,0
26-09-2021 11:00,26-09-2021 11:30,253.5,982.9,30.2,0,0
26-09-2021 11:30,26-09-2021 12:00,308.05,982.75,30.65,0,0
26-09-2021 12:00,26-09-2021 12:30,130.4,982.45,30.6,0,0
26-09-2021 12:30,26-09-2021 13:00,316.95,982.1,30.55,0,0
26-09-2021 13:00,26-09-2021 13:30,514.95,981.7,32.55,0,0
26-09-2021 13:30,26-09-2021 14:00,450.1,981.3,33.75,0,0
26-09-2021 14:00,26-09-2021 14:30,333.45,980.8,33.15,0,0
26-09-2021 14:30,26-09-2021 15:00,331.5,980.4,33.3,0,0
26-09-2021 15:00,26-09-2021 15:30,202.05,980,33,0,0
26-09-2021 15:30,26-09-2021 16:00,100.75,979.8,31.75,0,0
26-09-2021 16:00,26-09-2021 16:30,99.2,979.8,31.65,0,0
26-09-2021 16:30,26-09-2021 17:00,66.95,979.8,31.05,0,0
26-09-2021 17:00,26-09-2021 17:30,37.85,979.95,30.7,0,0
26-09-2021 17:30,26-09-2021 18:00,15.4,980.15,30.15,0,0
26-09-2021 18:00,26-09-2021 18:30,5.75,980.35,29.65,0,0
26-09-2021 18:30,26-09-2021 19:00,4.1,980.6,29.35,0,0
26-09-2021 19:00,26-09-2021 19:30,4.05,980.95,28.95,0,0
26-09-2021 19:30,26-09-2021 20:00,4.05,981.1,28.55,0,0
26-09-2021 20:00,26-09-2021 20:30,4.1,981.5,28.5,0,0
26-09-2021 20:30,26-09-2021 21:00,4.1,981.75,28.2,0,0
26-09-2021 21:00,26-09-2021 21:30,4.1,982.1,28.35,0,0
26-09-2021 21:30,26-09-2021 22:00,4.1,982.35,28.2,0,0
26-09-2021 22:00,26-09-2021 22:30,4.1,982.35,28.05,0,0
26-09-2021 22:30,26-09-2021 23:00,4.1,982.45,28.1,0,0
26-09-2021 23:00,26-09-2021 23:30,4.1,982.4,27.95,0,0
26-09-2021 23:30,27-09-2021 00:00,4.1,982.5,27.45,0,0
27-09-2021 00:00,27-09-2021 00:30,4.15,982.5,27.1,0,0
27-09-2021 00:30,27-09-2021 01:00,4.1,982.5,26.75,0,0
27-09-2021 01:00,27-09-2021 01:30,4.1,982.4,26.6,0,0
27-09-2021 01:30,27-09-2021 02:00,4.1,982.3,26.6,0,0
27-09-2021 02:00,27-09-2021 02:30,4.1,982.4,26.7,0,0
27-09-2021 02:30,27-09-2021 03:00,4.15,982.35,26.65,0,0
27-09-2021 03:00,27-09-2021 03:30,4.15,982,26.55,0,0
27-09-2021 03:30,27-09-2021 04:00,4.1,981.85,26.65,0,0
27-09-2021 04:00,27-09-2021 04:30,4.1,981.85,26.55,0,0
27-09-2021 04:30,27-09-2021 05:00,4.15,982.05,26.6,0,0
27-09-2021 05:00,27-09-2021 05:30,4.15,982.3,26.55,0,0
27-09-2021 05:30,27-09-2021 06:00,4.1,982.55,26.25,0,0
27-09-2021 06:00,27-09-2021 06:30,7.1,982.45,26,0,0
27-09-2021 06:30,27-09-2021 07:00,21,982.5,26.4,0,0
27-09-2021 07:00,27-09-2021 07:30,36.65,982.6,26.95,0,0
27-09-2021 07:30,27-09-2021 08:00,55.1,982.75,27.5,0,0
27-09-2021 08:00,27-09-2021 08:30,67.95,983,27.8,0,0
27-09-2021 08:30,27-09-2021 09:00,74.3,983.3,28.55,0,0
27-09-2021 09:00,27-09-2021 09:30,95.05,983.4,29.35,0,0
27-09-2021 09:30,27-09-2021 10:00,94.55,983.5,30,0,0
27-09-2021 10:00,27-09-2021 10:30,158.9,983.45,31.05,0,0
27-09-2021 10:30,27-09-2021 11:00,307.75,983.4,32.65,0,0
27-09-2021 11:00,27-09-2021 11:30,639.5,983.3,33.7,0,0
27-09-2021 11:30,27-09-2021 12:00,653.35,983.1,34.3,0,0
27-09-2021 12:00,27-09-2021 12:30,300.7,982.7,34.1,0,0
27-09-2021 12:30,27-09-2021 13:00,439.5,982.35,33.95,0,0
27-09-2021 13:00,27-09-2021 13:30,438.35,981.9,35.2,0,0
27-09-2021 13:30,27-09-2021 14:00,363.05,981.35,35.1,0,0
27-09-2021 14:00,27-09-2021 14:30,172.25,980.85,33.3,0,0
27-09-2021 14:30,27-09-2021 15:00,259.8,980.35,34.55,0,0
27-09-2021 15:00,27-09-2021 15:30,169.25,979.85,34.4,0,0
27-09-2021 15:30,27-09-2021 16:00,116.25,979.45,33.5,0,0
27-09-2021 16:00,27-09-2021 16:30,36.25,979.2,32.75,0,0
27-09-2021 16:30,27-09-2021 17:00,11.3,979.3,31.75,0,0
27-09-2021 17:00,27-09-2021 17:30,11,979.65,31.2,0,0
27-09-2021 17:30,27-09-2021 18:00,8.75,980,30.9,0,0
27-09-2021 18:00,27-09-2021 18:30,4.7,980.2,30.6,0,0
27-09-2021 18:30,27-09-2021 19:00,4.1,980.45,30.1,0,0
27-09-2021 19:00,27-09-2021 19:30,4.1,980.55,29.85,0,0
27-09-2021 19:30,27-09-2021 20:00,4.1,980.8,30.45,0,0
27-09-2021 20:00,27-09-2021 20:30,4.1,981.05,30.25,0,0
27-09-2021 20:30,27-09-2021 21:00,4.15,981.4,29.85,0,0
27-09-2021 21:00,27-09-2021 21:30,4.1,981.65,29.55,0,0
27-09-2021 21:30,27-09-2021 22:00,4.1,982.05,29.6,0,0
27-09-2021 22:00,27-09-2021 22:30,4.1,982.25,29.3,0,0
27-09-2021 22:30,27-09-2021 23:00,4.05,982.4,28.9,0,0
27-09-2021 23:00,27-09-2021 23:30,4.1,982.45,28.85,0,0
27-09-2021 23:30,28-09-2021 00:00,4.1,982.55,28.85,0,0
28-09-2021 00:00,28-09-2021 00:30,4.1,982.6,28.6,0,0
28-09-2021 00:30,28-09-2021 01:00,4.1,982.55,28.45,0,0
28-09-2021 01:00,28-09-2021 01:30,4.1,982.35,28.25,0,0
28-09-2021 01:30,28-09-2021 02:00,4.1,982.05,28,0,0
28-09-2021 02:00,28-09-2021 02:30,4.1,981.85,27.8,0,0
28-09-2021 02:30,28-09-2021 03:00,4.1,981.65,27.65,0,0
28-09-2021 03:00,28-09-2021 03:30,4.1,981.55,27.6,0,0
28-09-2021 03:30,28-09-2021 04:00,4.1,981.6,27.25,0,0
28-09-2021 04:00,28-09-2021 04:30,4.1,981.5,27.15,0,0
28-09-2021 04:30,28-09-2021 05:00,4.1,981.65,27.05,0,0
28-09-2021 05:00,28-09-2021 05:30,4.1,981.9,27.25,0,0
28-09-2021 05:30,28-09-2021 06:00,4.1,982.15,27.5,0,0
28-09-2021 06:00,28-09-2021 06:30,5.45,982.35,27.35,0,0
28-09-2021 06:30,28-09-2021 07:00,10.8,982.65,27.15,0,0
28-09-2021 07:00,28-09-2021 07:30,23.2,983.2,27.6,0,0
28-09-2021 07:30,28-09-2021 08:00,53.85,983.45,28.2,0,0
28-09-2021 08:00,28-09-2021 08:30,81.15,983.7,29.1,0,0
28-09-2021 08:30,28-09-2021 09:00,69.75,983.95,29.65,0,0
28-09-2021 09:00,28-09-2021 09:30,84.7,984.2,29.8,0,0
28-09-2021 09:30,28-09-2021 10:00,149,984.4,31.15,0,0
28-09-2021 10:00,28-09-2021 10:30,121.2,984.4,32.7,0,0
28-09-2021 10:30,28-09-2021 11:00,262.4,984.4,33.1,0,0
28-09-2021 11:00,28-09-2021 11:30,602.8,984.2,33.9,0,0
28-09-2021 11:30,28-09-2021 12:00,666.55,984.1,34.55,0,0
28-09-2021 12:00,28-09-2021 12:30,727.45,983.75,35.3,0,0
28-09-2021 12:30,28-09-2021 13:00,627.2,983.35,35.35,0,0
28-09-2021 13:00,28-09-2021 13:30,515.7,982.95,35.1,0,0
28-09-2021 13:30,28-09-2021 14:00,407.15,982.25,35.35,0,0
28-09-2021 14:00,28-09-2021 14:30,278.2,981.65,34.9,0,0
28-09-2021 14:30,28-09-2021 15:00,278.9,981.3,34.75,0,0
28-09-2021 15:00,28-09-2021 15:30,166.8,981,34.85,0,0
28-09-2021 15:30,28-09-2021 16:00,74.4,980.65,33.9,0,0
28-09-2021 16:00,28-09-2021 16:30,42.2,980.4,33.3,0,0
28-09-2021 16:30,28-09-2021 17:00,35,980.3,33.05,0,0
28-09-2021 17:00,28-09-2021 17:30,29.35,980.35,32.65,0,0
28-09-2021 17:30,28-09-2021 18:00,11.95,980.5,32.25,0,0
28-09-2021 18:00,28-09-2021 18:30,4.95,980.9,31.6,0,0
28-09-2021 18:30,28-09-2021 19:00,4.05,981.35,31.15,0,0
28-09-2021 19:00,28-09-2021 19:30,4.1,981.95,30.9,0,0
28-09-2021 19:30,28-09-2021 20:00,4.1,982.55,31,0,0
28-09-2021 20:00,28-09-2021 20:30,4.1,982.95,30.65,0,0
28-09-2021 20:30,28-09-2021 21:00,4.1,983.2,30.3,0,0
28-09-2021 21:00,28-09-2021 21:30,4.1,983.4,30.15,0,0
28-09-2021 21:30,28-09-2021 22:00,4.1,983.5,29.8,0,0
28-09-2021 22:00,28-09-2021 22:30,4.1,983.5,29.7,0,0
28-09-2021 22:30,28-09-2021 23:00,4.1,983.6,29.45,0,0
28-09-2021 23:00,28-09-2021 23:30,4.1,983.6,29.45,0,0
28-09-2021 23:30,29-09-2021 00:00,4.1,983.7,29.05,0,0
29-09-2021 00:00,29-09-2021 00:30,4.1,983.75,29,0,0
29-09-2021 00:30,29-09-2021 01:00,4.1,983.7,28.65,0,0
29-09-2021 01:00,29-09-2021 01:30,4.15,983.85,28.45,0,0
29-09-2021 01:30,29-09-2021 02:00,4.1,983.75,28.35,0,0
29-09-2021 02:00,29-09-2021 02:30,4.1,983.55,28.15,0,0
29-09-2021 02:30,29-09-2021 03:00,4.1,983.25,28.05,0,0
29-09-2021 03:00,29-09-2021 03:30,4.1,983.2,27.95,0,0
29-09-2021 03:30,29-09-2021 04:00,4.1,983.3,27.95,0,0
29-09-2021 04:00,29-09-2021 04:30,4.1,983.35,27.75,0,0
29-09-2021 04:30,29-09-2021 05:00,4.1,983.35,27.5,0,0
29-09-2021 05:00,29-09-2021 05:30,4.1,983.55,27.25,0,0
29-09-2021 05:30,29-09-2021 06:00,4.15,983.75,26.95,0,0
29-09-2021 06:00,29-09-2021 06:30,6.15,984,26.85,0,0
29-09-2021 06:30,29-09-2021 07:00,15.7,984.3,26.85,0,0
29-09-2021 07:00,29-09-2021 07:30,25.35,984.7,27.2,0,0
29-09-2021 07:30,29-09-2021 08:00,40.8,985.05,27.7,0,0
29-09-2021 08:00,29-09-2021 08:30,50.55,985.35,28.3,0,0
29-09-2021 08:30,29-09-2021 09:00,58,985.5,29.15,0,0
29-09-2021 09:00,29-09-2021 09:30,99.2,985.65,29.8,0,0
29-09-2021 09:30,29-09-2021 10:00,116.15,985.75,30.15,0,0
29-09-2021 10:00,29-09-2021 10:30,141.6,985.5,30.7,0,0
29-09-2021 10:30,29-09-2021 11:00,220.05,985.4,31.3,0,0
29-09-2021 11:00,29-09-2021 11:30,655.35,985.25,32.25,0,0
29-09-2021 11:30,29-09-2021 12:00,641.15,985,33.15,0,0
29-09-2021 12:00,29-09-2021 12:30,374.45,984.6,33.05,0,0
29-09-2021 12:30,29-09-2021 13:00,485.25,984.2,33.35,0,0
29-09-2021 13:00,29-09-2021 13:30,610.6,983.8,34.55,0,0
29-09-2021 13:30,29-09-2021 14:00,322.1,983.4,33.65,0,0
29-09-2021 14:00,29-09-2021 14:30,274.9,983,34.4,0,0
29-09-2021 14:30,29-09-2021 15:00,455.4,982.55,35,0,0
29-09-2021 15:00,29-09-2021 15:30,204.55,982.25,34.15,0,0
29-09-2021 15:30,29-09-2021 16:00,69.55,981.95,33.05,0,0
29-09-2021 16:00,29-09-2021 16:30,37.75,981.7,32.45,0,0
29-09-2021 16:30,29-09-2021 17:00,42.4,981.7,32.5,0,0
29-09-2021 17:00,29-09-2021 17:30,21.4,981.9,32.2,0,0
29-09-2021 17:30,29-09-2021 18:00,13.9,982,31.7,0,0
29-09-2021 18:00,29-09-2021 18:30,5.3,982.15,31.4,0,0
29-09-2021 18:30,29-09-2021 19:00,4.1,982.5,31.2,0,0
29-09-2021 19:00,29-09-2021 19:30,4.05,982.95,30.9,0,0
29-09-2021 19:30,29-09-2021 20:00,4.1,983.3,30.7,0,0
29-09-2021 20:00,29-09-2021 20:30,4.1,983.65,30.45,0,0
29-09-2021 20:30,29-09-2021 21:00,4.1,983.95,30.4,0,0
29-09-2021 21:00,29-09-2021 21:30,4.1,984.05,30.1,0,0
29-09-2021 21:30,29-09-2021 22:00,4.1,984.2,29.95,0,0
29-09-2021 22:00,29-09-2021 22:30,4.1,984.4,29.8,0,0
29-09-2021 22:30,29-09-2021 23:00,4.1,984.5,29.55,0,0
29-09-2021 23:00,29-09-2021 23:30,4.1,984.5,29.4,0,0
29-09-2021 23:30,30-09-2021 00:00,4.15,984.55,29.4,0,0
30-09-2021 00:00,30-09-2021 00:30,4.1,984.55,29.35,0,0
30-09-2021 00:30,30-09-2021 01:00,4.1,984.8,29,0,0
30-09-2021 01:00,30-09-2021 01:30,4.1,984.8,28.85,0,0
30-09-2021 01:30,30-09-2021 02:00,4.1,984.85,28.6,0,0
30-09-2021 02:00,30-09-2021 02:30,4.1,984.85,28.45,0,0
30-09-2021 02:30,30-09-2021 03:00,4.05,984.8,28.15,0,0
30-09-2021 03:00,30-09-2021 03:30,4.1,984.75,27.7,0,0
30-09-2021 03:30,30-09-2021 04:00,4.1,984.75,27.45,0,0
30-09-2021 04:00,30-09-2021 04:30,4.1,984.7,27.65,0,0
30-09-2021 04:30,30-09-2021 05:00,4.1,984.7,27.55,0,0
30-09-2021 05:00,30-09-2021 05:30,4.1,984.75,27.2,0,0
30-09-2021 05:30,30-09-2021 06:00,4.15,984.9,27.15,0,0
30-09-2021 06:00,30-09-2021 06:30,6,985.2,27.05,0,0
30-09-2021 06:30,30-09-2021 07:00,13.25,985.55,27.35,0,0
30-09-2021 07:00,30-09-2021 07:30,25.45,985.85,27.6,0,0
30-09-2021 07:30,30-09-2021 08:00,47,986.25,28.1,0,0
30-09-2021 08:00,30-09-2021 08:30,44.95,986.4,28.75,0,0
30-09-2021 08:30,30-09-2021 09:00,56.3,986.55,29.35,0,0
30-09-2021 09:00,30-09-2021 09:30,99.8,986.75,30.05,0,0
30-09-2021 09:30,30-09-2021 10:00,109.4,986.9,30.65,0,0
30-09-2021 10:00,30-09-2021 10:30,140.1,986.9,31.1,0,0
30-09-2021 10:30,30-09-2021 11:00,383.75,986.8,31.85,0,0
30-09-2021 11:00,30-09-2021 11:30,579.15,986.7,33.5,0,0
30-09-2021 11:30,30-09-2021 12:00,383.45,986.5,33.4,0,0
30-09-2021 12:00,30-09-2021 12:30,413.9,986.05,33.05,0,0
30-09-2021 12:30,30-09-2021 13:00,241.25,985.6,33.2,0,0
30-09-2021 13:00,30-09-2021 13:30,600.6,985.05,34.7,0,0
30-09-2021 13:30,30-09-2021 14:00,461.6,984.7,35.25,0,0
30-09-2021 14:00,30-09-2021 14:30,282.35,984.2,35,0,0
30-09-2021 14:30,30-09-2021 15:00,201.8,983.75,33.65,0,0
30-09-2021 15:00,30-09-2021 15:30,170.4,983.35,33.75,0,0
30-09-2021 15:30,30-09-2021 16:00,84.85,982.95,33.05,0,0
30-09-2021 16:00,30-09-2021 16:30,45.05,982.85,32,0,0
30-09-2021 16:30,30-09-2021 17:00,45.8,982.65,31.2,0,0
30-09-2021 17:00,30-09-2021 17:30,20.25,982.8,30.55,0,0
30-09-2021 17:30,30-09-2021 18:00,12.05,982.95,30.15,0,0
30-09-2021 18:00,30-09-2021 18:30,4.7,983.3,30.15,0,0
30-09-2021 18:30,30-09-2021 19:00,4.1,983.7,29.5,0,0
30-09-2021 19:00,30-09-2021 19:30,4.05,984,29.4,0,0
30-09-2021 19:30,30-09-2021 20:00,4.1,984.3,29.25,0,0
30-09-2021 20:00,30-09-2021 20:30,4.1,984.8,28.75,0,0
30-09-2021 20:30,30-09-2021 21:00,4.1,985.25,28.4,0,0
30-09-2021 21:00,30-09-2021 21:30,4.1,985.45,28.65,0,0
30-09-2021 21:30,30-09-2021 22:00,4.1,985.55,28.45,0,0
30-09-2021 22:00,30-09-2021 22:30,4.1,985.65,28.2,0,0
30-09-2021 22:30,30-09-2021 23:00,4.1,985.6,27.75,0,0
30-09-2021 23:00,30-09-2021 23:30,4.15,985.5,27.55,0,0
30-09-2021 23:30,01-10-2021 00:00,4.15,985.5,27.4,0,0
01-10-2021 00:00,01-10-2021 00:30,4.1,985.45,27.3,0,0
01-10-2021 00:30,01-10-2021 01:00,4.15,985.45,27.25,0,0
01-10-2021 01:00,01-10-2021 01:30,4.2,985.3,27.15,0,0
01-10-2021 01:30,01-10-2021 02:00,4.1,985.1,27.15,0,0
01-10-2021 02:00,01-10-2021 02:30,4.15,984.8,27.15,0,0
01-10-2021 02:30,01-10-2021 03:00,4.1,984.65,27.1,0,0
01-10-2021 03:00,01-10-2021 03:30,4.1,984.5,27.1,0,0
01-10-2021 03:30,01-10-2021 04:00,4.1,984.4,26.95,0,0
01-10-2021 04:00,01-10-2021 04:30,4.1,984.45,26.8,0,0
01-10-2021 04:30,01-10-2021 05:00,4.1,984.4,26.9,0,0
01-10-2021 05:00,01-10-2021 05:30,4.15,984.5,26.8,0,0
01-10-2021 05:30,01-10-2021 06:00,4.15,984.75,26.75,0,0
01-10-2021 06:00,01-10-2021 06:30,5.9,985.15,26.75,0,0
01-10-2021 06:30,01-10-2021 07:00,13.85,985.45,27.15,0,0
01-10-2021 07:00,01-10-2021 07:30,25.65,985.8,27.7,0,0
01-10-2021 07:30,01-10-2021 08:00,39.1,986.2,28.7,0,0
01-10-2021 08:00,01-10-2021 08:30,49.35,986.35,29.5,0,0
01-10-2021 08:30,01-10-2021 09:00,61,986.5,30.1,0,0
01-10-2021 09:00,01-10-2021 09:30,100.65,986.5,30.75,0,0
01-10-2021 09:30,01-10-2021 10:00,97.65,986.5,31.3,0,0
01-10-2021 10:00,01-10-2021 10:30,150.4,986.4,32.2,0,0
01-10-2021 10:30,01-10-2021 11:00,279.85,986.45,33.05,0,0
01-10-2021 11:00,01-10-2021 11:30,254.25,986.1,33.15,0,0
01-10-2021 11:30,01-10-2021 12:00,308.45,985.8,33.15,0,0
01-10-2021 12:00,01-10-2021 12:30,397.1,985.3,34.35,0,0
01-10-2021 12:30,01-10-2021 13:00,330.4,984.8,34.1,0,0
01-10-2021 13:00,01-10-2021 13:30,152.1,984.45,33.3,0.25,0.5
01-10-2021 13:30,01-10-2021 14:00,321.95,984.05,28.35,1.25,2.5
01-10-2021 14:00,01-10-2021 14:30,127.85,983.65,28.9,0,0
01-10-2021 14:30,01-10-2021 15:00,54.3,983.25,27.95,0,0
01-10-2021 15:00,01-10-2021 15:30,175.35,982.9,29.6,0,0
01-10-2021 15:30,01-10-2021 16:00,121.15,982.4,31.2,0,0
01-10-2021 16:00,01-10-2021 16:30,86.85,982.15,31.3,0,0
01-10-2021 16:30,01-10-2021 17:00,58.55,981.9,31.1,0,0
01-10-2021 17:00,01-10-2021 17:30,36.1,982,30.95,0,0
01-10-2021 17:30,01-10-2021 18:00,16.05,982.1,30.2,0,0
01-10-2021 18:00,01-10-2021 18:30,4.7,982.2,29.6,0,0
01-10-2021 18:30,01-10-2021 19:00,4.1,982.6,29.1,0,0
01-10-2021 19:00,01-10-2021 19:30,4.1,983.2,28.9,0,0
01-10-2021 19:30,01-10-2021 20:00,4.05,983.7,28.85,0,0
01-10-2021 20:00,01-10-2021 20:30,4.1,984.15,28.65,0,0
01-10-2021 20:30,01-10-2021 21:00,4.1,984.4,28.4,0,0
01-10-2021 21:00,01-10-2021 21:30,4.1,984.65,28.3,0,0
01-10-2021 21:30,01-10-2021 22:00,4.1,984.8,28.2,0,0
01-10-2021 22:00,01-10-2021 22:30,4.1,984.85,28.05,0,0
01-10-2021 22:30,01-10-2021 23:00,4.1,984.75,27.85,0,0
01-10-2021 23:00,01-10-2021 23:30,4.1,984.65,27.8,0,0
01-10-2021 23:30,02-10-2021 00:00,4.1,984.6,27.85,0,0
02-10-2021 00:00,02-10-2021 00:30,4.1,984.35,27.85,0,0
02-10-2021 00:30,02-10-2021 01:00,4.1,984.2,27.7,0,0
02-10-2021 01:00,02-10-2021 01:30,4.1,983.9,27.65,0,0
02-10-2021 01:30,02-10-2021 02:00,4.1,983.5,27.65,0,0
02-10-2021 02:00,02-10-2021 02:30,4.1,983.2,27.75,0,0
02-10-2021 02:30,02-10-2021 03:00,4.1,983.1,27.55,0,0
02-10-2021 03:00,02-10-2021 03:30,4.1,982.8,27.4,0,0
02-10-2021 03:30,02-10-2021 04:00,4.1,982.75,27.35,0,0
02-10-2021 04:00,02-10-2021 04:30,4.15,982.6,27.15,0,0
02-10-2021 04:30,02-10-2021 05:00,4.1,982.5,27,0,0
02-10-2021 05:00,02-10-2021 05:30,4.1,982.55,27,0,0
02-10-2021 05:30,02-10-2021 06:00,4.1,982.6,27,0,0
02-10-2021 06:00,02-10-2021 06:30,5.95,982.75,27.1,0,0
02-10-2021 06:30,02-10-2021 07:00,15.1,983,27,0,0
02-10-2021 07:00,02-10-2021 07:30,29.65,983.3,27.25,0,0
02-10-2021 07:30,02-10-2021 08:00,45.9,983.85,27.65,0,0
02-10-2021 08:00,02-10-2021 08:30,59.95,984.2,28.15,0,0
02-10-2021 08:30,02-10-2021 09:00,77,984.6,28.85,0,0
02-10-2021 09:00,02-10-2021 09:30,115.95,985,29.85,0,0
02-10-2021 09:30,02-10-2021 10:00,117.85,985.35,30.6,0,0
02-10-2021 10:00,02-10-2021 10:30,175.55,985.55,31.75,0,0
02-10-2021 10:30,02-10-2021 11:00,344.25,985.6,32.7,0,0
02-10-2021 11:00,02-10-2021 11:30,492.2,985.45,33.45,0,0
02-10-2021 11:30,02-10-2021 12:00,458.25,985.2,34,0,0
02-10-2021 12:00,02-10-2021 12:30,528.8,984.65,34.25,0,0
02-10-2021 12:30,02-10-2021 13:00,557.8,984.1,34.8,0,0
02-10-2021 13:00,02-10-2021 13:30,454.45,983.55,35.75,0,0
02-10-2021 13:30,02-10-2021 14:00,225.2,982.85,34.25,0,0
02-10-2021 14:00,02-10-2021 14:30,276.9,982.05,35.05,0,0
02-10-2021 14:30,02-10-2021 15:00,356.85,981.7,35.65,0,0
02-10-2021 15:00,02-10-2021 15:30,178.65,981.05,35.15,0,0
02-10-2021 15:30,02-10-2021 16:00,81.65,980.65,33.7,0,0
02-10-2021 16:00,02-10-2021 16:30,56.3,980.5,33.1,0,0
02-10-2021 16:30,02-10-2021 17:00,45.7,980.75,32.75,0,0
02-10-2021 17:00,02-10-2021 17:30,26.15,981,32.35,0,0
02-10-2021 17:30,02-10-2021 18:00,12.35,981.15,32,0,0
02-10-2021 18:00,02-10-2021 18:30,5,981.65,31.4,0,0
02-10-2021 18:30,02-10-2021 19:00,4.1,982,31.1,0,0
02-10-2021 19:00,02-10-2021 19:30,4.1,982.3,30.6,0,0
02-10-2021 19:30,02-10-2021 20:00,4,982.65,30,0,0
02-10-2021 20:00,02-10-2021 20:30,4.1,983.05,29.7,0,0
02-10-2021 20:30,02-10-2021 21:00,4.1,983.15,29.45,0,0
02-10-2021 21:00,02-10-2021 21:30,4.1,983.2,29.25,0,0
02-10-2021 21:30,02-10-2021 22:00,4.1,983.25,28.85,0,0
02-10-2021 22:00,02-10-2021 22:30,4,983.2,28.65,0,0
02-10-2021 22:30,02-10-2021 23:00,4.1,982.95,28.55,0,0
02-10-2021 23:00,02-10-2021 23:30,4.1,982.8,28.5,0,0
02-10-2021 23:30,03-10-2021 00:00,4.1,982.75,28.6,0,0
03-10-2021 00:00,03-10-2021 00:30,4.1,982.65,28.95,0,0
03-10-2021 00:30,03-10-2021 01:00,4.1,982.6,28.75,0,0
03-10-2021 01:00,03-10-2021 01:30,4.1,982.35,28.45,0,0
03-10-2021 01:30,03-10-2021 02:00,4.1,982.1,28.4,0,0
03-10-2021 02:00,03-10-2021 02:30,4.1,981.85,28.4,0,0
03-10-2021 02:30,03-10-2021 03:00,4.05,981.65,28.3,0,0
03-10-2021 03:00,03-10-2021 03:30,4.1,981.35,28.05,0,0
03-10-2021 03:30,03-10-2021 04:00,4.15,981.25,27.7,0,0
03-10-2021 04:00,03-10-2021 04:30,4.1,981.2,27.35,0,0
03-10-2021 04:30,03-10-2021 05:00,4.1,981.3,27.4,0,0
03-10-2021 05:00,03-10-2021 05:30,4.1,981.4,27.2,0,0
03-10-2021 05:30,03-10-2021 06:00,4.1,981.45,27.05,0,0
03-10-2021 06:00,03-10-2021 06:30,5.85,981.75,27,0,0
03-10-2021 06:30,03-10-2021 07:00,14.45,981.95,27.25,0,0
03-10-2021 07:00,03-10-2021 07:30,27,982.1,27.65,0,0
03-10-2021 07:30,03-10-2021 08:00,39.95,982.45,28.3,0,0
03-10-2021 08:00,03-10-2021 08:30,52.6,982.65,29.15,0,0
03-10-2021 08:30,03-10-2021 09:00,64.65,982.8,29.9,0,0
03-10-2021 09:00,03-10-2021 09:30,85.65,982.8,30.55,0,0
03-10-2021 09:30,03-10-2021 10:00,86.75,982.75,31.35,0,0
03-10-2021 10:00,03-10-2021 10:30,183.9,982.65,32.55,0,0
03-10-2021 10:30,03-10-2021 11:00,440.6,982.4,33.5,0,0
03-10-2021 11:00,03-10-2021 11:30,645.2,982.2,34.4,0,0
03-10-2021 11:30,03-10-2021 12:00,681.2,981.75,35,0,0
