From Date,To Date,SR,BP,AT,RF,TOT-RF
01-09-2021 00:00,01-09-2021 00:30,4.1,984.4,26.3,0,0
01-09-2021 00:30,01-09-2021 01:00,4.1,984.1,26.25,0,0
01-09-2021 01:00,01-09-2021 01:30,4.1,983.85,26.1,0,0
01-09-2021 01:30,01-09-2021 02:00,4.1,983.45,26.1,0,0
01-09-2021 02:00,01-09-2021 02:30,4.1,983.2,26.15,0,0
01-09-2021 02:30,01-09-2021 03:00,4.1,983,26.25,0,0
01-09-2021 03:00,01-09-2021 03:30,4.1,983.2,26.4,0,0
01-09-2021 03:30,01-09-2021 04:00,4.05,983.25,26.3,0,0
01-09-2021 04:00,01-09-2021 04:30,4.1,983.25,26.35,0.25,0.5
01-09-2021 04:30,01-09-2021 05:00,4.1,983,26.25,0,0
01-09-2021 05:00,01-09-2021 05:30,4.1,982.85,26.3,0,0
01-09-2021 05:30,01-09-2021 06:00,4.1,983,26.25,0.75,1.5
01-09-2021 06:00,01-09-2021 06:30,4.2,983.35,25.1,5.75,11.5
01-09-2021 06:30,01-09-2021 07:00,4.45,983.55,25.55,0.25,0.5
01-09-2021 07:00,01-09-2021 07:30,4.95,983.85,25.6,0.5,1
01-09-2021 07:30,01-09-2021 08:00,5,984.2,25.6,0.5,1
01-09-2021 08:00,01-09-2021 08:30,6,984.45,24.85,4.25,8.5
01-09-2021 08:30,01-09-2021 09:00,7.4,984.5,24.55,2,4
01-09-2021 09:00,01-09-2021 09:30,9.5,984.7,24.35,1.5,3
01-09-2021 09:30,01-09-2021 10:00,10.5,985.2,24,3.25,6.5
01-09-2021 10:00,01-09-2021 10:30,10.65,985.5,23.55,2.75,5.5
01-09-2021 10:30,01-09-2021 11:00,20.3,985.1,23.1,0.75,1.5
01-09-2021 11:00,01-09-2021 11:30,54.5,984.8,22.95,0,0
01-09-2021 11:30,01-09-2021 12:00,75,984.35,23.65,0,0
01-09-2021 12:00,01-09-2021 12:30,92.65,983.85,23.95,0,0
01-09-2021 12:30,01-09-2021 13:00,67.95,983.5,24.4,0,0
01-09-2021 13:00,01-09-2021 13:30,64.95,983.1,25.05,0,0
01-09-2021 13:30,01-09-2021 14:00,90.5,982.95,25.8,0,0
01-09-2021 14:00,01-09-2021 14:30,49.3,982.7,25.95,0,0
01-09-2021 14:30,01-09-2021 15:00,69.1,982.1,26.15,0.25,0.5
01-09-2021 15:00,01-09-2021 15:30,33.9,982.15,25.95,0.5,1
01-09-2021 15:30,01-09-2021 16:00,26.7,981.85,25.85,0.5,1
01-09-2021 16:00,01-09-2021 16:30,38.7,981.6,26,0.25,0.5
01-09-2021 16:30,01-09-2021 17:00,44.2,981.1,25.9,0,0
01-09-2021 17:00,01-09-2021 17:30,24.7,980.85,25.8,0,0
01-09-2021 17:30,01-09-2021 18:00,17.6,980.9,25.75,0,0
01-09-2021 18:00,01-09-2021 18:30,16.25,980.85,25.8,0,0
01-09-2021 18:30,01-09-2021 19:00,5.35,980.95,25.8,0,0
01-09-2021 19:00,01-09-2021 19:30,4.1,981,25.9,0,0
01-09-2021 19:30,01-09-2021 20:00,4.1,980.9,26,0,0
01-09-2021 20:00,01-09-2021 20:30,4.1,981.3,26,0.25,0.5
01-09-2021 20:30,01-09-2021 21:00,4.05,981.55,25.9,0,0
01-09-2021 21:00,01-09-2021 21:30,4.05,981.55,25.85,0,0
01-09-2021 21:30,01-09-2021 22:00,4.1,981.45,25.7,0,0
01-09-2021 22:00,01-09-2021 22:30,4.05,981.65,25.6,0,0
01-09-2021 22:30,01-09-2021 23:00,4.05,981.7,25.45,0,0
01-09-2021 23:00,01-09-2021 23:30,4.05,981.7,25.4,0,0
01-09-2021 23:30,02-09-2021 00:00,4.1,981.65,25.35,0,0
02-09-2021 00:00,02-09-2021 00:30,4.1,981.7,25.35,0,0
02-09-2021 00:30,02-09-2021 01:00,4.1,981.4,25.1,0,0
02-09-2021 01:00,02-09-2021 01:30,4,981.2,25.1,0,0
02-09-2021 01:30,02-09-2021 02:00,4.1,981.3,25.25,0,0
02-09-2021 02:00,02-09-2021 02:30,4.1,981.15,25.2,0,0
02-09-2021 02:30,02-09-2021 03:00,4,980.95,25.15,0,0
02-09-2021 03:00,02-09-2021 03:30,4.05,980.85,25,0,0
02-09-2021 03:30,02-09-2021 04:00,4.05,980.75,24.9,0,0
02-09-2021 04:00,02-09-2021 04:30,4,980.85,24.95,0,0
02-09-2021 04:30,02-09-2021 05:00,4,980.9,25.1,0,0
02-09-2021 05:00,02-09-2021 05:30,4.1,981.15,25.15,0,0
02-09-2021 05:30,02-09-2021 06:00,4.25,981.4,25.3,2.25,4.5
02-09-2021 06:00,02-09-2021 06:30,6.65,981.45,25.05,1.5,3
02-09-2021 06:30,02-09-2021 07:00,5.6,982.05,25.1,2.25,4.5
02-09-2021 07:00,02-09-2021 07:30,5.25,982.2,24.7,8,16
02-09-2021 07:30,02-09-2021 08:00,6.95,982.05,24.6,1,2
02-09-2021 08:00,02-09-2021 08:30,15.8,982.3,24.5,0.25,0.5
02-09-2021 08:30,02-09-2021 09:00,31.6,982.5,24.35,0,0
02-09-2021 09:00,02-09-2021 09:30,64,982.65,24.75,0,0
02-09-2021 09:30,02-09-2021 10:00,119.5,982.65,25.4,0,0
02-09-2021 10:00,02-09-2021 10:30,154.8,982.75,25.65,0,0
02-09-2021 10:30,02-09-2021 11:00,136.8,982.55,27.1,0,0
02-09-2021 11:00,02-09-2021 11:30,182.1,982.45,29,0,0
02-09-2021 11:30,02-09-2021 12:00,165.05,982,30.45,0,0
02-09-2021 12:00,02-09-2021 12:30,491,981.65,31.5,0,0
02-09-2021 12:30,02-09-2021 13:00,372,981.15,32.8,0,0
02-09-2021 13:00,02-09-2021 13:30,513.45,980.7,33.25,0,0
02-09-2021 13:30,02-09-2021 14:00,482.15,980.2,33.55,0,0
02-09-2021 14:00,02-09-2021 14:30,304.95,979.6,33.25,0,0
02-09-2021 14:30,02-09-2021 15:00,103.3,979.15,31.7,0,0
02-09-2021 15:00,02-09-2021 15:30,143.1,978.9,30.65,0,0
02-09-2021 15:30,02-09-2021 16:00,334.75,978.5,32.85,0,0
02-09-2021 16:00,02-09-2021 16:30,222.7,978.05,34,0,0
02-09-2021 16:30,02-09-2021 17:00,167.2,978,33.15,0,0
02-09-2021 17:00,02-09-2021 17:30,58.5,977.9,31.9,0,0
02-09-2021 17:30,02-09-2021 18:00,30.4,977.65,31.2,0,0
02-09-2021 18:00,02-09-2021 18:30,12.3,977.75,30.5,0,0
02-09-2021 18:30,02-09-2021 19:00,4.95,978.2,29.85,0,0
02-09-2021 19:00,02-09-2021 19:30,4.1,978.65,29.5,0,0
02-09-2021 19:30,02-09-2021 20:00,4.1,979.1,29.25,0,0
02-09-2021 20:00,02-09-2021 20:30,4.1,979.55,28.75,0,0
02-09-2021 20:30,02-09-2021 21:00,4.1,979.75,28.4,0,0
02-09-2021 21:00,02-09-2021 21:30,4.1,980.15,28.15,0,0
02-09-2021 21:30,02-09-2021 22:00,4.1,980.6,28,0,0
02-09-2021 22:00,02-09-2021 22:30,4.1,980.6,27.7,0,0
02-09-2021 22:30,02-09-2021 23:00,4.05,980.5,27.3,0,0
02-09-2021 23:00,02-09-2021 23:30,4.05,980.4,27.1,0,0
02-09-2021 23:30,03-09-2021 00:00,4.1,980.35,27.15,0,0
03-09-2021 00:00,03-09-2021 00:30,4.1,980.35,27.15,0,0
03-09-2021 00:30,03-09-2021 01:00,4.05,980.05,27.3,0,0
03-09-2021 01:00,03-09-2021 01:30,4.1,979.75,27.2,0,0
03-09-2021 01:30,03-09-2021 02:00,4.05,979.45,27,0,0
03-09-2021 02:00,03-09-2021 02:30,4.05,979.3,26.85,0,0
03-09-2021 02:30,03-09-2021 03:00,4.1,979.1,26.75,0,0
03-09-2021 03:00,03-09-2021 03:30,4.1,979,26.85,0,0
03-09-2021 03:30,03-09-2021 04:00,4.05,978.8,26.75,0,0
03-09-2021 04:00,03-09-2021 04:30,4.1,978.9,26.6,0,0
03-09-2021 04:30,03-09-2021 05:00,4.1,979.1,26.25,0,0
03-09-2021 05:00,03-09-2021 05:30,4.1,979.45,26.25,0,0
03-09-2021 05:30,03-09-2021 06:00,4.15,979.4,26.4,0,0
03-09-2021 06:00,03-09-2021 06:30,5.9,979.4,26.55,0,0
03-09-2021 06:30,03-09-2021 07:00,6.15,979.45,26.65,0,0
03-09-2021 07:00,03-09-2021 07:30,18.35,979.35,26.75,0,0
03-09-2021 07:30,03-09-2021 08:00,33.3,979.6,27.05,0,0
03-09-2021 08:00,03-09-2021 08:30,56.25,979.85,27.95,0,0
03-09-2021 08:30,03-09-2021 09:00,73.35,980.1,28.85,0,0
03-09-2021 09:00,03-09-2021 09:30,99.7,980.35,29.8,0,0
03-09-2021 09:30,03-09-2021 10:00,101.3,980.3,30.85,0,0
03-09-2021 10:00,03-09-2021 10:30,123.1,980.5,31,0,0
03-09-2021 10:30,03-09-2021 11:00,133.35,980.4,31.25,0,0
03-09-2021 11:00,03-09-2021 11:30,114.9,980.05,31,0,0
03-09-2021 11:30,03-09-2021 12:00,147.05,979.6,31.4,0,0
03-09-2021 12:00,03-09-2021 12:30,163.85,979.35,32.25,0,0
03-09-2021 12:30,03-09-2021 13:00,208.4,978.95,32.8,0,0
03-09-2021 13:00,03-09-2021 13:30,482.75,978.65,32.75,0,0
03-09-2021 13:30,03-09-2021 14:00,768.2,978.3,33.95,0,0
03-09-2021 14:00,03-09-2021 14:30,623.7,977.9,34.35,0,0
03-09-2021 14:30,03-09-2021 15:00,358.55,977.25,33.45,0,0
03-09-2021 15:00,03-09-2021 15:30,517.45,976.95,33.85,0,0
03-09-2021 15:30,03-09-2021 16:00,483.8,976.7,34.5,0,0
03-09-2021 16:00,03-09-2021 16:30,270.6,976.35,33.95,0,0
03-09-2021 16:30,03-09-2021 17:00,139.65,976.55,33,0,0
03-09-2021 17:00,03-09-2021 17:30,46.05,976.45,31.9,0,0
03-09-2021 17:30,03-09-2021 18:00,29.15,976.7,31.2,0,0
03-09-2021 18:00,03-09-2021 18:30,18.4,977.1,30.8,0,0
03-09-2021 18:30,03-09-2021 19:00,4.8,977.5,30.45,0,0
03-09-2021 19:00,03-09-2021 19:30,4.1,977.95,30.1,0,0
03-09-2021 19:30,03-09-2021 20:00,4.1,978.55,29.95,0,0
03-09-2021 20:00,03-09-2021 20:30,4.05,979.25,29.05,0,0
03-09-2021 20:30,03-09-2021 21:00,4.1,979.9,28.7,0,0
03-09-2021 21:00,03-09-2021 21:30,4.1,980,28.45,0,0
03-09-2021 21:30,03-09-2021 22:00,4.05,979.85,28.05,0,0
03-09-2021 22:00,03-09-2021 22:30,4.1,979.9,27.5,0,0
03-09-2021 22:30,03-09-2021 23:00,4.1,979.9,27.35,0,0
03-09-2021 23:00,03-09-2021 23:30,4.1,979.95,27.25,0,0
03-09-2021 23:30,04-09-2021 00:00,4.1,979.55,26.9,0,0
04-09-2021 00:00,04-09-2021 00:30,4.1,979.4,26.8,0,0
04-09-2021 00:30,04-09-2021 01:00,4.05,979.25,26.85,0,0
04-09-2021 01:00,04-09-2021 01:30,4.1,979.05,26.85,0,0
04-09-2021 01:30,04-09-2021 02:00,4.1,978.8,26.95,0,0
04-09-2021 02:00,04-09-2021 02:30,4.05,978.65,27.1,0,0
04-09-2021 02:30,04-09-2021 03:00,4.1,978.45,26.95,0,0
04-09-2021 03:00,04-09-2021 03:30,4.1,978.35,26.9,0,0
04-09-2021 03:30,04-09-2021 04:00,4.1,978.3,26.7,0,0
04-09-2021 04:00,04-09-2021 04:30,4.1,978.2,26.7,0,0
04-09-2021 04:30,04-09-2021 05:00,4.1,978.25,26.8,0,0
04-09-2021 05:00,04-09-2021 05:30,4.1,978.6,26.8,0,0
04-09-2021 05:30,04-09-2021 06:00,4.2,978.75,26.75,0,0
04-09-2021 06:00,04-09-2021 06:30,5.5,979.05,26.7,0,0
04-09-2021 06:30,04-09-2021 07:00,6.65,979.6,26.65,0,0
04-09-2021 07:00,04-09-2021 07:30,5.45,979.8,26.55,0,0
04-09-2021 07:30,04-09-2021 08:00,10.25,980.15,26.55,0,0
04-09-2021 08:00,04-09-2021 08:30,42.75,980.45,26.95,0,0
04-09-2021 08:30,04-09-2021 09:00,52.3,980.6,27.35,0,0
04-09-2021 09:00,04-09-2021 09:30,146.3,980.85,28.65,0,0
04-09-2021 09:30,04-09-2021 10:00,140.05,981.05,29.9,0,0
04-09-2021 10:00,04-09-2021 10:30,110.25,981.25,29.55,0,0
04-09-2021 10:30,04-09-2021 11:00,150,981,29.95,0,0
04-09-2021 11:00,04-09-2021 11:30,118.65,980.6,30,0,0
04-09-2021 11:30,04-09-2021 12:00,139,980.55,30.15,0,0
04-09-2021 12:00,04-09-2021 12:30,140.1,980.55,30.5,0,0
04-09-2021 12:30,04-09-2021 13:00,145.35,980.05,30.85,0,0
04-09-2021 13:00,04-09-2021 13:30,192.7,979.55,31.05,0,0
04-09-2021 13:30,04-09-2021 14:00,193.85,979.05,32,0,0
04-09-2021 14:00,04-09-2021 14:30,100.5,978.7,30.05,0.25,0.5
04-09-2021 14:30,04-09-2021 15:00,134.8,978.45,28.45,0,0
04-09-2021 15:00,04-09-2021 15:30,151.1,978.15,29.1,0,0
04-09-2021 15:30,04-09-2021 16:00,84.7,977.85,29.3,0,0
04-09-2021 16:00,04-09-2021 16:30,43.45,977.4,28.8,0,0
04-09-2021 16:30,04-09-2021 17:00,27.25,977.35,28.7,0,0
04-09-2021 17:00,04-09-2021 17:30,19.95,977.15,28.6,0,0
04-09-2021 17:30,04-09-2021 18:00,12.95,977.1,28.45,0,0
04-09-2021 18:00,04-09-2021 18:30,8.35,977.15,28.2,0,0
04-09-2021 18:30,04-09-2021 19:00,5.05,977.25,28.2,0,0
04-09-2021 19:00,04-09-2021 19:30,4.1,977.4,28.05,0,0
04-09-2021 19:30,04-09-2021 20:00,4.05,977.65,27.8,0,0
04-09-2021 20:00,04-09-2021 20:30,4.1,977.75,27.5,0,0
04-09-2021 20:30,04-09-2021 21:00,4.1,977.9,27.55,0,0
04-09-2021 21:00,04-09-2021 21:30,4.1,978.05,27.25,0,0
04-09-2021 21:30,04-09-2021 22:00,4.1,978.3,27.2,0,0
04-09-2021 22:00,04-09-2021 22:30,4.1,978.45,27.05,0,0
04-09-2021 22:30,04-09-2021 23:00,4.1,978.45,26.95,0,0
04-09-2021 23:00,04-09-2021 23:30,4.1,978.6,26.85,0,0
04-09-2021 23:30,05-09-2021 00:00,4.15,978.65,26.85,0,0
05-09-2021 00:00,05-09-2021 00:30,4.1,978.45,26.7,0,0
05-09-2021 00:30,05-09-2021 01:00,4.1,978.5,26.65,0,0
05-09-2021 01:00,05-09-2021 01:30,4.1,978.45,26.6,0,0
05-09-2021 01:30,05-09-2021 02:00,4.1,978.5,26.55,0,0
05-09-2021 02:00,05-09-2021 02:30,4.1,978.55,26.45,0,0
05-09-2021 02:30,05-09-2021 03:00,4.1,978.45,26.25,0,0
05-09-2021 03:00,05-09-2021 03:30,4.1,978.3,26.35,0,0
05-09-2021 03:30,05-09-2021 04:00,4.1,978.3,26.4,0,0
05-09-2021 04:00,05-09-2021 04:30,4.1,978.3,26.5,0,0
05-09-2021 04:30,05-09-2021 05:00,4.1,978.45,26.45,0,0
05-09-2021 05:00,05-09-2021 05:30,4.1,978.8,26.4,0,0
05-09-2021 05:30,05-09-2021 06:00,4.3,979,26.5,0,0
05-09-2021 06:00,05-09-2021 06:30,10.8,979.25,26.55,0,0
05-09-2021 06:30,05-09-2021 07:00,26.3,979.55,26.8,0,0
05-09-2021 07:00,05-09-2021 07:30,33.6,979.65,27.35,0,0
05-09-2021 07:30,05-09-2021 08:00,41.9,980,27.95,0,0
05-09-2021 08:00,05-09-2021 08:30,55.85,980.4,28.75,0,0
05-09-2021 08:30,05-09-2021 09:00,73.65,980.6,29.35,0,0
05-09-2021 09:00,05-09-2021 09:30,104.35,980.8,30.05,0,0
05-09-2021 09:30,05-09-2021 10:00,92.45,980.95,30.45,0,0
05-09-2021 10:00,05-09-2021 10:30,75.45,980.95,30.3,0,0
05-09-2021 10:30,05-09-2021 11:00,144.15,980.9,31.5,0,0
05-09-2021 11:00,05-09-2021 11:30,169.9,980.75,32.65,0,0
05-09-2021 11:30,05-09-2021 12:00,148.8,980.65,32.15,0,0
05-09-2021 12:00,05-09-2021 12:30,104.65,980.45,30.45,0,0
05-09-2021 12:30,05-09-2021 13:00,226,980.15,31.35,0,0
05-09-2021 13:00,05-09-2021 13:30,362.6,979.75,32.8,0,0
05-09-2021 13:30,05-09-2021 14:00,426.15,979.25,34.05,0,0
05-09-2021 14:00,05-09-2021 14:30,239.95,978.65,34.2,0,0
05-09-2021 14:30,05-09-2021 15:00,63.5,978.3,31.2,0.75,1.5
05-09-2021 15:00,05-09-2021 15:30,183.45,978,29.45,1.5,3
05-09-2021 15:30,05-09-2021 16:00,246.1,977.65,31,0,0
05-09-2021 16:00,05-09-2021 16:30,169.35,977.45,31.2,0,0
05-09-2021 16:30,05-09-2021 17:00,42.55,977.15,31,0,0
05-09-2021 17:00,05-09-2021 17:30,36.9,976.9,30.55,0,0
05-09-2021 17:30,05-09-2021 18:00,27.5,976.95,30.6,0,0
05-09-2021 18:00,05-09-2021 18:30,17.6,977.15,30.2,0,0
05-09-2021 18:30,05-09-2021 19:00,5.65,977.3,29.65,0,0
05-09-2021 19:00,05-09-2021 19:30,4.1,977.25,29.2,0,0
05-09-2021 19:30,05-09-2021 20:00,4.15,977.25,28.8,0,0
05-09-2021 20:00,05-09-2021 20:30,4.15,977.55,28.5,0,0
05-09-2021 20:30,05-09-2021 21:00,4.1,977.9,28.4,0,0
05-09-2021 21:00,05-09-2021 21:30,4.15,978.05,28.2,0,0
05-09-2021 21:30,05-09-2021 22:00,4.1,978.55,28.1,0,0
05-09-2021 22:00,05-09-2021 22:30,4.1,978.95,28.25,0,0
05-09-2021 22:30,05-09-2021 23:00,4.1,979.4,28.2,0,0
05-09-2021 23:00,05-09-2021 23:30,4.1,979.65,28,0,0
05-09-2021 23:30,06-09-2021 00:00,4.1,979.8,27.7,0,0
06-09-2021 00:00,06-09-2021 00:30,4.1,979.75,27.95,0,0
06-09-2021 00:30,06-09-2021 01:00,4.15,979.65,27.8,0,0
06-09-2021 01:00,06-09-2021 01:30,4.15,979.6,27.8,0,0
06-09-2021 01:30,06-09-2021 02:00,4.1,979.6,27.75,0,0
06-09-2021 02:00,06-09-2021 02:30,4.1,979.5,27.65,0,0
06-09-2021 02:30,06-09-2021 03:00,4.1,979.45,27.55,0,0
06-09-2021 03:00,06-09-2021 03:30,4.1,979.4,27.55,0,0
06-09-2021 03:30,06-09-2021 04:00,4.15,979.3,27.6,0,0
06-09-2021 04:00,06-09-2021 04:30,4.1,979.55,27.6,0,0
06-09-2021 04:30,06-09-2021 05:00,4.1,979.7,27.45,0,0
06-09-2021 05:00,06-09-2021 05:30,4.1,979.8,27.35,0,0
06-09-2021 05:30,06-09-2021 06:00,4.25,980,27.3,0,0
06-09-2021 06:00,06-09-2021 06:30,7.4,980.2,27.35,0,0
06-09-2021 06:30,06-09-2021 07:00,15.4,980.6,27.7,0,0
06-09-2021 07:00,06-09-2021 07:30,27.3,980.95,28.4,0,0
06-09-2021 07:30,06-09-2021 08:00,40.7,981.4,29.25,0,0
06-09-2021 08:00,06-09-2021 08:30,58.6,981.9,30,0,0
06-09-2021 08:30,06-09-2021 09:00,82.65,982.25,30.75,0,0
06-09-2021 09:00,06-09-2021 09:30,171.2,982.35,31.75,0,0
06-09-2021 09:30,06-09-2021 10:00,161.45,982.5,32.75,0,0
06-09-2021 10:00,06-09-2021 10:30,152.45,982.35,33.15,0,0
06-09-2021 10:30,06-09-2021 11:00,173.25,982.25,33.35,0,0
06-09-2021 11:00,06-09-2021 11:30,152.2,982.15,33.35,0,0
06-09-2021 11:30,06-09-2021 12:00,232.55,982,33.55,0,0
06-09-2021 12:00,06-09-2021 12:30,180,981.8,34,0,0
06-09-2021 12:30,06-09-2021 13:00,199.5,981.35,35.25,0,0
06-09-2021 13:00,06-09-2021 13:30,399.7,980.85,35.75,0,0
06-09-2021 13:30,06-09-2021 14:00,564.5,980.2,36.05,0,0
06-09-2021 14:00,06-09-2021 14:30,432.7,979.6,36.25,0,0
06-09-2021 14:30,06-09-2021 15:00,127.75,979.1,34.2,0,0
06-09-2021 15:00,06-09-2021 15:30,158.35,978.85,34.3,0,0
06-09-2021 15:30,06-09-2021 16:00,147.05,978.5,34.25,0,0
06-09-2021 16:00,06-09-2021 16:30,132.2,978.3,34.6,0,0
06-09-2021 16:30,06-09-2021 17:00,76.85,978.1,33.9,0,0
06-09-2021 17:00,06-09-2021 17:30,58.45,977.8,33.6,0,0
06-09-2021 17:30,06-09-2021 18:00,38.35,977.95,33.2,0,0
06-09-2021 18:00,06-09-2021 18:30,15.8,978.05,32.7,0,0
06-09-2021 18:30,06-09-2021 19:00,4.9,978.15,32.4,0,0
06-09-2021 19:00,06-09-2021 19:30,4.1,978.45,31.6,0,0
06-09-2021 19:30,06-09-2021 20:00,4.1,978.85,31.5,0,0
06-09-2021 20:00,06-09-2021 20:30,4.1,979.45,31.2,0,0
06-09-2021 20:30,06-09-2021 21:00,4.1,979.85,31.1,0,0
06-09-2021 21:00,06-09-2021 21:30,4.1,980.1,30.75,0,0
06-09-2021 21:30,06-09-2021 22:00,4.1,980.45,31.1,0,0
06-09-2021 22:00,06-09-2021 22:30,4.15,980.5,31.1,0,0
06-09-2021 22:30,06-09-2021 23:00,4.1,980.7,30.8,0,0
06-09-2021 23:00,06-09-2021 23:30,4.1,981,30.25,0,0
06-09-2021 23:30,07-09-2021 00:00,4.1,981.15,29.9,0,0
07-09-2021 00:00,07-09-2021 00:30,4.05,981.2,29.5,0,0
07-09-2021 00:30,07-09-2021 01:00,4.1,981.05,29.2,0,0
07-09-2021 01:00,07-09-2021 01:30,4.05,980.85,29.3,0,0
07-09-2021 01:30,07-09-2021 02:00,4.1,980.7,29.2,0,0
07-09-2021 02:00,07-09-2021 02:30,4.1,980.8,29,0,0
07-09-2021 02:30,07-09-2021 03:00,4.05,980.9,29.05,0,0
07-09-2021 03:00,07-09-2021 03:30,4.1,980.9,29.05,0,0
07-09-2021 03:30,07-09-2021 04:00,4.1,980.8,28.9,0,0
07-09-2021 04:00,07-09-2021 04:30,4.05,980.95,28.85,0,0
07-09-2021 04:30,07-09-2021 05:00,4.1,981.15,28.6,0,0
07-09-2021 05:00,07-09-2021 05:30,4.1,981.3,28.35,0,0
07-09-2021 05:30,07-09-2021 06:00,4.2,981.6,28.3,0,0
07-09-2021 06:00,07-09-2021 06:30,7.45,982,28.25,0,0
07-09-2021 06:30,07-09-2021 07:00,18.85,982.45,28.3,0,0
07-09-2021 07:00,07-09-2021 07:30,32.9,982.9,28.5,0,0
07-09-2021 07:30,07-09-2021 08:00,41.75,983.15,28.75,0,0
07-09-2021 08:00,07-09-2021 08:30,59.7,983.35,29.1,0,0
07-09-2021 08:30,07-09-2021 09:00,85.5,983.75,29.6,0,0
07-09-2021 09:00,07-09-2021 09:30,89.6,984.1,30.15,0,0
07-09-2021 09:30,07-09-2021 10:00,96.05,983.95,30.45,0,0
07-09-2021 10:00,07-09-2021 10:30,115.5,983.7,30.6,0,0
07-09-2021 10:30,07-09-2021 11:00,115.15,983.65,30.85,0,0
07-09-2021 11:00,07-09-2021 11:30,137.85,983.55,31.25,0,0
07-09-2021 11:30,07-09-2021 12:00,157.1,983.35,31.65,0,0
07-09-2021 12:00,07-09-2021 12:30,161.85,983.1,31.9,0,0
07-09-2021 12:30,07-09-2021 13:00,161.05,982.5,32.05,0,0
07-09-2021 13:00,07-09-2021 13:30,197.9,982.05,32.45,0,0
07-09-2021 13:30,07-09-2021 14:00,207.55,981.6,32.5,0,0
07-09-2021 14:00,07-09-2021 14:30,245.8,980.95,33.2,0,0
07-09-2021 14:30,07-09-2021 15:00,157.45,980.55,33.2,0,0
07-09-2021 15:00,07-09-2021 15:30,108.55,980.1,32.75,0,0
07-09-2021 15:30,07-09-2021 16:00,103.9,979.6,32.6,0,0
07-09-2021 16:00,07-09-2021 16:30,84.7,979.6,32.45,0,0
07-09-2021 16:30,07-09-2021 17:00,52.9,979.45,32.2,0,0
07-09-2021 17:00,07-09-2021 17:30,22.6,979.2,30.85,0,0
07-09-2021 17:30,07-09-2021 18:00,17.95,979.2,29,0,0
07-09-2021 18:00,07-09-2021 18:30,9.95,979.2,28.5,0.75,1.5
07-09-2021 18:30,07-09-2021 19:00,4.75,979.45,26.85,0,0
07-09-2021 19:00,07-09-2021 19:30,4.1,979.85,26.75,0,0
07-09-2021 19:30,07-09-2021 20:00,4.1,980.3,26.75,0,0
07-09-2021 20:00,07-09-2021 20:30,4.15,980.8,26.75,0,0
07-09-2021 20:30,07-09-2021 21:00,4.1,981.25,26.75,0,0
07-09-2021 21:00,07-09-2021 21:30,4.2,981.55,27.1,0.25,0.5
07-09-2021 21:30,07-09-2021 22:00,4.2,981.65,27.4,0,0
07-09-2021 22:00,07-09-2021 22:30,4.2,981.95,27.7,0,0
07-09-2021 22:30,07-09-2021 23:00,4.2,981.95,27.9,0,0
07-09-2021 23:00,07-09-2021 23:30,4.1,981.75,27.9,0,0
07-09-2021 23:30,08-09-2021 00:00,4.15,981.7,28.05,0,0
08-09-2021 00:00,08-09-2021 00:30,4.2,981.65,28.1,0,0
08-09-2021 00:30,08-09-2021 01:00,4.1,981.5,28,0,0
08-09-2021 01:00,08-09-2021 01:30,4.1,981.3,28,0,0
08-09-2021 01:30,08-09-2021 02:00,4.15,981.15,27.9,0,0
08-09-2021 02:00,08-09-2021 02:30,4.15,981,27.85,0,0
08-09-2021 02:30,08-09-2021 03:00,4.15,981,27.7,0,0
08-09-2021 03:00,08-09-2021 03:30,4.1,981,27.6,0,0
08-09-2021 03:30,08-09-2021 04:00,4.1,980.95,27.55,0,0
08-09-2021 04:00,08-09-2021 04:30,4.1,980.75,27.6,0,0
08-09-2021 04:30,08-09-2021 05:00,4.1,980.75,27.45,0,0
08-09-2021 05:00,08-09-2021 05:30,4.1,980.95,27.35,0,0
08-09-2021 05:30,08-09-2021 06:00,4.2,981.1,27.15,0,0
08-09-2021 06:00,08-09-2021 06:30,7.75,981.2,27,0,0
08-09-2021 06:30,08-09-2021 07:00,18.55,981.55,27.2,0,0
08-09-2021 07:00,08-09-2021 07:30,28.5,981.85,27.4,0,0
08-09-2021 07:30,08-09-2021 08:00,46.4,982.05,27.65,0,0
08-09-2021 08:00,08-09-2021 08:30,51.15,982.1,28.35,0,0
08-09-2021 08:30,08-09-2021 09:00,68,982.2,28.75,0,0
08-09-2021 09:00,08-09-2021 09:30,78.8,982.5,28.85,0,0
08-09-2021 09:30,08-09-2021 10:00,84.5,982.75,28.95,0,0
08-09-2021 10:00,08-09-2021 10:30,97.9,982.75,29.35,0,0
08-09-2021 10:30,08-09-2021 11:00,98.3,982.65,29.75,0,0
08-09-2021 11:00,08-09-2021 11:30,118.9,982.4,30.25,0,0
08-09-2021 11:30,08-09-2021 12:00,128.45,982.1,30.55,0,0
08-09-2021 12:00,08-09-2021 12:30,152.7,981.7,31.1,0,0
08-09-2021 12:30,08-09-2021 13:00,125.7,981.25,31.1,0,0
08-09-2021 13:00,08-09-2021 13:30,308.25,980.8,31.3,0,0
08-09-2021 13:30,08-09-2021 14:00,324.6,980.35,32.05,0,0
08-09-2021 14:00,08-09-2021 14:30,537.95,979.8,32.7,0,0
08-09-2021 14:30,08-09-2021 15:00,187.7,979.3,32.7,0,0
08-09-2021 15:00,08-09-2021 15:30,225.15,979,31.85,0,0
08-09-2021 15:30,08-09-2021 16:00,225,978.55,33.15,0,0
