From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,timestamp
2021-09-01T00:00:00+05:30,2021-09-01T00:15:00+05:30,23.0,46.0,5.8,26.6,32.4,10.8,2.7,0.9,1.4,0.3,3.5,78.6,1.1,97.5,3.4,986.0,26.2,0.0,1630435500
2021-09-01T00:15:00+05:30,2021-09-01T00:30:00+05:30,23.0,46.0,5.2,25.3,30.4,10.6,2.8,0.9,1.3,0.3,3.1,78.7,1.2,116.9,3.4,985.7,26.1,0.0,1630436400
2021-09-01T00:30:00+05:30,2021-09-01T00:45:00+05:30,23.0,46.0,5.9,23.7,29.5,10.7,2.8,0.8,0.7,0.2,2.9,78.7,1.6,135.2,3.4,985.6,26.0,0.0,1630437300
2021-09-01T00:45:00+05:30,2021-09-01T01:00:00+05:30,23.0,46.0,4.5,23.2,27.7,11.6,2.7,0.8,0.9,0.2,2.7,78.7,2.0,148.1,3.3,985.5,26.0,0.0,1630438200
2021-09-01T02:45:00+05:30,2021-09-01T03:00:00+05:30,23.0,41.0,9.7,27.4,37.1,9.6,2.3,0.7,0.8,0.2,2.6,78.8,0.9,63.0,3.5,984.7,25.9,0.0,1630445400
2021-09-01T03:00:00+05:30,2021-09-01T03:15:00+05:30,18.0,39.0,6.0,25.1,31.2,10.1,2.3,0.7,0.7,0.2,2.4,78.7,1.0,58.6,3.5,984.9,25.9,0.0,1630446300
2021-09-01T03:15:00+05:30,2021-09-01T03:30:00+05:30,18.0,39.0,5.0,22.5,27.5,10.0,2.3,0.7,0.8,0.2,2.2,78.7,1.0,63.5,3.5,984.9,26.0,0.0,1630447200
2021-09-01T03:30:00+05:30,2021-09-01T03:45:00+05:30,18.0,39.0,4.4,20.7,25.1,10.8,2.0,0.7,1.1,0.2,2.1,78.8,1.2,80.2,3.5,984.9,26.1,0.0,1630448100
2021-09-01T03:45:00+05:30,2021-09-01T04:00:00+05:30,18.0,39.0,3.7,18.9,22.7,10.6,2.2,0.7,0.9,0.2,2.0,78.8,1.4,71.3,3.5,984.9,26.0,0.0,1630449000
2021-09-01T04:15:00+05:30,2021-09-01T04:30:00+05:30,16.0,33.0,3.5,22.4,25.8,10.2,2.4,0.7,1.4,0.1,1.9,79.2,1.4,72.1,3.6,984.7,26.1,0.0,1630450800
2021-09-01T04:30:00+05:30,2021-09-01T04:45:00+05:30,16.0,33.0,9.8,24.2,34.0,10.3,2.4,0.7,1.5,0.2,2.0,79.1,1.5,82.9,3.5,984.5,26.1,0.0,1630451700
2021-09-01T04:45:00+05:30,2021-09-01T05:00:00+05:30,16.0,33.0,13.2,25.3,38.5,10.7,2.6,0.7,2.0,0.2,2.4,78.8,1.6,83.4,3.5,984.4,26.0,0.0,1630452600
2021-09-01T05:00:00+05:30,2021-09-01T05:15:00+05:30,20.0,44.0,11.5,26.0,37.5,10.4,2.8,0.7,1.6,0.4,3.6,78.8,1.5,87.2,3.5,984.3,26.0,0.0,1630453500
2021-09-01T05:45:00+05:30,2021-09-01T06:00:00+05:30,20.0,44.0,5.4,23.5,28.8,9.3,2.3,0.7,1.2,0.4,4.8,78.5,1.5,74.4,3.8,984.5,26.1,0.0,1630456200
2021-09-01T06:00:00+05:30,2021-09-01T06:15:00+05:30,23.0,47.0,5.2,22.8,28.0,9.1,2.2,0.7,1.1,0.3,3.8,78.5,1.3,97.3,3.9,984.9,26.2,0.0,1630457100
2021-09-01T06:15:00+05:30,2021-09-01T06:30:00+05:30,23.0,47.0,5.4,22.4,27.9,9.7,2.3,0.7,1.2,0.3,3.0,78.9,3.1,163.1,3.5,985.2,25.8,3.5,1630458000
2021-09-01T06:30:00+05:30,2021-09-01T06:45:00+05:30,23.0,47.0,4.8,13.7,18.4,9.6,2.0,0.5,1.9,0.2,2.5,79.8,2.6,154.1,3.5,985.3,25.1,4.5,1630458900
2021-09-01T06:45:00+05:30,2021-09-01T07:00:00+05:30,23.0,47.0,3.2,9.5,12.7,9.3,1.8,0.5,3.4,0.3,2.2,81.1,2.7,146.0,3.6,985.7,24.8,7.5,1630459800
2021-09-01T07:00:00+05:30,2021-09-01T07:15:00+05:30,11.0,23.0,3.1,8.7,11.8,10.2,2.0,0.5,4.6,0.1,0.9,83.0,1.8,94.9,3.8,985.6,24.5,2.5,1630460700
2021-09-01T07:15:00+05:30,2021-09-01T07:30:00+05:30,11.0,23.0,2.6,8.1,10.6,11.1,2.1,0.5,5.4,0.1,0.4,80.9,0.8,359.4,3.6,985.8,24.0,1.5,1630461600
2021-09-01T07:30:00+05:30,2021-09-01T07:45:00+05:30,11.0,23.0,2.3,6.7,9.0,10.4,1.9,0.5,6.2,0.1,0.3,82.9,2.1,0.5,3.7,986.0,24.3,1.0,1630462500
2021-09-01T10:00:00+05:30,2021-09-01T10:15:00+05:30,5.0,9.0,2.5,10.2,12.7,7.5,1.8,0.5,6.6,0.0,0.4,83.7,2.8,101.3,32.4,986.6,24.3,0.5,1630471500
2021-09-01T10:15:00+05:30,2021-09-01T10:30:00+05:30,5.0,9.0,3.1,11.1,14.3,6.5,2.1,0.6,6.5,0.1,0.4,83.7,2.5,91.2,40.8,986.5,24.2,0.5,1630472400
2021-09-01T10:30:00+05:30,2021-09-01T10:45:00+05:30,5.0,9.0,3.7,10.6,14.3,6.1,1.9,0.6,6.9,0.1,0.6,83.0,2.6,124.4,30.5,986.6,23.9,2.5,1630473300
2021-09-01T10:45:00+05:30,2021-09-01T11:00:00+05:30,5.0,9.0,3.2,11.0,14.3,7.5,1.9,0.6,7.4,0.1,0.7,83.4,2.5,115.7,11.1,986.8,23.7,3.5,1630474200
2021-09-01T11:00:00+05:30,2021-09-01T11:15:00+05:30,1.0,6.0,2.2,8.9,11.1,7.7,1.9,0.6,7.7,0.1,0.5,83.8,2.0,99.6,11.4,986.8,23.6,1.5,1630475100
2021-09-01T11:15:00+05:30,2021-09-01T11:30:00+05:30,1.0,6.0,2.7,9.0,11.7,7.2,2.0,0.6,7.9,0.0,0.3,83.7,2.7,76.5,14.3,986.6,23.4,1.5,1630476000
2021-09-01T11:30:00+05:30,2021-09-01T11:45:00+05:30,1.0,6.0,3.4,9.7,13.1,6.6,2.1,0.6,7.8,0.1,0.6,83.8,2.5,57.4,15.3,986.3,23.4,0.5,1630476900
2021-09-01T11:45:00+05:30,2021-09-01T12:00:00+05:30,1.0,6.0,3.6,10.3,14.0,6.4,1.9,0.6,7.9,0.1,0.7,83.2,2.4,51.1,14.9,986.2,23.4,0.0,1630477800
2021-09-01T16:00:00+05:30,2021-09-01T16:15:00+05:30,9.0,14.0,4.0,17.6,21.7,8.0,2.2,0.7,5.7,0.1,10.4,79.4,1.3,54.8,70.0,983.2,25.4,0.0,1630493100
2021-09-01T16:15:00+05:30,2021-09-01T16:30:00+05:30,9.0,14.0,3.9,17.9,21.8,8.5,2.2,0.8,6.1,0.1,10.9,79.2,1.0,79.0,69.2,983.0,25.5,0.0,1630494000
2021-09-01T16:30:00+05:30,2021-09-01T16:45:00+05:30,9.0,14.0,3.0,20.1,23.1,8.4,2.4,0.8,6.9,0.2,12.1,78.8,1.1,106.1,79.9,982.8,25.8,0.0,1630494900
2021-09-01T17:30:00+05:30,2021-09-01T17:45:00+05:30,16.0,34.0,4.4,23.9,28.3,8.6,2.4,1.0,5.9,0.4,7.0,77.3,1.2,90.5,60.6,981.9,26.4,0.0,1630498500
2021-09-01T17:45:00+05:30,2021-09-01T18:00:00+05:30,17.0,34.0,3.9,25.0,28.9,9.0,2.2,1.1,6.2,0.5,5.6,77.4,1.2,85.8,47.3,982.0,26.4,0.0,1630499400
2021-09-01T18:00:00+05:30,2021-09-01T18:15:00+05:30,17.0,27.0,3.6,24.7,28.2,8.6,2.1,1.1,5.8,0.5,4.7,77.4,1.1,99.8,24.6,982.2,26.3,0.0,1630500300
2021-09-01T18:15:00+05:30,2021-09-01T18:30:00+05:30,17.0,27.0,3.2,26.2,29.4,8.9,2.3,1.1,5.1,0.5,4.6,78.1,1.0,109.3,12.2,982.4,26.0,0.0,1630501200
2021-09-01T18:30:00+05:30,2021-09-01T18:45:00+05:30,17.0,27.0,2.1,27.0,29.1,9.1,2.3,1.2,4.4,0.5,4.8,78.8,1.2,90.1,6.6,982.3,25.8,0.0,1630502100
2021-09-01T18:45:00+05:30,2021-09-01T19:00:00+05:30,17.0,27.0,2.3,30.9,33.2,9.7,2.4,1.2,4.2,0.4,5.5,78.8,1.2,73.2,3.9,982.3,25.8,0.0,1630503000
2021-09-01T19:00:00+05:30,2021-09-01T19:15:00+05:30,23.0,36.0,1.4,32.9,34.3,9.1,2.6,1.2,3.6,0.5,6.2,79.0,1.2,71.9,3.6,982.4,25.7,0.0,1630503900
2021-09-01T19:15:00+05:30,2021-09-01T19:30:00+05:30,23.0,36.0,2.1,32.0,34.1,9.1,2.8,1.3,3.0,0.5,7.4,79.0,0.8,83.2,3.5,982.5,25.6,0.0,1630504800
2021-09-01T20:00:00+05:30,2021-09-01T20:15:00+05:30,29.0,46.0,4.5,34.5,39.0,10.0,2.6,1.5,3.0,0.8,6.9,79.9,0.6,54.7,3.5,982.6,25.6,0.0,1630507500
2021-09-01T20:15:00+05:30,2021-09-01T20:30:00+05:30,29.0,46.0,8.4,32.7,41.2,9.7,2.7,1.5,2.0,0.7,6.9,79.9,0.8,58.2,3.6,982.8,25.6,0.0,1630508400
2021-09-01T20:30:00+05:30,2021-09-01T20:45:00+05:30,29.0,46.0,9.8,33.5,43.3,9.9,2.8,1.5,1.6,0.8,7.6,80.1,0.8,44.9,3.6,982.9,25.7,0.0,1630509300
2021-09-01T20:45:00+05:30,2021-09-01T21:00:00+05:30,33.0,46.0,11.8,32.4,44.2,9.2,2.5,1.5,1.6,1.5,9.0,80.0,0.5,122.9,3.5,983.1,25.6,0.0,1630510200
2021-09-01T21:00:00+05:30,2021-09-01T21:15:00+05:30,33.0,47.0,13.2,30.2,43.4,9.7,2.5,1.5,1.8,1.5,9.4,80.3,0.5,34.1,3.6,983.1,25.6,0.0,1630511100
2021-09-01T21:15:00+05:30,2021-09-01T21:30:00+05:30,33.0,47.0,15.7,26.9,42.5,9.5,2.6,1.5,1.4,1.4,9.1,81.4,0.9,18.7,3.4,983.0,25.7,0.0,1630512000
2021-09-01T21:30:00+05:30,2021-09-01T21:45:00+05:30,33.0,47.0,13.9,28.2,42.2,9.5,2.7,1.5,1.6,1.4,8.9,81.6,1.2,349.7,3.0,983.1,25.6,0.0,1630512900
2021-09-01T21:45:00+05:30,2021-09-01T22:00:00+05:30,31.0,47.0,13.7,28.8,42.4,9.2,2.5,1.4,1.4,1.3,8.6,82.6,0.8,322.6,3.1,983.2,25.6,0.0,1630513800
2021-09-01T22:00:00+05:30,2021-09-01T22:15:00+05:30,31.0,48.0,14.4,27.3,41.7,9.2,2.5,1.2,1.4,0.8,9.5,83.3,0.9,351.1,3.0,983.2,25.6,0.0,1630514700
2021-09-01T22:15:00+05:30,2021-09-01T22:30:00+05:30,31.0,48.0,9.9,24.5,34.4,9.0,2.4,1.1,1.2,0.7,9.2,83.3,0.9,342.3,3.0,983.3,25.5,0.0,1630515600
2021-09-01T22:30:00+05:30,2021-09-01T22:45:00+05:30,31.0,48.0,8.6,22.1,30.7,9.0,2.1,1.0,1.3,0.5,7.3,83.1,0.4,332.1,3.0,983.3,25.5,0.0,1630516500
2021-09-01T22:45:00+05:30,2021-09-01T23:00:00+05:30,20.0,48.0,8.8,21.8,30.5,9.3,2.0,1.0,1.0,0.4,6.0,83.2,0.4,138.7,3.3,983.2,25.4,0.0,1630517400
2021-09-01T23:00:00+05:30,2021-09-01T23:15:00+05:30,20.0,33.0,8.7,19.2,27.9,8.9,1.8,1.0,0.8,0.3,4.3,83.5,0.4,198.1,3.2,983.1,25.3,0.0,1630518300
2021-09-01T23:15:00+05:30,2021-09-01T23:30:00+05:30,20.0,33.0,6.2,18.7,24.9,8.5,1.9,1.0,0.9,0.3,3.6,83.9,0.4,192.7,3.3,983.0,25.2,0.0,1630519200
2021-09-01T23:30:00+05:30,2021-09-01T23:45:00+05:30,20.0,33.0,6.9,16.9,23.8,9.0,1.9,1.0,1.1,0.3,3.9,83.8,0.4,356.7,3.2,982.9,25.2,0.0,1630520100
2021-09-01T23:45:00+05:30,2021-09-02T00:00:00+05:30,19.0,33.0,10.9,15.8,26.7,8.7,1.9,1.0,1.3,0.3,3.9,83.9,0.3,66.5,3.4,982.9,25.2,0.0,1630521000
2021-09-02T00:00:00+05:30,2021-09-02T00:15:00+05:30,19.0,27.0,15.3,15.9,31.2,7.9,1.9,1.0,1.2,0.3,3.7,83.8,0.7,156.0,3.3,982.9,25.0,0.0,1630521900
2021-09-02T00:15:00+05:30,2021-09-02T00:30:00+05:30,19.0,27.0,21.8,14.3,36.1,8.0,2.1,1.0,1.2,0.3,3.7,83.8,0.9,126.7,3.4,983.0,24.9,0.0,1630522800
2021-09-02T00:30:00+05:30,2021-09-02T00:45:00+05:30,19.0,27.0,28.0,15.1,43.1,8.1,2.1,1.0,0.9,0.3,3.7,83.7,0.7,79.3,3.5,982.9,25.1,0.0,1630523700
2021-09-02T00:45:00+05:30,2021-09-02T01:00:00+05:30,19.0,27.0,27.4,16.9,44.3,9.7,1.9,1.1,0.9,0.3,3.9,83.7,1.0,47.9,3.6,982.8,25.2,0.0,1630524600
2021-09-02T03:00:00+05:30,2021-09-02T03:15:00+05:30,28.0,40.0,36.1,18.7,54.8,8.9,2.9,1.4,1.4,0.6,6.8,83.9,0.7,34.4,3.5,982.4,25.4,0.0,1630532700
2021-09-02T03:15:00+05:30,2021-09-02T03:30:00+05:30,28.0,40.0,40.2,17.5,57.7,7.3,3.0,1.3,1.5,0.6,6.7,83.9,0.8,39.6,3.6,982.4,25.4,0.0,1630533600
2021-09-02T03:30:00+05:30,2021-09-02T03:45:00+05:30,28.0,40.0,43.9,17.7,61.6,7.3,2.9,1.3,1.5,0.6,6.4,83.9,0.3,13.8,3.3,982.3,25.3,0.0,1630534500
2021-09-02T03:45:00+05:30,2021-09-02T04:00:00+05:30,28.0,40.0,43.1,17.9,61.0,7.4,2.7,1.3,1.3,0.6,6.3,83.9,0.5,19.0,3.4,982.3,25.2,0.0,1630535400
2021-09-02T04:00:00+05:30,2021-09-02T04:15:00+05:30,36.0,47.0,43.7,14.5,58.2,7.3,2.9,1.3,1.4,0.7,6.0,84.0,0.8,61.5,3.6,982.3,25.2,0.0,1630536300
2021-09-02T04:15:00+05:30,2021-09-02T04:30:00+05:30,36.0,47.0,42.3,13.9,56.1,7.8,3.1,1.2,1.2,0.7,5.8,83.9,0.3,91.1,3.3,982.2,25.0,0.0,1630537200
2021-09-02T04:30:00+05:30,2021-09-02T04:45:00+05:30,36.0,47.0,38.4,15.9,54.3,6.8,3.0,1.2,1.1,0.7,5.6,83.9,0.4,98.0,3.4,982.3,25.0,0.0,1630538100
2021-09-02T04:45:00+05:30,2021-09-02T05:00:00+05:30,36.0,47.0,39.3,16.0,55.3,6.9,2.8,1.2,1.8,0.8,5.6,83.9,0.4,79.5,3.5,982.5,25.0,0.0,1630539000
2021-09-02T05:00:00+05:30,2021-09-02T05:15:00+05:30,30.0,42.0,41.8,14.7,56.5,7.1,2.9,1.2,1.9,0.8,5.6,83.9,0.5,24.0,3.4,982.4,25.1,0.0,1630539900
2021-09-02T05:15:00+05:30,2021-09-02T05:30:00+05:30,30.0,42.0,44.3,11.7,56.1,6.9,3.1,1.2,2.0,0.9,5.6,84.0,0.3,340.5,3.0,982.6,25.1,0.0,1630540800
2021-09-02T05:30:00+05:30,2021-09-02T05:45:00+05:30,30.0,42.0,40.5,11.6,52.1,7.1,3.0,1.1,1.7,0.9,5.7,84.0,0.4,339.0,3.1,982.7,25.1,0.0,1630541700
2021-09-02T05:45:00+05:30,2021-09-02T06:00:00+05:30,30.0,42.0,34.8,12.9,47.7,8.4,2.9,1.1,2.0,0.9,5.6,84.0,0.8,12.9,3.6,982.8,25.3,0.0,1630542600
2021-09-02T06:00:00+05:30,2021-09-02T06:15:00+05:30,39.0,46.0,31.3,12.6,43.9,8.6,2.9,1.0,1.8,0.8,5.2,84.0,0.5,144.2,4.4,983.0,25.4,0.0,1630543500
2021-09-02T06:15:00+05:30,2021-09-02T06:30:00+05:30,39.0,46.0,31.9,12.3,44.1,8.2,3.1,1.1,1.9,0.7,4.7,84.0,0.9,158.4,5.8,983.2,25.3,0.0,1630544400
2021-09-02T06:30:00+05:30,2021-09-02T06:45:00+05:30,39.0,46.0,43.2,11.7,55.0,7.9,3.3,1.2,1.8,0.6,4.1,84.0,0.8,150.5,7.0,983.1,25.3,0.0,1630545300
2021-09-02T06:45:00+05:30,2021-09-02T07:00:00+05:30,39.0,46.0,59.4,13.7,73.1,8.1,3.3,1.3,1.8,0.7,4.2,84.0,0.7,182.7,7.2,983.2,25.4,0.5,1630546200
2021-09-02T07:00:00+05:30,2021-09-02T07:15:00+05:30,42.0,61.0,60.1,12.9,73.0,8.6,3.3,1.2,1.5,0.8,4.5,84.0,0.7,143.1,7.8,983.5,25.5,0.0,1630547100
2021-09-02T07:15:00+05:30,2021-09-02T07:30:00+05:30,42.0,61.0,55.6,16.8,72.4,9.5,3.3,1.1,1.6,0.7,5.2,83.9,0.4,105.7,9.3,983.3,25.5,0.0,1630548000
2021-09-02T07:30:00+05:30,2021-09-02T07:45:00+05:30,42.0,61.0,46.8,19.1,65.9,8.7,3.1,1.0,1.9,0.6,5.5,83.8,0.8,117.2,9.1,983.3,25.4,0.0,1630548900
2021-09-02T08:00:00+05:30,2021-09-02T08:15:00+05:30,29.0,45.0,21.3,22.2,43.6,7.9,2.3,0.7,1.0,0.4,4.9,83.8,1.0,107.8,11.1,983.5,25.0,0.5,1630550700
2021-09-02T08:15:00+05:30,2021-09-02T08:30:00+05:30,29.0,45.0,12.5,22.1,34.6,7.0,1.5,0.7,1.3,0.2,3.4,83.8,1.3,73.7,23.4,983.7,25.0,0.0,1630551600
2021-09-02T08:30:00+05:30,2021-09-02T08:45:00+05:30,29.0,45.0,8.7,22.5,31.2,6.8,1.3,0.7,2.3,0.2,2.5,83.8,1.4,80.4,62.9,983.9,25.1,0.0,1630552500
2021-09-02T09:00:00+05:30,2021-09-02T09:15:00+05:30,16.0,17.0,6.0,20.2,26.3,6.7,1.1,0.7,4.5,0.1,1.6,81.4,1.2,92.1,41.3,983.9,25.1,0.0,1630554300
2021-09-02T09:15:00+05:30,2021-09-02T09:30:00+05:30,16.0,17.0,4.8,17.9,22.7,6.9,0.9,0.6,4.8,0.1,1.3,78.9,1.0,98.3,33.5,983.9,25.3,0.0,1630555200
2021-09-02T09:30:00+05:30,2021-09-02T09:45:00+05:30,16.0,17.0,4.2,18.9,23.1,6.7,0.7,0.7,4.9,0.1,1.1,77.7,1.0,89.6,74.9,984.0,25.7,0.0,1630556100
2021-09-02T09:45:00+05:30,2021-09-02T10:00:00+05:30,16.0,17.0,4.6,20.4,25.0,6.7,0.6,0.7,5.9,0.1,1.0,74.6,1.6,93.4,82.8,984.1,26.1,0.0,1630557000
2021-09-02T10:00:00+05:30,2021-09-02T10:15:00+05:30,5.0,8.0,4.3,20.0,24.3,6.5,0.9,0.8,7.2,0.1,1.0,70.8,1.2,106.2,88.2,984.1,27.6,0.0,1630557900
2021-09-02T10:15:00+05:30,2021-09-02T10:30:00+05:30,5.0,8.0,4.5,19.8,24.3,6.5,1.0,0.8,8.6,0.2,1.1,65.1,1.8,91.8,94.1,984.1,29.0,0.0,1630558800
2021-09-02T10:45:00+05:30,2021-09-02T11:00:00+05:30,5.0,8.0,2.6,22.2,24.8,7.0,0.7,0.9,9.8,0.2,1.1,62.7,1.5,107.9,88.1,983.7,29.8,0.0,1630560600
2021-09-02T11:00:00+05:30,2021-09-02T11:15:00+05:30,8.0,11.0,4.0,24.3,28.3,6.9,0.9,1.0,12.3,0.2,1.2,62.7,1.7,101.2,102.8,983.8,30.5,0.0,1630561500
2021-09-02T11:15:00+05:30,2021-09-02T11:30:00+05:30,8.0,11.0,4.7,23.4,28.2,7.2,1.0,0.9,15.0,0.2,1.3,60.3,1.6,104.1,130.9,983.8,29.5,0.0,1630562400
2021-09-02T14:00:00+05:30,2021-09-02T14:15:00+05:30,20.0,38.0,2.0,16.3,18.3,15.9,1.4,0.9,46.6,0.2,1.1,53.4,0.9,103.5,220.2,981.1,33.4,0.0,1630572300
2021-09-02T14:15:00+05:30,2021-09-02T14:30:00+05:30,20.0,38.0,1.7,14.2,15.9,15.0,1.5,0.9,55.1,0.1,0.9,53.2,1.1,78.1,400.4,980.8,33.8,0.0,1630573200
2021-09-02T14:30:00+05:30,2021-09-02T14:45:00+05:30,20.0,38.0,1.1,14.8,15.8,16.4,1.5,1.0,60.6,0.1,0.8,53.9,1.2,71.2,454.6,980.6,33.9,0.0,1630574100
2021-09-02T14:45:00+05:30,2021-09-02T15:00:00+05:30,20.0,38.0,2.0,15.7,17.7,15.1,1.3,1.2,68.8,0.1,1.0,53.8,1.2,62.3,210.0,980.5,33.4,0.0,1630575000
2021-09-02T15:00:00+05:30,2021-09-02T15:15:00+05:30,24.0,46.0,1.6,16.7,18.3,14.8,1.2,1.1,63.2,0.3,1.7,55.4,0.8,117.8,136.8,980.2,33.1,0.0,1630575900
2021-09-02T15:15:00+05:30,2021-09-02T15:30:00+05:30,24.0,46.0,1.7,17.3,19.0,15.0,1.0,1.1,66.8,0.5,2.9,54.1,1.6,90.8,142.2,980.0,33.1,0.0,1630576800
2021-09-02T15:30:00+05:30,2021-09-02T15:45:00+05:30,24.0,46.0,1.3,17.7,19.0,15.9,1.0,1.0,69.4,0.4,2.8,54.5,1.0,81.9,109.7,979.7,33.0,0.0,1630577700
2021-09-02T16:00:00+05:30,2021-09-02T16:15:00+05:30,30.0,61.0,1.4,18.7,20.1,15.8,1.1,1.0,71.1,0.4,2.3,56.0,0.7,93.0,82.2,979.2,32.8,0.0,1630579500
2021-09-02T16:30:00+05:30,2021-09-02T16:45:00+05:30,30.0,61.0,0.6,18.0,18.6,16.6,1.1,0.9,55.6,0.3,2.1,57.5,1.3,110.0,38.4,979.3,31.5,0.0,1630581300
2021-09-02T17:00:00+05:30,2021-09-02T17:15:00+05:30,34.0,53.0,0.9,17.9,18.8,14.9,1.1,0.9,42.8,0.3,2.7,63.1,1.8,142.2,35.1,979.2,30.6,0.0,1630583100
2021-09-02T17:15:00+05:30,2021-09-02T17:30:00+05:30,34.0,53.0,1.6,17.4,19.0,15.9,0.9,0.8,38.2,0.3,2.3,63.0,1.5,131.6,23.0,979.1,30.6,0.0,1630584000
2021-09-02T17:30:00+05:30,2021-09-02T17:45:00+05:30,34.0,53.0,2.2,17.0,19.2,16.9,0.8,0.8,38.8,0.2,1.7,63.2,1.1,120.4,13.7,979.1,30.3,0.0,1630584900
2021-09-02T18:15:00+05:30,2021-09-02T18:30:00+05:30,28.0,40.0,1.0,19.2,20.2,14.2,1.0,0.9,35.4,0.1,1.3,66.4,1.3,140.2,9.6,979.1,29.5,0.0,1630587600
2021-09-02T18:30:00+05:30,2021-09-02T18:45:00+05:30,28.0,40.0,2.0,21.4,23.4,13.3,0.9,0.9,27.0,0.2,1.5,69.7,1.1,166.8,5.3,979.4,29.2,0.0,1630588500
2021-09-02T18:45:00+05:30,2021-09-02T19:00:00+05:30,28.0,40.0,1.9,23.0,25.0,13.9,1.0,0.9,26.9,0.2,1.4,70.8,0.9,132.4,3.6,979.7,28.9,0.0,1630589400
2021-09-02T19:00:00+05:30,2021-09-02T19:15:00+05:30,28.0,45.0,2.4,23.4,25.7,14.5,1.1,1.0,25.1,0.2,1.5,71.7,1.0,153.1,3.4,979.9,28.7,0.0,1630590300
2021-09-02T19:15:00+05:30,2021-09-02T19:30:00+05:30,28.0,45.0,1.5,24.0,25.5,15.3,1.1,1.0,21.7,0.2,1.5,73.2,1.1,148.0,3.5,980.0,28.5,0.0,1630591200
2021-09-02T19:30:00+05:30,2021-09-02T19:45:00+05:30,28.0,45.0,1.9,25.6,27.5,14.4,1.1,1.1,18.2,0.2,1.7,74.1,1.1,146.7,3.3,980.2,28.4,0.0,1630592100
2021-09-02T20:00:00+05:30,2021-09-02T20:15:00+05:30,30.0,59.0,1.2,29.4,30.6,13.0,1.2,1.1,14.0,0.2,2.1,74.9,0.9,112.2,3.5,980.8,28.5,0.0,1630593900
2021-09-02T20:15:00+05:30,2021-09-02T20:30:00+05:30,30.0,59.0,0.6,33.7,34.3,12.8,1.6,1.2,11.5,0.2,2.2,74.1,0.9,96.9,3.5,981.0,28.5,0.0,1630594800
2021-09-02T20:30:00+05:30,2021-09-02T20:45:00+05:30,30.0,59.0,1.8,35.4,37.2,13.8,1.8,1.3,9.3,0.2,2.5,73.0,1.0,59.8,3.6,981.2,28.6,0.0,1630595700
2021-09-02T20:45:00+05:30,2021-09-02T21:00:00+05:30,50.0,59.0,2.5,37.2,39.7,13.6,1.9,1.3,6.9,0.3,2.7,73.8,0.9,65.6,3.6,981.3,28.4,0.0,1630596600
2021-09-02T21:00:00+05:30,2021-09-02T21:15:00+05:30,50.0,88.0,2.8,38.0,40.8,13.7,1.9,1.4,4.8,0.3,2.8,74.9,1.0,101.1,3.5,981.3,28.1,0.0,1630597500
2021-09-02T21:15:00+05:30,2021-09-02T21:30:00+05:30,50.0,88.0,2.5,43.7,46.2,13.5,1.7,1.4,2.6,0.3,2.6,74.7,1.3,154.6,3.4,981.5,28.1,0.0,1630598400
2021-09-02T21:45:00+05:30,2021-09-02T22:00:00+05:30,50.0,88.0,3.6,35.5,39.2,13.6,1.5,1.1,5.1,0.3,2.8,73.9,1.5,193.5,3.2,981.8,28.5,0.0,1630600200
2021-09-02T22:00:00+05:30,2021-09-02T22:15:00+05:30,46.0,80.0,1.6,22.5,24.0,13.8,1.3,0.8,8.0,0.3,3.2,73.3,1.7,183.9,3.3,981.8,28.2,0.0,1630601100
2021-09-02T22:15:00+05:30,2021-09-02T22:30:00+05:30,46.0,80.0,1.7,16.8,18.4,13.9,1.1,0.7,10.5,0.3,2.6,72.5,1.4,187.9,3.3,981.8,27.9,0.0,1630602000
2021-09-02T22:30:00+05:30,2021-09-02T22:45:00+05:30,46.0,80.0,2.3,15.0,17.3,14.2,0.9,0.7,9.6,0.2,1.3,74.3,0.6,189.3,3.2,981.7,27.6,0.0,1630602900
2021-09-02T22:45:00+05:30,2021-09-02T23:00:00+05:30,16.0,80.0,2.1,14.8,17.0,13.6,1.1,0.7,7.0,0.1,0.6,76.1,0.4,344.2,3.2,981.8,27.4,0.0,1630603800
2021-09-02T23:00:00+05:30,2021-09-02T23:15:00+05:30,16.0,33.0,2.2,14.0,16.3,12.6,1.0,0.7,7.1,0.1,0.4,76.3,0.5,69.5,3.6,981.7,27.3,0.0,1630604700
2021-09-02T23:15:00+05:30,2021-09-02T23:30:00+05:30,16.0,33.0,1.1,13.3,14.4,12.6,0.9,0.7,5.1,0.1,0.5,77.6,0.7,199.7,3.3,981.7,27.3,0.0,1630605600
2021-09-02T23:30:00+05:30,2021-09-02T23:45:00+05:30,16.0,33.0,6.8,18.7,25.5,13.0,0.8,0.8,2.3,0.1,0.5,77.8,0.6,126.8,3.4,981.7,27.2,0.0,1630606500
2021-09-02T23:45:00+05:30,2021-09-03T00:00:00+05:30,16.0,33.0,5.1,22.7,27.8,12.7,0.7,0.8,1.1,0.1,0.5,77.8,0.9,114.5,3.4,981.8,26.9,0.0,1630607400
2021-09-03T00:00:00+05:30,2021-09-03T00:15:00+05:30,14.0,29.0,4.4,22.1,26.4,10.5,0.9,0.8,1.4,0.1,0.4,77.9,0.8,78.5,3.6,981.8,26.9,0.0,1630608300
