From Date,To Date,Toluene,Temp,RH,WS,WD
01-09-2021 00:00,01-09-2021 00:30,38.3,None,78.05,0.3,319.85
01-09-2021 00:30,01-09-2021 01:00,38.05,None,78.15,0.3,319.9
01-09-2021 01:00,01-09-2021 01:30,39.05,None,78.35,0.3,319.9
01-09-2021 01:30,01-09-2021 02:00,32.6,None,78.4,0.3,319.85
01-09-2021 02:00,01-09-2021 02:30,30.7,None,78.25,0.3,319.9
01-09-2021 02:30,01-09-2021 03:00,30.25,None,77.9,0.3,319.95
01-09-2021 03:00,01-09-2021 03:30,34.55,None,78.15,0.3,320
01-09-2021 03:30,01-09-2021 04:00,35.25,None,78.6,0.3,319.9
01-09-2021 04:00,01-09-2021 04:30,32.25,None,78.7,0.3,319.9
01-09-2021 04:30,01-09-2021 05:00,31.35,None,78.85,0.3,319.9
01-09-2021 05:00,01-09-2021 05:30,30.15,None,78.3,0.3,319.95
01-09-2021 05:30,01-09-2021 06:00,27.45,None,78.25,0.3,318.3
01-09-2021 06:00,01-09-2021 06:30,28.45,None,81,0.3,248.05
01-09-2021 06:30,01-09-2021 07:00,19.9,None,81.95,0.3,248.2
01-09-2021 07:00,01-09-2021 07:30,20.2,None,81.75,0.3,248.1
01-09-2021 07:30,01-09-2021 08:00,28.1,None,81.55,0.3,247.9
01-09-2021 08:00,01-09-2021 08:30,31.5,None,81.3,0.3,247.65
01-09-2021 08:30,01-09-2021 09:00,25.75,None,81.65,0.3,248.75
01-09-2021 09:00,01-09-2021 09:30,24.1,None,81.7,0.3,248.55
01-09-2021 09:30,01-09-2021 10:00,27.15,None,81.5,0.25,256.5
01-09-2021 10:00,01-09-2021 10:30,29.25,None,81.55,0.4,33.9
01-09-2021 10:30,01-09-2021 11:00,28.45,None,81.5,0.3,33.85
01-09-2021 11:00,01-09-2021 11:30,27.6,None,81.05,0.3,158.2
01-09-2021 11:30,01-09-2021 12:00,31.9,None,80.4,0.3,302.3
01-09-2021 12:00,01-09-2021 12:30,40.15,None,77.5,0.3,301.75
01-09-2021 12:30,01-09-2021 13:00,41.55,None,76.2,0.75,313.95
01-09-2021 13:00,01-09-2021 13:30,36.7,None,76.55,1.2,293.95
01-09-2021 13:30,01-09-2021 14:00,41,None,75.2,0.95,222.2
01-09-2021 14:00,01-09-2021 14:30,41.95,None,75.65,0.65,158.3
01-09-2021 14:30,01-09-2021 15:00,50.25,None,77,1.4,169.1
01-09-2021 15:00,01-09-2021 15:30,52.65,None,78.85,0.9,168.95
01-09-2021 15:30,01-09-2021 16:00,58.05,None,80.05,0.75,164.7
01-09-2021 16:00,01-09-2021 16:30,63.5,None,80.6,0.75,171.05
01-09-2021 16:30,01-09-2021 17:00,76.9,None,79.7,1.35,165
01-09-2021 17:00,01-09-2021 17:30,70.4,None,79.65,0.7,165.2
01-09-2021 17:30,01-09-2021 18:00,75.65,None,80.1,0.55,164.7
01-09-2021 18:00,01-09-2021 18:30,106.35,None,80.4,0.65,175.85
01-09-2021 18:30,01-09-2021 19:00,134,None,80.65,0.45,205.45
01-09-2021 19:00,01-09-2021 19:30,135.05,None,81.2,0.65,207.2
01-09-2021 19:30,01-09-2021 20:00,127.35,None,81.25,0.6,207
01-09-2021 20:00,01-09-2021 20:30,110.5,None,81.05,0.6,207
01-09-2021 20:30,01-09-2021 21:00,116.8,None,80.65,0.7,204.45
01-09-2021 21:00,01-09-2021 21:30,94.5,None,80.75,0.45,202.9
01-09-2021 21:30,01-09-2021 22:00,75.6,None,80.75,0.4,202.9
01-09-2021 22:00,01-09-2021 22:30,65.5,None,81.1,0.35,202.9
01-09-2021 22:30,01-09-2021 23:00,62.8,None,81.3,0.35,202.95
01-09-2021 23:00,01-09-2021 23:30,74.45,None,81.35,0.3,202.9
01-09-2021 23:30,02-09-2021 00:00,69.5,None,81.6,0.3,202.95
02-09-2021 00:00,02-09-2021 00:30,60.25,None,81.9,0.55,202.9
02-09-2021 00:30,02-09-2021 01:00,59.9,None,81.85,0.3,202.9
02-09-2021 01:00,02-09-2021 01:30,58.45,None,82.15,0.3,202.9
02-09-2021 01:30,02-09-2021 02:00,64,None,82.2,0.35,202.85
02-09-2021 02:00,02-09-2021 02:30,60.75,None,82.15,0.35,202.85
02-09-2021 02:30,02-09-2021 03:00,61.35,None,82,0.3,202.85
02-09-2021 03:00,02-09-2021 03:30,56.9,None,81.95,0.3,202.8
02-09-2021 03:30,02-09-2021 04:00,56.05,None,81.9,0.4,202.8
02-09-2021 04:00,02-09-2021 04:30,58.35,None,82.05,0.35,202.8
02-09-2021 04:30,02-09-2021 05:00,62.85,None,82.05,0.4,202.8
02-09-2021 05:00,02-09-2021 05:30,74.1,None,82.15,0.35,202.8
02-09-2021 05:30,02-09-2021 06:00,88.65,None,81.95,0.8,196.9
02-09-2021 06:00,02-09-2021 06:30,102,None,82.15,1.35,107.25
02-09-2021 06:30,02-09-2021 07:00,96.7,None,82.15,0.85,21.6
02-09-2021 07:00,02-09-2021 07:30,75.45,None,82.3,0.8,160.4
02-09-2021 07:30,02-09-2021 08:00,46.25,None,82.45,0.45,169
02-09-2021 08:00,02-09-2021 08:30,36.1,None,82.25,0.95,172.1
02-09-2021 08:30,02-09-2021 09:00,32.3,None,82.15,0.8,172.85
02-09-2021 09:00,02-09-2021 09:30,25.55,None,81.85,0.5,185.8
02-09-2021 09:30,02-09-2021 10:00,34.25,None,80.45,0.9,184.45
02-09-2021 10:00,02-09-2021 10:30,51.35,None,76.15,1.15,175.5
02-09-2021 10:30,02-09-2021 11:00,57.35,None,72.15,0.95,183.4
02-09-2021 11:00,02-09-2021 11:30,67.35,None,67.4,0.95,175
02-09-2021 11:30,02-09-2021 12:00,59.9,None,63.65,0.95,183.8
02-09-2021 12:00,02-09-2021 12:30,43.95,None,58.35,0.85,238.4
02-09-2021 12:30,02-09-2021 13:00,39.5,None,54.6,0.8,246.4
02-09-2021 13:00,02-09-2021 13:30,48.3,None,53.6,0.9,297.65
02-09-2021 13:30,02-09-2021 14:00,38.15,None,56.4,1.05,293.35
02-09-2021 14:00,02-09-2021 14:30,37.8,None,57.2,1.05,247.85
02-09-2021 14:30,02-09-2021 15:00,49.7,None,61.7,0.8,180.4
02-09-2021 15:00,02-09-2021 15:30,63.5,None,65.95,0.55,201.45
02-09-2021 15:30,02-09-2021 16:00,71.55,None,59.1,0.45,269.25
02-09-2021 16:00,02-09-2021 16:30,61.45,None,55.45,0.55,312.45
02-09-2021 16:30,02-09-2021 17:00,64.3,None,55.95,0.75,314.45
02-09-2021 17:00,02-09-2021 17:30,60,None,59.3,0.55,312.95
02-09-2021 17:30,02-09-2021 18:00,61,None,62.1,0.55,311.5
02-09-2021 18:00,02-09-2021 18:30,80.4,None,64.35,0.4,311.15
02-09-2021 18:30,02-09-2021 19:00,109.15,None,66.95,0.35,311.75
02-09-2021 19:00,02-09-2021 19:30,133.8,None,68.7,1.15,314.25
02-09-2021 19:30,02-09-2021 20:00,134.6,None,69.25,0.6,316.55
02-09-2021 20:00,02-09-2021 20:30,109.85,None,70.45,0.4,316.5
02-09-2021 20:30,02-09-2021 21:00,113.8,None,71.2,0.4,316.2
02-09-2021 21:00,02-09-2021 21:30,117.85,None,71.7,0.95,319.4
02-09-2021 21:30,02-09-2021 22:00,127.95,None,71.8,1.9,32
02-09-2021 22:00,02-09-2021 22:30,90.3,None,72.9,0.8,13.8
02-09-2021 22:30,02-09-2021 23:00,63.5,None,74.4,0.55,11
02-09-2021 23:00,02-09-2021 23:30,53.9,None,75.4,0.3,11.3
02-09-2021 23:30,03-09-2021 00:00,91.6,None,75.8,0.35,11.55
03-09-2021 00:00,03-09-2021 00:30,126.85,None,76.35,0.3,11.4
03-09-2021 00:30,03-09-2021 01:00,111.55,None,76.25,0.3,11.8
03-09-2021 01:00,03-09-2021 01:30,139.9,None,77.2,0.3,11.85
03-09-2021 01:30,03-09-2021 02:00,137.65,None,78.15,0.3,11.55
03-09-2021 02:00,03-09-2021 02:30,130.1,None,78,0.55,43.75
03-09-2021 02:30,03-09-2021 03:00,112.7,None,78.4,0.5,103.2
03-09-2021 03:00,03-09-2021 03:30,91.85,None,77.35,0.45,189.15
03-09-2021 03:30,03-09-2021 04:00,69.3,None,77.6,0.35,181.65
03-09-2021 04:00,03-09-2021 04:30,60,None,78.55,0.45,186.65
03-09-2021 04:30,03-09-2021 05:00,57.15,None,77.55,0.7,164.4
03-09-2021 05:00,03-09-2021 05:30,50.35,None,77.55,0.35,161.8
03-09-2021 05:30,03-09-2021 06:00,46.9,None,78.4,0.45,160.6
03-09-2021 06:00,03-09-2021 06:30,48.15,None,78.8,0.7,165.35
03-09-2021 06:30,03-09-2021 07:00,49.7,None,78.7,0.55,169.5
03-09-2021 07:00,03-09-2021 07:30,50.5,None,78.4,0.45,168
03-09-2021 07:30,03-09-2021 08:00,51.5,None,77.55,0.5,164.15
03-09-2021 08:00,03-09-2021 08:30,54.55,None,74.75,0.5,176.5
03-09-2021 08:30,03-09-2021 09:00,78.8,None,70.9,0.6,344.85
03-09-2021 09:00,03-09-2021 09:30,60.85,None,69.8,0.85,300.6
03-09-2021 09:30,03-09-2021 10:00,58.65,None,68.55,1,299.6
03-09-2021 10:00,03-09-2021 10:30,51.7,None,65.8,1.4,168.6
03-09-2021 10:30,03-09-2021 11:00,43.75,None,64.6,1.45,183.55
03-09-2021 11:00,03-09-2021 11:30,43.95,None,64.25,2.45,15.85
03-09-2021 11:30,03-09-2021 12:00,39.85,None,63.65,2.2,13.6
03-09-2021 12:00,03-09-2021 12:30,38.95,None,58.95,2.4,15.2
03-09-2021 12:30,03-09-2021 13:00,39.15,None,57.55,2.95,21.5
03-09-2021 13:00,03-09-2021 13:30,35.5,None,57.5,3.1,16.65
03-09-2021 13:30,03-09-2021 14:00,29.95,None,54.85,2.9,31.7
03-09-2021 14:00,03-09-2021 14:30,27.4,None,54.7,3.15,29.3
03-09-2021 14:30,03-09-2021 15:00,26.8,None,58.05,2.95,24.65
03-09-2021 15:00,03-09-2021 15:30,27.75,None,57.8,2.9,20.85
03-09-2021 15:30,03-09-2021 16:00,27.75,None,55.75,3,22.2
03-09-2021 16:00,03-09-2021 16:30,23.65,None,55.2,2.6,32.3
03-09-2021 16:30,03-09-2021 17:00,26.6,None,57.4,2.45,24.3
03-09-2021 17:00,03-09-2021 17:30,28.55,None,60.3,1.85,19.15
03-09-2021 17:30,03-09-2021 18:00,24.95,None,64.65,1,19.05
03-09-2021 18:00,03-09-2021 18:30,34.6,None,67,1.15,12.45
03-09-2021 18:30,03-09-2021 19:00,41.05,None,68.45,0.65,168.75
03-09-2021 19:00,03-09-2021 19:30,43.6,None,69,0.4,327.35
03-09-2021 19:30,03-09-2021 20:00,46.35,None,68.7,0.9,253.85
03-09-2021 20:00,03-09-2021 20:30,54.2,None,70.25,1.5,167.65
03-09-2021 20:30,03-09-2021 21:00,74.9,None,71.35,0.8,163.3
03-09-2021 21:00,03-09-2021 21:30,68.95,None,72.15,0.45,131.2
03-09-2021 21:30,03-09-2021 22:00,95.15,None,69.6,0.55,64
03-09-2021 22:00,03-09-2021 22:30,57,None,70.75,0.5,87.55
03-09-2021 22:30,03-09-2021 23:00,36.9,None,71.05,0.5,84.65
03-09-2021 23:00,03-09-2021 23:30,27.55,None,71.7,0.35,71.55
03-09-2021 23:30,04-09-2021 00:00,25.7,None,73.45,0.45,33.45
04-09-2021 00:00,04-09-2021 00:30,25.45,None,73.7,0.3,33.4
04-09-2021 00:30,04-09-2021 01:00,31.35,None,74.25,0.4,29.25
04-09-2021 01:00,04-09-2021 01:30,41.3,None,74.25,0.3,21.05
04-09-2021 01:30,04-09-2021 02:00,39.8,None,75.4,0.3,336
04-09-2021 02:00,04-09-2021 02:30,45.35,None,76.55,0.4,331.85
04-09-2021 02:30,04-09-2021 03:00,58.2,None,77.05,0.45,320.2
04-09-2021 03:00,04-09-2021 03:30,62.65,None,77.4,0.45,318.05
04-09-2021 03:30,04-09-2021 04:00,61.6,None,76.4,0.4,317.65
04-09-2021 04:00,04-09-2021 04:30,55.95,None,76.2,0.45,327.6
04-09-2021 04:30,04-09-2021 05:00,51.35,None,76.2,0.9,5.65
04-09-2021 05:00,04-09-2021 05:30,42.45,None,75.7,1,7.3
04-09-2021 05:30,04-09-2021 06:00,32.55,None,77.05,1.45,185.4
04-09-2021 06:00,04-09-2021 06:30,31.7,None,77.95,1.05,175.95
04-09-2021 06:30,04-09-2021 07:00,42.65,None,78.05,0.55,323.3
04-09-2021 07:00,04-09-2021 07:30,51.3,None,76.2,0.65,318.55
04-09-2021 07:30,04-09-2021 08:00,46.35,None,74.3,0.5,320.15
04-09-2021 08:00,04-09-2021 08:30,40.1,None,73.15,0.6,323.35
04-09-2021 08:30,04-09-2021 09:00,35.4,None,73,0.75,331.25
04-09-2021 09:00,04-09-2021 09:30,30.1,None,71.05,1.7,174.25
04-09-2021 09:30,04-09-2021 10:00,30.2,None,68.1,1.45,4.2
04-09-2021 10:00,04-09-2021 10:30,33.2,None,67,1.7,183.75
04-09-2021 10:30,04-09-2021 11:00,35.7,None,66.75,2.05,9.45
04-09-2021 11:00,04-09-2021 11:30,37.6,None,63.95,1.2,345.6
04-09-2021 11:30,04-09-2021 12:00,48.35,None,64.6,1.15,7.3
04-09-2021 12:00,04-09-2021 12:30,69.1,None,63.7,0.4,224.4
04-09-2021 12:30,04-09-2021 13:00,63,None,63.05,0.7,332.4
04-09-2021 13:00,04-09-2021 13:30,49.35,None,62.65,0.6,320.1
04-09-2021 13:30,04-09-2021 14:00,46.75,None,60.95,0.7,320.65
04-09-2021 14:00,04-09-2021 14:30,47,None,62.65,1.1,151.05
04-09-2021 14:30,04-09-2021 15:00,39.35,None,68.95,0.9,121.35
04-09-2021 15:00,04-09-2021 15:30,33.95,None,65.85,1.45,164.2
04-09-2021 15:30,04-09-2021 16:00,36.1,None,65.8,1.7,170
04-09-2021 16:00,04-09-2021 16:30,48.6,None,68.05,1.1,169.25
04-09-2021 16:30,04-09-2021 17:00,63.9,None,67.7,0.7,166.25
04-09-2021 17:00,04-09-2021 17:30,65.7,None,67.2,0.65,149.8
04-09-2021 17:30,04-09-2021 18:00,59.9,None,69.05,0.55,142.05
04-09-2021 18:00,04-09-2021 18:30,60.65,None,70.4,0.6,127.75
04-09-2021 18:30,04-09-2021 19:00,66.25,None,72,0.45,67.65
04-09-2021 19:00,04-09-2021 19:30,80.5,None,72.45,0.75,22.45
04-09-2021 19:30,04-09-2021 20:00,85.7,None,73.85,1.25,21.6
04-09-2021 20:00,04-09-2021 20:30,81.8,None,75.5,0.5,11.8
04-09-2021 20:30,04-09-2021 21:00,85,None,75.7,0.85,16.15
04-09-2021 21:00,04-09-2021 21:30,107.2,None,76.35,0.5,26.5
04-09-2021 21:30,04-09-2021 22:00,90.8,None,76.9,1.15,20.5
04-09-2021 22:00,04-09-2021 22:30,82.5,None,77.35,0.75,15.2
04-09-2021 22:30,04-09-2021 23:00,79.75,None,78,0.95,20.8
04-09-2021 23:00,04-09-2021 23:30,82.8,None,77.85,1,16.05
04-09-2021 23:30,05-09-2021 00:00,79.25,None,77.95,0.75,12.2
05-09-2021 00:00,05-09-2021 00:30,66.15,None,78.2,1,11.8
05-09-2021 00:30,05-09-2021 01:00,53.15,None,77.75,0.8,12.25
05-09-2021 01:00,05-09-2021 01:30,43.55,None,78.55,0.6,9.5
05-09-2021 01:30,05-09-2021 02:00,35.4,None,79.2,0.4,12.1
05-09-2021 02:00,05-09-2021 02:30,29.25,None,79.65,0.4,12.25
05-09-2021 02:30,05-09-2021 03:00,23.4,None,80.45,0.3,12.25
05-09-2021 03:00,05-09-2021 03:30,90.8,None,80.65,0.3,12.3
05-09-2021 03:30,05-09-2021 04:00,145.85,None,79.9,0.5,169.15
05-09-2021 04:00,05-09-2021 04:30,110.15,None,79.65,0.5,332.25
05-09-2021 04:30,05-09-2021 05:00,87.2,None,80.4,0.55,335.3
05-09-2021 05:00,05-09-2021 05:30,69.85,None,80.55,0.65,342.4
05-09-2021 05:30,05-09-2021 06:00,55.7,None,80.1,0.6,7.45
05-09-2021 06:00,05-09-2021 06:30,44.85,None,79.75,0.4,9.2
05-09-2021 06:30,05-09-2021 07:00,42.9,None,77.5,0.65,358.5
05-09-2021 07:00,05-09-2021 07:30,41.05,None,75.9,0.65,337.5
05-09-2021 07:30,05-09-2021 08:00,190.15,None,74.5,0.9,353.95
05-09-2021 08:00,05-09-2021 08:30,134.05,None,72.6,0.9,351.7
05-09-2021 08:30,05-09-2021 09:00,126.95,None,70.5,0.8,327.1
05-09-2021 09:00,05-09-2021 09:30,218.8,None,69.1,1.2,180.2
05-09-2021 09:30,05-09-2021 10:00,166.4,None,68.2,1.65,188
05-09-2021 10:00,05-09-2021 10:30,82.8,None,67.6,1.65,15.95
05-09-2021 10:30,05-09-2021 11:00,52.6,None,64.1,1.6,10.45
05-09-2021 11:00,05-09-2021 11:30,40.55,None,59.7,1.9,14.1
05-09-2021 11:30,05-09-2021 12:00,32.35,None,60.15,2.45,20.65
05-09-2021 12:00,05-09-2021 12:30,27.25,None,65,2.55,18.85
05-09-2021 12:30,05-09-2021 13:00,30.85,None,63.25,1.65,181.45
05-09-2021 13:00,05-09-2021 13:30,32.8,None,58.15,1.4,14.45
05-09-2021 13:30,05-09-2021 14:00,22.75,None,56.05,1.1,8.25
05-09-2021 14:00,05-09-2021 14:30,18.45,None,56.55,0.75,30.15
05-09-2021 14:30,05-09-2021 15:00,19.3,None,66.8,1.35,160.95
05-09-2021 15:00,05-09-2021 15:30,29.85,None,76.2,0.55,146.7
05-09-2021 15:30,05-09-2021 16:00,31.05,None,68.05,1,161.95
05-09-2021 16:00,05-09-2021 16:30,32.3,None,66.15,0.75,162.45
05-09-2021 16:30,05-09-2021 17:00,38.15,None,64.4,0.75,169.2
05-09-2021 17:00,05-09-2021 17:30,39.65,None,67.3,1.15,165.1
05-09-2021 17:30,05-09-2021 18:00,44.05,None,66.95,0.75,167.9
05-09-2021 18:00,05-09-2021 18:30,47.45,None,69.2,0.4,143.3
05-09-2021 18:30,05-09-2021 19:00,57,None,70.35,0.3,156.45
05-09-2021 19:00,05-09-2021 19:30,66.7,None,72.8,0.3,156.3
05-09-2021 19:30,05-09-2021 20:00,73.1,None,73.5,0.3,156.45
05-09-2021 20:00,05-09-2021 20:30,71.3,None,76.15,0.55,157.9
05-09-2021 20:30,05-09-2021 21:00,84.8,None,77.1,0.4,159.85
05-09-2021 21:00,05-09-2021 21:30,91.6,None,77.4,0.35,157.85
05-09-2021 21:30,05-09-2021 22:00,86.5,None,78,0.35,156.6
05-09-2021 22:00,05-09-2021 22:30,88.85,None,78.05,0.55,161.8
05-09-2021 22:30,05-09-2021 23:00,94.25,None,78.45,0.3,162.3
05-09-2021 23:00,05-09-2021 23:30,96.6,None,78.75,0.3,160.2
05-09-2021 23:30,06-09-2021 00:00,97.55,None,78.25,0.3,158.2
06-09-2021 00:00,06-09-2021 00:30,87.15,None,78.9,0.35,160.55
06-09-2021 00:30,06-09-2021 01:00,74.85,None,79.3,0.35,160.55
06-09-2021 01:00,06-09-2021 01:30,63.65,None,79.4,0.35,157.25
06-09-2021 01:30,06-09-2021 02:00,53.2,None,79.3,0.3,154.8
06-09-2021 02:00,06-09-2021 02:30,44.95,None,80.2,0.3,154.35
06-09-2021 02:30,06-09-2021 03:00,43.35,None,80.65,0.3,154.3
06-09-2021 03:00,06-09-2021 03:30,66,None,80.95,0.3,154.2
06-09-2021 03:30,06-09-2021 04:00,71.3,None,81.15,0.3,154.1
06-09-2021 04:00,06-09-2021 04:30,84.15,None,81.05,0.3,154.2
06-09-2021 04:30,06-09-2021 05:00,83.65,None,81.1,0.3,154.05
06-09-2021 05:00,06-09-2021 05:30,81.3,None,81.25,0.3,154.25
06-09-2021 05:30,06-09-2021 06:00,79.8,None,81.45,0.3,155.5
06-09-2021 06:00,06-09-2021 06:30,78.5,None,81.6,0.3,176.75
06-09-2021 06:30,06-09-2021 07:00,80.65,None,81.5,0.3,164.8
06-09-2021 07:00,06-09-2021 07:30,82.15,None,79.3,0.55,23.3
06-09-2021 07:30,06-09-2021 08:00,65,None,76.05,0.8,187.9
06-09-2021 08:00,06-09-2021 08:30,53.5,None,73.8,1.3,182.45
06-09-2021 08:30,06-09-2021 09:00,56.5,None,72.1,0.7,334.4
06-09-2021 09:00,06-09-2021 09:30,52.9,None,68.75,1.15,349.65
06-09-2021 09:30,06-09-2021 10:00,45.8,None,64.2,1.05,320.2
06-09-2021 10:00,06-09-2021 10:30,36.3,None,61.75,1.1,165.65
06-09-2021 10:30,06-09-2021 11:00,66.4,None,59.9,1.7,350
06-09-2021 11:00,06-09-2021 11:30,89.05,None,59.5,1.1,169.2
06-09-2021 11:30,06-09-2021 12:00,76.35,None,55.95,1.5,17.55
06-09-2021 12:00,06-09-2021 12:30,53.85,None,53.4,1.15,153.8
06-09-2021 12:30,06-09-2021 13:00,44.25,None,50.55,1.35,190.35
06-09-2021 13:00,06-09-2021 13:30,36.8,None,48.75,0.7,335.85
06-09-2021 13:30,06-09-2021 14:00,36.05,None,50.65,1.15,27.35
06-09-2021 14:00,06-09-2021 14:30,32.45,None,51.65,1.1,336.3
06-09-2021 14:30,06-09-2021 15:00,43.75,None,55.85,0.75,307.7
06-09-2021 15:00,06-09-2021 15:30,42.8,None,56.65,0.9,176.75
06-09-2021 15:30,06-09-2021 16:00,47.55,None,58.9,1.45,12.7
06-09-2021 16:00,06-09-2021 16:30,51.55,None,57.35,1.3,15.6
06-09-2021 16:30,06-09-2021 17:00,67.05,None,58.65,1.2,12.05
06-09-2021 17:00,06-09-2021 17:30,53.4,None,60.4,1.3,10.1
06-09-2021 17:30,06-09-2021 18:00,46.85,None,61.1,1.2,9.6
06-09-2021 18:00,06-09-2021 18:30,44.15,None,62,1.25,12.85
06-09-2021 18:30,06-09-2021 19:00,45.65,None,63.15,1.25,1.7
06-09-2021 19:00,06-09-2021 19:30,62.85,None,65.3,0.75,11.95
06-09-2021 19:30,06-09-2021 20:00,94.25,None,65.4,0.55,8.6
06-09-2021 20:00,06-09-2021 20:30,102.5,None,66.15,0.7,21.4
06-09-2021 20:30,06-09-2021 21:00,92.25,None,66.85,0.65,10.5
06-09-2021 21:00,06-09-2021 21:30,85.7,None,67.95,0.65,11.15
06-09-2021 21:30,06-09-2021 22:00,90.85,None,67.35,1.25,181.35
06-09-2021 22:00,06-09-2021 22:30,74.65,None,68.5,1.45,183.05
06-09-2021 22:30,06-09-2021 23:00,53,None,70.25,1.6,18
06-09-2021 23:00,06-09-2021 23:30,41.55,None,72,1.55,27.9
06-09-2021 23:30,07-09-2021 00:00,36.1,None,72.2,1.8,20.75
07-09-2021 00:00,07-09-2021 00:30,30,None,73.05,1.7,17.4
07-09-2021 00:30,07-09-2021 01:00,25.55,None,73.95,1.7,14.05
07-09-2021 01:00,07-09-2021 01:30,22,None,72.35,1.8,17.2
07-09-2021 01:30,07-09-2021 02:00,19.25,None,72.8,1.6,14.15
07-09-2021 02:00,07-09-2021 02:30,16.6,None,73.65,1.55,19.75
07-09-2021 02:30,07-09-2021 03:00,16.3,None,73.4,1.95,12.55
07-09-2021 03:00,07-09-2021 03:30,18.7,None,72.5,1.6,16.75
07-09-2021 03:30,07-09-2021 04:00,17.2,None,73.1,1.5,10.55
07-09-2021 04:00,07-09-2021 04:30,15.3,None,73.45,1.15,7.55
07-09-2021 04:30,07-09-2021 05:00,14.1,None,74.85,0.9,174.65
07-09-2021 05:00,07-09-2021 05:30,13.65,None,75,1.15,4.1
07-09-2021 05:30,07-09-2021 06:00,13.55,None,75.15,1.05,179.15
07-09-2021 06:00,07-09-2021 06:30,13.3,None,75.35,0.9,355.8
07-09-2021 06:30,07-09-2021 07:00,15,None,75.15,0.55,338.8
07-09-2021 07:00,07-09-2021 07:30,15.65,None,74.4,0.5,301.85
07-09-2021 07:30,07-09-2021 08:00,15.35,None,73.75,0.8,296.05
07-09-2021 08:00,07-09-2021 08:30,14.65,None,73.25,1.05,358.75
07-09-2021 08:30,07-09-2021 09:00,18.65,None,72.5,0.95,340.25
07-09-2021 09:00,07-09-2021 09:30,20.65,None,70.95,1,327.55
07-09-2021 09:30,07-09-2021 10:00,21,None,69.05,1.5,171.75
07-09-2021 10:00,07-09-2021 10:30,30.25,None,67.85,1.1,324.15
07-09-2021 10:30,07-09-2021 11:00,32.7,None,66.85,1.2,344.2
07-09-2021 11:00,07-09-2021 11:30,34.8,None,65.6,0.7,286.05
07-09-2021 11:30,07-09-2021 12:00,42.95,None,63.35,1.05,306.8
07-09-2021 12:00,07-09-2021 12:30,51.65,None,62.9,1.25,168.45
07-09-2021 12:30,07-09-2021 13:00,46.75,None,62.15,1.05,338.1
07-09-2021 13:00,07-09-2021 13:30,43.85,None,61.1,0.8,340.3
07-09-2021 13:30,07-09-2021 14:00,39.65,None,60.7,1.15,165.95
07-09-2021 14:00,07-09-2021 14:30,34,None,59.7,0.5,238.25
07-09-2021 14:30,07-09-2021 15:00,33.95,None,59.2,0.85,318.35
07-09-2021 15:00,07-09-2021 15:30,46.75,None,60.1,0.5,245.9
07-09-2021 15:30,07-09-2021 16:00,52.5,None,60.75,0.8,311.65
07-09-2021 16:00,07-09-2021 16:30,67.2,None,61.15,0.7,310.35
07-09-2021 16:30,07-09-2021 17:00,77.15,None,61.95,0.7,324.25
07-09-2021 17:00,07-09-2021 17:30,95.9,None,63.85,1.6,25.65
07-09-2021 17:30,07-09-2021 18:00,73.5,None,69.25,1.45,27.3
07-09-2021 18:00,07-09-2021 18:30,50.15,None,72.5,0.65,27.7
07-09-2021 18:30,07-09-2021 19:00,56.85,None,78.8,0.5,149.5
07-09-2021 19:00,07-09-2021 19:30,63.85,None,79.4,0.75,158.8
07-09-2021 19:30,07-09-2021 20:00,78.4,None,78.75,0.9,182.45
07-09-2021 20:00,07-09-2021 20:30,74.4,None,78,0.6,178.5
07-09-2021 20:30,07-09-2021 21:00,68,None,78.5,0.65,180.5
07-09-2021 21:00,07-09-2021 21:30,65.1,None,78.9,0.45,176.85
07-09-2021 21:30,07-09-2021 22:00,78.45,None,78.35,0.4,176.9
07-09-2021 22:00,07-09-2021 22:30,102.4,None,77.25,0.45,172.7
07-09-2021 22:30,07-09-2021 23:00,124.25,None,77.2,0.45,175.9
07-09-2021 23:00,07-09-2021 23:30,124.9,None,76.35,0.4,179.45
07-09-2021 23:30,08-09-2021 00:00,84.25,None,75.55,0.65,237.65
08-09-2021 00:00,08-09-2021 00:30,60.65,None,74.75,0.7,333.25
08-09-2021 00:30,08-09-2021 01:00,44.9,None,74.95,0.75,317
08-09-2021 01:00,08-09-2021 01:30,35.35,None,74.9,0.95,341
08-09-2021 01:30,08-09-2021 02:00,28.7,None,75.05,0.95,349
08-09-2021 02:00,08-09-2021 02:30,21.55,None,75.25,0.9,219.2
08-09-2021 02:30,08-09-2021 03:00,18.85,None,75.6,0.75,303
08-09-2021 03:00,08-09-2021 03:30,17.5,None,76.05,0.45,301
08-09-2021 03:30,08-09-2021 04:00,16.95,None,76.05,0.35,167.2
08-09-2021 04:00,08-09-2021 04:30,19.7,None,74.95,0.8,312.25
08-09-2021 04:30,08-09-2021 05:00,26.4,None,75.6,0.6,310.4
08-09-2021 05:00,08-09-2021 05:30,23.45,None,76.3,0.65,327.2
08-09-2021 05:30,08-09-2021 06:00,16.75,None,76.5,0.75,330.95
08-09-2021 06:00,08-09-2021 06:30,16.3,None,76.35,0.75,316.65
08-09-2021 06:30,08-09-2021 07:00,17.25,None,75.4,1.05,307.95
08-09-2021 07:00,08-09-2021 07:30,18.15,None,74.5,0.7,299.25
08-09-2021 07:30,08-09-2021 08:00,15.55,None,73.25,0.75,308.85
