From Date,To Date,Toluene,Temp,RH,WS,WD
01-09-2021 00:00,01-09-2021 00:15,3.5,None,78.6,1.1,97.5
01-09-2021 00:15,01-09-2021 00:30,3.1,None,78.7,1.2,116.9
01-09-2021 00:30,01-09-2021 00:45,2.9,None,78.7,1.6,135.2
01-09-2021 00:45,01-09-2021 01:00,2.7,None,78.7,2,148.1
01-09-2021 01:00,01-09-2021 01:15,2.7,None,78.6,1.7,144.4
01-09-2021 01:15,01-09-2021 01:30,2.8,None,78.6,1.3,137
01-09-2021 01:30,01-09-2021 01:45,2.8,None,78.6,1,117.8
01-09-2021 01:45,01-09-2021 02:00,3.1,None,78.8,0.8,105
01-09-2021 02:00,01-09-2021 02:15,3.2,None,78.7,0.7,106.2
01-09-2021 02:15,01-09-2021 02:30,3.1,None,79,0.9,91.8
01-09-2021 02:30,01-09-2021 02:45,2.8,None,78.8,1.1,75.3
01-09-2021 02:45,01-09-2021 03:00,2.6,None,78.8,0.9,63
01-09-2021 03:00,01-09-2021 03:15,2.4,None,78.7,1,58.6
01-09-2021 03:15,01-09-2021 03:30,2.2,None,78.7,1,63.5
01-09-2021 03:30,01-09-2021 03:45,2.1,None,78.8,1.2,80.2
01-09-2021 03:45,01-09-2021 04:00,2,None,78.8,1.4,71.3
01-09-2021 04:00,01-09-2021 04:15,2,None,79,1.3,65.5
01-09-2021 04:15,01-09-2021 04:30,1.9,None,79.2,1.4,72.1
01-09-2021 04:30,01-09-2021 04:45,2,None,79.1,1.5,82.9
01-09-2021 04:45,01-09-2021 05:00,2.4,None,78.8,1.6,83.4
01-09-2021 05:00,01-09-2021 05:15,3.6,None,78.8,1.5,87.2
01-09-2021 05:15,01-09-2021 05:30,4.8,None,78.8,1.6,88.5
01-09-2021 05:30,01-09-2021 05:45,5.3,None,78.6,1.6,83
01-09-2021 05:45,01-09-2021 06:00,4.8,None,78.5,1.5,74.4
01-09-2021 06:00,01-09-2021 06:15,3.8,None,78.5,1.3,97.3
01-09-2021 06:15,01-09-2021 06:30,3,None,78.9,3.1,163.1
01-09-2021 06:30,01-09-2021 06:45,2.5,None,79.8,2.6,154.1
01-09-2021 06:45,01-09-2021 07:00,2.2,None,81.1,2.7,146
01-09-2021 07:00,01-09-2021 07:15,0.9,None,83,1.8,94.9
01-09-2021 07:15,01-09-2021 07:30,0.4,None,80.9,0.8,359.4
01-09-2021 07:30,01-09-2021 07:45,0.3,None,82.9,2.1,0.5
01-09-2021 07:45,01-09-2021 08:00,0.2,None,83.5,2,10.4
01-09-2021 08:00,01-09-2021 08:15,0.2,None,83,1.8,3
01-09-2021 08:15,01-09-2021 08:30,0.3,None,83.3,1.6,328.1
01-09-2021 08:30,01-09-2021 08:45,0.4,None,83.1,1.8,15.8
01-09-2021 08:45,01-09-2021 09:00,0.4,None,83.3,2.4,50.3
01-09-2021 09:00,01-09-2021 09:15,0.2,None,83.5,3.3,44.1
01-09-2021 09:15,01-09-2021 09:30,0.2,None,83.7,2.9,47.1
01-09-2021 09:30,01-09-2021 09:45,0.3,None,83.7,2.9,54.5
01-09-2021 09:45,01-09-2021 10:00,0.2,None,83.8,2.3,80.9
01-09-2021 10:00,01-09-2021 10:15,0.4,None,83.7,2.8,101.3
01-09-2021 10:15,01-09-2021 10:30,0.4,None,83.7,2.5,91.2
01-09-2021 10:30,01-09-2021 10:45,0.6,None,83,2.6,124.4
01-09-2021 10:45,01-09-2021 11:00,0.7,None,83.4,2.5,115.7
01-09-2021 11:00,01-09-2021 11:15,0.5,None,83.8,2,99.6
01-09-2021 11:15,01-09-2021 11:30,0.3,None,83.7,2.7,76.5
01-09-2021 11:30,01-09-2021 11:45,0.6,None,83.8,2.5,57.4
01-09-2021 11:45,01-09-2021 12:00,0.7,None,83.2,2.4,51.1
01-09-2021 12:00,01-09-2021 12:15,1.2,None,83.1,2,57.9
01-09-2021 12:15,01-09-2021 12:30,1.2,None,83.1,2,46.1
01-09-2021 12:30,01-09-2021 12:45,1.9,None,83.1,2.3,43.5
01-09-2021 12:45,01-09-2021 13:00,2.3,None,81.9,2.1,41.8
01-09-2021 13:00,01-09-2021 13:15,1.6,None,80.2,1.8,50.1
01-09-2021 13:15,01-09-2021 13:30,1.1,None,80,1.7,62.6
01-09-2021 13:30,01-09-2021 13:45,0.9,None,80.1,0.9,69
01-09-2021 13:45,01-09-2021 14:00,0.7,None,79.4,1,58.9
01-09-2021 14:00,01-09-2021 14:15,0.8,None,79.4,1.2,35.5
01-09-2021 14:15,01-09-2021 14:30,0.9,None,79.7,1,30.2
01-09-2021 14:30,01-09-2021 14:45,1.7,None,79.9,1.3,38.3
01-09-2021 14:45,01-09-2021 15:00,6.3,None,80,1.5,40.8
01-09-2021 15:00,01-09-2021 15:15,8.6,None,80,1,53.1
01-09-2021 15:15,01-09-2021 15:30,10,None,79.7,1,62.5
01-09-2021 15:30,01-09-2021 15:45,11.5,None,80.1,1,106.2
01-09-2021 15:45,01-09-2021 16:00,10.9,None,79.8,1,64.7
01-09-2021 16:00,01-09-2021 16:15,10.4,None,79.4,1.3,54.8
01-09-2021 16:15,01-09-2021 16:30,10.9,None,79.2,1,79
01-09-2021 16:30,01-09-2021 16:45,12.1,None,78.8,1.1,106.1
01-09-2021 16:45,01-09-2021 17:00,12.7,None,78.2,1.2,93.4
01-09-2021 17:00,01-09-2021 17:15,12.8,None,77.6,1.2,116.9
01-09-2021 17:15,01-09-2021 17:30,10,None,77,1.3,97.4
01-09-2021 17:30,01-09-2021 17:45,7,None,77.3,1.2,90.5
01-09-2021 17:45,01-09-2021 18:00,5.6,None,77.4,1.2,85.8
01-09-2021 18:00,01-09-2021 18:15,4.7,None,77.4,1.1,99.8
01-09-2021 18:15,01-09-2021 18:30,4.6,None,78.1,1,109.3
01-09-2021 18:30,01-09-2021 18:45,4.8,None,78.8,1.2,90.1
01-09-2021 18:45,01-09-2021 19:00,5.5,None,78.8,1.2,73.2
01-09-2021 19:00,01-09-2021 19:15,6.2,None,79,1.2,71.9
01-09-2021 19:15,01-09-2021 19:30,7.4,None,79,0.8,83.2
01-09-2021 19:30,01-09-2021 19:45,7.4,None,79.6,0.7,61.5
01-09-2021 19:45,01-09-2021 20:00,7,None,79.7,1,57.7
01-09-2021 20:00,01-09-2021 20:15,6.9,None,79.9,0.6,54.7
01-09-2021 20:15,01-09-2021 20:30,6.9,None,79.9,0.8,58.2
01-09-2021 20:30,01-09-2021 20:45,7.6,None,80.1,0.8,44.9
01-09-2021 20:45,01-09-2021 21:00,9,None,80,0.5,122.9
01-09-2021 21:00,01-09-2021 21:15,9.4,None,80.3,0.5,34.1
01-09-2021 21:15,01-09-2021 21:30,9.1,None,81.4,0.9,18.7
01-09-2021 21:30,01-09-2021 21:45,8.9,None,81.6,1.2,349.7
01-09-2021 21:45,01-09-2021 22:00,8.6,None,82.6,0.8,322.6
01-09-2021 22:00,01-09-2021 22:15,9.5,None,83.3,0.9,351.1
01-09-2021 22:15,01-09-2021 22:30,9.2,None,83.3,0.9,342.3
01-09-2021 22:30,01-09-2021 22:45,7.3,None,83.1,0.4,332.1
01-09-2021 22:45,01-09-2021 23:00,6,None,83.2,0.4,138.7
01-09-2021 23:00,01-09-2021 23:15,4.3,None,83.5,0.4,198.1
01-09-2021 23:15,01-09-2021 23:30,3.6,None,83.9,0.4,192.7
01-09-2021 23:30,01-09-2021 23:45,3.9,None,83.8,0.4,356.7
01-09-2021 23:45,02-09-2021 00:00,3.9,None,83.9,0.3,66.5
02-09-2021 00:00,02-09-2021 00:15,3.7,None,83.8,0.7,156
02-09-2021 00:15,02-09-2021 00:30,3.7,None,83.8,0.9,126.7
02-09-2021 00:30,02-09-2021 00:45,3.7,None,83.7,0.7,79.3
02-09-2021 00:45,02-09-2021 01:00,3.9,None,83.7,1,47.9
02-09-2021 01:00,02-09-2021 01:15,4.3,None,83.7,0.9,71.7
02-09-2021 01:15,02-09-2021 01:30,4.9,None,83.8,0.9,59.6
02-09-2021 01:30,02-09-2021 01:45,5.2,None,83.8,0.7,50.4
02-09-2021 01:45,02-09-2021 02:00,5.9,None,83.8,0.5,64.3
02-09-2021 02:00,02-09-2021 02:15,6.5,None,84,0.6,28.7
02-09-2021 02:15,02-09-2021 02:30,6.7,None,83.9,0.5,45.3
02-09-2021 02:30,02-09-2021 02:45,7,None,83.9,0.6,38.2
02-09-2021 02:45,02-09-2021 03:00,6.9,None,83.9,0.6,14.1
02-09-2021 03:00,02-09-2021 03:15,6.8,None,83.9,0.7,34.4
02-09-2021 03:15,02-09-2021 03:30,6.7,None,83.9,0.8,39.6
02-09-2021 03:30,02-09-2021 03:45,6.4,None,83.9,0.3,13.8
02-09-2021 03:45,02-09-2021 04:00,6.3,None,83.9,0.5,19
02-09-2021 04:00,02-09-2021 04:15,6,None,84,0.8,61.5
02-09-2021 04:15,02-09-2021 04:30,5.8,None,83.9,0.3,91.1
02-09-2021 04:30,02-09-2021 04:45,5.6,None,83.9,0.4,98
02-09-2021 04:45,02-09-2021 05:00,5.6,None,83.9,0.4,79.5
02-09-2021 05:00,02-09-2021 05:15,5.6,None,83.9,0.5,24
02-09-2021 05:15,02-09-2021 05:30,5.6,None,84,0.3,340.5
02-09-2021 05:30,02-09-2021 05:45,5.7,None,84,0.4,339
02-09-2021 05:45,02-09-2021 06:00,5.6,None,84,0.8,12.9
02-09-2021 06:00,02-09-2021 06:15,5.2,None,84,0.5,144.2
02-09-2021 06:15,02-09-2021 06:30,4.7,None,84,0.9,158.4
02-09-2021 06:30,02-09-2021 06:45,4.1,None,84,0.8,150.5
02-09-2021 06:45,02-09-2021 07:00,4.2,None,84,0.7,182.7
02-09-2021 07:00,02-09-2021 07:15,4.5,None,84,0.7,143.1
02-09-2021 07:15,02-09-2021 07:30,5.2,None,83.9,0.4,105.7
02-09-2021 07:30,02-09-2021 07:45,5.5,None,83.8,0.8,117.2
02-09-2021 07:45,02-09-2021 08:00,5.4,None,83.8,1.1,115
02-09-2021 08:00,02-09-2021 08:15,4.9,None,83.8,1,107.8
02-09-2021 08:15,02-09-2021 08:30,3.4,None,83.8,1.3,73.7
02-09-2021 08:30,02-09-2021 08:45,2.5,None,83.8,1.4,80.4
02-09-2021 08:45,02-09-2021 09:00,1.9,None,83.1,1.3,92.2
02-09-2021 09:00,02-09-2021 09:15,1.6,None,81.4,1.2,92.1
02-09-2021 09:15,02-09-2021 09:30,1.3,None,78.9,1,98.3
02-09-2021 09:30,02-09-2021 09:45,1.1,None,77.7,1,89.6
02-09-2021 09:45,02-09-2021 10:00,1,None,74.6,1.6,93.4
02-09-2021 10:00,02-09-2021 10:15,1,None,70.8,1.2,106.2
02-09-2021 10:15,02-09-2021 10:30,1.1,None,65.1,1.8,91.8
02-09-2021 10:30,02-09-2021 10:45,1.1,None,62.6,1.5,111
02-09-2021 10:45,02-09-2021 11:00,1.1,None,62.7,1.5,107.9
02-09-2021 11:00,02-09-2021 11:15,1.2,None,62.7,1.7,101.2
02-09-2021 11:15,02-09-2021 11:30,1.3,None,60.3,1.6,104.1
02-09-2021 11:30,02-09-2021 11:45,1.9,None,60,1.5,124.9
02-09-2021 11:45,02-09-2021 12:00,3.2,None,59.1,0.9,137.1
02-09-2021 12:00,02-09-2021 12:15,2.8,None,54.8,1.3,112.7
02-09-2021 12:15,02-09-2021 12:30,3,None,52.8,1.1,99.6
02-09-2021 12:30,02-09-2021 12:45,2.7,None,52.5,1.5,140.3
02-09-2021 12:45,02-09-2021 13:00,2.6,None,51.9,1.4,99.3
02-09-2021 13:00,02-09-2021 13:15,2.6,None,52.5,0.7,126.4
02-09-2021 13:15,02-09-2021 13:30,2.5,None,50.6,1.3,155
02-09-2021 13:30,02-09-2021 13:45,2.3,None,50,1.1,86.7
02-09-2021 13:45,02-09-2021 14:00,1.9,None,52,1,82.4
02-09-2021 14:00,02-09-2021 14:15,1.1,None,53.4,0.9,103.5
02-09-2021 14:15,02-09-2021 14:30,0.9,None,53.2,1.1,78.1
02-09-2021 14:30,02-09-2021 14:45,0.8,None,53.9,1.2,71.2
02-09-2021 14:45,02-09-2021 15:00,1,None,53.8,1.2,62.3
02-09-2021 15:00,02-09-2021 15:15,1.7,None,55.4,0.8,117.8
02-09-2021 15:15,02-09-2021 15:30,2.9,None,54.1,1.6,90.8
02-09-2021 15:30,02-09-2021 15:45,2.8,None,54.5,1,81.9
02-09-2021 15:45,02-09-2021 16:00,2.6,None,56.2,1,95.9
02-09-2021 16:00,02-09-2021 16:15,2.3,None,56,0.7,93
02-09-2021 16:15,02-09-2021 16:30,2,None,55.4,1,108.4
02-09-2021 16:30,02-09-2021 16:45,2.1,None,57.5,1.3,110
02-09-2021 16:45,02-09-2021 17:00,1.9,None,60.5,1,128.1
02-09-2021 17:00,02-09-2021 17:15,2.7,None,63.1,1.8,142.2
02-09-2021 17:15,02-09-2021 17:30,2.3,None,63,1.5,131.6
02-09-2021 17:30,02-09-2021 17:45,1.7,None,63.2,1.1,120.4
02-09-2021 17:45,02-09-2021 18:00,1.4,None,65.1,0.8,105.9
02-09-2021 18:00,02-09-2021 18:15,1.3,None,65.6,1,129.7
02-09-2021 18:15,02-09-2021 18:30,1.3,None,66.4,1.3,140.2
02-09-2021 18:30,02-09-2021 18:45,1.5,None,69.7,1.1,166.8
02-09-2021 18:45,02-09-2021 19:00,1.4,None,70.8,0.9,132.4
02-09-2021 19:00,02-09-2021 19:15,1.5,None,71.7,1,153.1
02-09-2021 19:15,02-09-2021 19:30,1.5,None,73.2,1.1,148
02-09-2021 19:30,02-09-2021 19:45,1.7,None,74.1,1.1,146.7
02-09-2021 19:45,02-09-2021 20:00,1.7,None,74.5,1.1,154.3
02-09-2021 20:00,02-09-2021 20:15,2.1,None,74.9,0.9,112.2
02-09-2021 20:15,02-09-2021 20:30,2.2,None,74.1,0.9,96.9
02-09-2021 20:30,02-09-2021 20:45,2.5,None,73,1,59.8
02-09-2021 20:45,02-09-2021 21:00,2.7,None,73.8,0.9,65.6
02-09-2021 21:00,02-09-2021 21:15,2.8,None,74.9,1,101.1
02-09-2021 21:15,02-09-2021 21:30,2.6,None,74.7,1.3,154.6
02-09-2021 21:30,02-09-2021 21:45,2.5,None,75,1.8,188.8
02-09-2021 21:45,02-09-2021 22:00,2.8,None,73.9,1.5,193.5
02-09-2021 22:00,02-09-2021 22:15,3.2,None,73.3,1.7,183.9
02-09-2021 22:15,02-09-2021 22:30,2.6,None,72.5,1.4,187.9
02-09-2021 22:30,02-09-2021 22:45,1.3,None,74.3,0.6,189.3
02-09-2021 22:45,02-09-2021 23:00,0.6,None,76.1,0.4,344.2
02-09-2021 23:00,02-09-2021 23:15,0.4,None,76.3,0.5,69.5
02-09-2021 23:15,02-09-2021 23:30,0.5,None,77.6,0.7,199.7
02-09-2021 23:30,02-09-2021 23:45,0.5,None,77.8,0.6,126.8
02-09-2021 23:45,03-09-2021 00:00,0.5,None,77.8,0.9,114.5
03-09-2021 00:00,03-09-2021 00:15,0.4,None,77.9,0.8,78.5
03-09-2021 00:15,03-09-2021 00:30,0.5,None,77.7,0.9,79.9
03-09-2021 00:30,03-09-2021 00:45,0.4,None,78,0.7,97.9
03-09-2021 00:45,03-09-2021 01:00,0.5,None,78,0.7,87.6
03-09-2021 01:00,03-09-2021 01:15,0.6,None,78.3,0.4,82.7
03-09-2021 01:15,03-09-2021 01:30,0.7,None,78.1,0.8,93.4
03-09-2021 01:30,03-09-2021 01:45,0.7,None,78.3,0.6,98.9
03-09-2021 01:45,03-09-2021 02:00,0.8,None,78,1,60.6
03-09-2021 02:00,03-09-2021 02:15,0.8,None,77.7,0.8,54.4
03-09-2021 02:15,03-09-2021 02:30,0.9,None,77.2,1.3,60.1
03-09-2021 02:30,03-09-2021 02:45,0.9,None,76.2,1.6,63.7
03-09-2021 02:45,03-09-2021 03:00,1,None,76.6,0.8,73.8
03-09-2021 03:00,03-09-2021 03:15,0.8,None,77.8,0.7,73.3
03-09-2021 03:15,03-09-2021 03:30,0.9,None,78.2,0.5,97.1
03-09-2021 03:30,03-09-2021 03:45,1,None,78.5,0.5,158.7
03-09-2021 03:45,03-09-2021 04:00,1.1,None,78.2,1.4,110.5
03-09-2021 04:00,03-09-2021 04:15,1,None,78.1,1.3,67.6
03-09-2021 04:15,03-09-2021 04:30,1,None,78.5,0.6,47.6
03-09-2021 04:30,03-09-2021 04:45,0.5,None,78.2,1.3,44.5
03-09-2021 04:45,03-09-2021 05:00,0.6,None,78.6,0.7,23.7
03-09-2021 05:00,03-09-2021 05:15,0.7,None,78.6,0.9,28.2
03-09-2021 05:15,03-09-2021 05:30,0.6,None,78.5,0.5,109.6
03-09-2021 05:30,03-09-2021 05:45,0.8,None,78.9,0.6,78.9
03-09-2021 05:45,03-09-2021 06:00,1,None,79.2,0.9,51.1
03-09-2021 06:00,03-09-2021 06:15,1,None,79.3,0.5,74.8
03-09-2021 06:15,03-09-2021 06:30,1.1,None,79.5,0.3,57.8
03-09-2021 06:30,03-09-2021 06:45,1.3,None,79.5,0.8,132.3
03-09-2021 06:45,03-09-2021 07:00,1.5,None,79.8,0.5,120.6
03-09-2021 07:00,03-09-2021 07:15,1.5,None,79.7,0.5,113.9
03-09-2021 07:15,03-09-2021 07:30,1.4,None,79.2,0.7,99.6
03-09-2021 07:30,03-09-2021 07:45,1.6,None,78.3,0.9,105.3
03-09-2021 07:45,03-09-2021 08:00,2,None,77.3,1.1,110.9
03-09-2021 08:00,03-09-2021 08:15,2.1,None,75.3,1.4,106.8
03-09-2021 08:15,03-09-2021 08:30,1.8,None,72.8,1.4,129
03-09-2021 08:30,03-09-2021 08:45,1.4,None,70.3,2,152.8
03-09-2021 08:45,03-09-2021 09:00,1.2,None,68.1,1.7,159.6
03-09-2021 09:00,03-09-2021 09:15,1.2,None,65.2,1.2,145.5
03-09-2021 09:15,03-09-2021 09:30,1.4,None,64.5,1.8,172.3
03-09-2021 09:30,03-09-2021 09:45,1.4,None,61.4,1.6,171.5
03-09-2021 09:45,03-09-2021 10:00,1.4,None,59.6,1.2,178.3
03-09-2021 10:00,03-09-2021 10:15,1.3,None,58.8,1.3,187
03-09-2021 10:15,03-09-2021 10:30,1.2,None,60,1.9,204
03-09-2021 10:30,03-09-2021 10:45,1.2,None,57.2,1.8,202.6
03-09-2021 10:45,03-09-2021 11:00,1.3,None,56.2,1.7,194
03-09-2021 11:00,03-09-2021 11:15,1.3,None,53.8,2,198.6
03-09-2021 11:15,03-09-2021 11:30,1.2,None,53.1,1.9,191.8
03-09-2021 11:30,03-09-2021 11:45,0.8,None,50.3,2.9,185.9
03-09-2021 11:45,03-09-2021 12:00,0.6,None,49.8,2.2,186.5
03-09-2021 12:00,03-09-2021 12:15,0.5,None,51.2,2.4,182.8
03-09-2021 12:15,03-09-2021 12:30,0.5,None,52,2.1,198.9
03-09-2021 12:30,03-09-2021 12:45,0.4,None,50.4,2.7,182.3
03-09-2021 12:45,03-09-2021 13:00,0.6,None,50.1,2,185.5
03-09-2021 13:00,03-09-2021 13:15,0.4,None,48.9,2.7,184.4
03-09-2021 13:15,03-09-2021 13:30,0.4,None,50.1,2.2,192.2
03-09-2021 13:30,03-09-2021 13:45,0.3,None,50.4,2.1,188.9
03-09-2021 13:45,03-09-2021 14:00,0.2,None,50.8,1.9,217.2
03-09-2021 14:00,03-09-2021 14:15,0.3,None,51.6,2,190.4
03-09-2021 14:15,03-09-2021 14:30,0.4,None,52.7,2,202.4
03-09-2021 14:30,03-09-2021 14:45,0.4,None,53.5,2.4,195
03-09-2021 14:45,03-09-2021 15:00,0.3,None,54.4,2,189.7
03-09-2021 15:00,03-09-2021 15:15,0.2,None,55,2.1,196
03-09-2021 15:15,03-09-2021 15:30,0.2,None,55.3,2.1,183.9
03-09-2021 15:30,03-09-2021 15:45,0.1,None,57.2,1.4,193.3
03-09-2021 15:45,03-09-2021 16:00,0.1,None,59.7,2.4,253.1
03-09-2021 16:00,03-09-2021 16:15,0.2,None,64.5,2.4,298
03-09-2021 16:15,03-09-2021 16:30,0.2,None,66.5,2,312.2
03-09-2021 16:30,03-09-2021 16:45,0.1,None,65.9,2,305.1
03-09-2021 16:45,03-09-2021 17:00,0.2,None,65.5,1.1,317.4
03-09-2021 17:00,03-09-2021 17:15,0.2,None,66.3,1,325.2
03-09-2021 17:15,03-09-2021 17:30,0.1,None,67.9,1.2,327.4
03-09-2021 17:30,03-09-2021 17:45,0.2,None,69.3,1.2,308.5
03-09-2021 17:45,03-09-2021 18:00,0.2,None,69.4,1.2,316.7
03-09-2021 18:00,03-09-2021 18:15,0.4,None,None,None,None
03-09-2021 18:15,03-09-2021 18:30,0.6,None,None,None,None
03-09-2021 18:30,03-09-2021 18:45,None,None,None,None,None
03-09-2021 18:45,03-09-2021 19:00,None,None,None,None,None
03-09-2021 19:00,03-09-2021 19:15,None,None,None,None,None
03-09-2021 19:15,03-09-2021 19:30,None,None,None,None,None
03-09-2021 19:30,03-09-2021 19:45,None,None,None,None,None
03-09-2021 19:45,03-09-2021 20:00,None,None,None,None,None
03-09-2021 20:00,03-09-2021 20:15,None,None,None,None,None
03-09-2021 20:15,03-09-2021 20:30,None,None,None,None,None
03-09-2021 20:30,03-09-2021 20:45,0.2,None,None,None,None
03-09-2021 20:45,03-09-2021 21:00,None,None,None,None,None
03-09-2021 21:00,03-09-2021 21:15,None,None,None,None,None
03-09-2021 21:15,03-09-2021 21:30,None,None,None,None,None
03-09-2021 21:30,03-09-2021 21:45,None,None,None,None,None
03-09-2021 21:45,03-09-2021 22:00,None,None,None,None,None
03-09-2021 22:00,03-09-2021 22:15,None,None,None,None,None
03-09-2021 22:15,03-09-2021 22:30,None,None,None,None,None
03-09-2021 22:30,03-09-2021 22:45,None,None,None,None,None
03-09-2021 22:45,03-09-2021 23:00,None,None,None,None,None
03-09-2021 23:00,03-09-2021 23:15,None,None,None,None,None
03-09-2021 23:15,03-09-2021 23:30,None,None,None,None,None
03-09-2021 23:30,03-09-2021 23:45,None,None,None,None,None
03-09-2021 23:45,04-09-2021 00:00,None,None,None,None,None
04-09-2021 00:00,04-09-2021 00:15,None,None,None,None,None
04-09-2021 00:15,04-09-2021 00:30,None,None,None,None,None
04-09-2021 00:30,04-09-2021 00:45,None,None,None,None,None
04-09-2021 00:45,04-09-2021 01:00,None,None,None,None,None
04-09-2021 01:00,04-09-2021 01:15,None,None,None,None,None
04-09-2021 01:15,04-09-2021 01:30,None,None,None,None,None
04-09-2021 01:30,04-09-2021 01:45,None,None,None,None,None
04-09-2021 01:45,04-09-2021 02:00,None,None,None,None,None
04-09-2021 02:00,04-09-2021 02:15,None,None,None,None,None
04-09-2021 02:15,04-09-2021 02:30,None,None,None,None,None
04-09-2021 02:30,04-09-2021 02:45,None,None,None,None,None
04-09-2021 02:45,04-09-2021 03:00,None,None,None,None,None
04-09-2021 03:00,04-09-2021 03:15,None,None,None,None,None
04-09-2021 03:15,04-09-2021 03:30,None,None,None,None,None
04-09-2021 03:30,04-09-2021 03:45,None,None,None,None,None
04-09-2021 03:45,04-09-2021 04:00,None,None,None,None,None
04-09-2021 04:00,04-09-2021 04:15,None,None,None,None,None
04-09-2021 04:15,04-09-2021 04:30,None,None,None,None,None
04-09-2021 04:30,04-09-2021 04:45,None,None,None,None,None
04-09-2021 04:45,04-09-2021 05:00,None,None,None,None,None
04-09-2021 05:00,04-09-2021 05:15,None,None,None,None,None
04-09-2021 05:15,04-09-2021 05:30,None,None,None,None,None
04-09-2021 05:30,04-09-2021 05:45,None,None,None,None,None
04-09-2021 05:45,04-09-2021 06:00,None,None,None,None,None
04-09-2021 06:00,04-09-2021 06:15,None,None,None,None,None
04-09-2021 06:15,04-09-2021 06:30,None,None,None,None,None
04-09-2021 06:30,04-09-2021 06:45,None,None,None,None,None
04-09-2021 06:45,04-09-2021 07:00,None,None,None,None,None
04-09-2021 07:00,04-09-2021 07:15,None,None,None,None,None
04-09-2021 07:15,04-09-2021 07:30,None,None,None,None,None
04-09-2021 07:30,04-09-2021 07:45,None,None,None,None,None
04-09-2021 07:45,04-09-2021 08:00,None,None,None,None,None
04-09-2021 08:00,04-09-2021 08:15,None,None,None,None,None
04-09-2021 08:15,04-09-2021 08:30,None,None,None,None,None
04-09-2021 08:30,04-09-2021 08:45,None,None,None,None,None
04-09-2021 08:45,04-09-2021 09:00,None,None,None,None,None
04-09-2021 09:00,04-09-2021 09:15,None,None,None,None,None
04-09-2021 09:15,04-09-2021 09:30,None,None,None,None,None
04-09-2021 09:30,04-09-2021 09:45,None,None,None,None,None
04-09-2021 09:45,04-09-2021 10:00,None,None,None,None,None
04-09-2021 10:00,04-09-2021 10:15,None,None,None,None,None
04-09-2021 10:15,04-09-2021 10:30,None,None,None,None,None
04-09-2021 10:30,04-09-2021 10:45,None,None,None,None,None
04-09-2021 10:45,04-09-2021 11:00,None,None,None,None,None
04-09-2021 11:00,04-09-2021 11:15,None,None,None,None,None
04-09-2021 11:15,04-09-2021 11:30,None,None,None,None,None
04-09-2021 11:30,04-09-2021 11:45,None,None,None,None,None
04-09-2021 11:45,04-09-2021 12:00,None,None,None,None,None
04-09-2021 12:00,04-09-2021 12:15,None,None,None,None,None
04-09-2021 12:15,04-09-2021 12:30,None,None,None,None,None
04-09-2021 12:30,04-09-2021 12:45,None,None,58.6,1.3,224.7
04-09-2021 12:45,04-09-2021 13:00,None,None,64.8,3,271.8
04-09-2021 13:00,04-09-2021 13:15,None,None,82,2.2,252
04-09-2021 13:15,04-09-2021 13:30,None,None,84,1.6,72.2
04-09-2021 13:30,04-09-2021 13:45,0.1,None,84,0.8,25.2
04-09-2021 13:45,04-09-2021 14:00,0.2,None,84,0.7,0.1
04-09-2021 14:00,04-09-2021 14:15,0.2,None,84,0.8,208.5
04-09-2021 14:15,04-09-2021 14:30,0.1,None,84.1,0.4,329.3
04-09-2021 14:30,04-09-2021 14:45,0.2,None,83.8,0.3,346.1
04-09-2021 14:45,04-09-2021 15:00,0.1,None,80.2,1.1,351.5
04-09-2021 15:00,04-09-2021 15:15,0.2,None,76.2,0.8,20.6
04-09-2021 15:15,04-09-2021 15:30,0.2,None,73.4,0.8,61.8
04-09-2021 15:30,04-09-2021 15:45,0.2,None,68.5,0.6,54.8
04-09-2021 15:45,04-09-2021 16:00,0.7,None,67.9,0.6,33.1
04-09-2021 16:00,04-09-2021 16:15,0.4,None,65.2,0.5,73.5
04-09-2021 16:15,04-09-2021 16:30,0.3,None,65,None,None
04-09-2021 16:30,04-09-2021 16:45,0.3,None,68.5,0.8,71.9
04-09-2021 16:45,04-09-2021 17:00,0.3,None,73,0.9,134
04-09-2021 17:00,04-09-2021 17:15,0.5,None,75.4,0.8,90.5
04-09-2021 17:15,04-09-2021 17:30,1.4,None,76.5,1.2,140.7
04-09-2021 17:30,04-09-2021 17:45,5.9,None,77.2,0.9,146.9
04-09-2021 17:45,04-09-2021 18:00,8.6,None,78.1,0.8,152.5
04-09-2021 18:00,04-09-2021 18:15,10.7,None,78.4,0.8,129.9
04-09-2021 18:15,04-09-2021 18:30,11.2,None,78.6,0.9,131.7
04-09-2021 18:30,04-09-2021 18:45,11,None,80.4,0.6,216.6
04-09-2021 18:45,04-09-2021 19:00,10.5,None,82,0.3,324.5
04-09-2021 19:00,04-09-2021 19:15,9.3,None,83.6,0.6,30.4
04-09-2021 19:15,04-09-2021 19:30,6.7,None,84,0.5,334.1
04-09-2021 19:30,04-09-2021 19:45,6.2,None,84.1,0.5,4.4
04-09-2021 19:45,04-09-2021 20:00,5.9,None,84.1,0.7,72.1
04-09-2021 20:00,04-09-2021 20:15,6.3,None,84.1,0.7,100.2
04-09-2021 20:15,04-09-2021 20:30,6.9,None,84.1,0.3,145.1
04-09-2021 20:30,04-09-2021 20:45,7.1,None,84,None,226.3
