From Date,To Date,SR,BP,VWS,AT,RF
12-10-2021 00:45,12-10-2021 01:00,3.2,983,None,22.8,0
12-10-2021 01:00,12-10-2021 01:15,3.2,982.9,None,22.8,0
12-10-2021 01:15,12-10-2021 01:30,3.3,983,None,22.7,0
12-10-2021 01:30,12-10-2021 01:45,3.3,983,None,22.5,0
12-10-2021 01:45,12-10-2021 02:00,3.3,982.9,None,22.5,0
12-10-2021 02:00,12-10-2021 02:15,3.4,982.9,None,22.3,0
12-10-2021 02:15,12-10-2021 02:30,3.1,982.8,None,22.5,0
12-10-2021 02:30,12-10-2021 02:45,3.2,982.9,None,22.4,0
12-10-2021 02:45,12-10-2021 03:00,2.9,982.9,None,22.1,0
12-10-2021 03:00,12-10-2021 03:15,2.9,982.9,None,22,0
12-10-2021 03:15,12-10-2021 03:30,2.8,983,None,21.9,0
12-10-2021 03:30,12-10-2021 03:45,2.9,983.1,None,22,0
12-10-2021 03:45,12-10-2021 04:00,3.2,983.1,None,21.7,0
12-10-2021 04:00,12-10-2021 04:15,3.2,983.2,None,21.7,0
12-10-2021 04:15,12-10-2021 04:30,3.2,983.3,None,21.6,0
12-10-2021 04:30,12-10-2021 04:45,3,983.3,None,21.6,0
12-10-2021 04:45,12-10-2021 05:00,3,983.4,None,21.9,0
12-10-2021 05:00,12-10-2021 05:15,3.3,983.5,None,21.8,0
12-10-2021 05:15,12-10-2021 05:30,3.2,983.5,None,21.6,0
12-10-2021 05:30,12-10-2021 05:45,3,983.6,None,21.6,0
12-10-2021 05:45,12-10-2021 06:00,3,983.9,None,21.7,0
12-10-2021 06:00,12-10-2021 06:15,3.2,984,None,21.9,0
12-10-2021 06:15,12-10-2021 06:30,4.8,984.2,None,21.6,0
12-10-2021 06:30,12-10-2021 06:45,10.7,984.4,None,21.5,0
12-10-2021 06:45,12-10-2021 07:00,17.7,984.4,None,21.5,0
12-10-2021 07:00,12-10-2021 07:15,25,984.6,None,21.9,0
12-10-2021 07:15,12-10-2021 07:30,32.2,984.8,None,22.8,0
12-10-2021 07:30,12-10-2021 07:45,39.4,985,None,24.1,0
12-10-2021 07:45,12-10-2021 08:00,46.5,985.1,None,25.1,0
12-10-2021 08:00,12-10-2021 08:15,54.6,985.3,None,26.2,0
12-10-2021 08:15,12-10-2021 08:30,63.1,985.4,None,27.2,0
12-10-2021 08:30,12-10-2021 08:45,73.3,985.6,None,28.1,0
12-10-2021 08:45,12-10-2021 09:00,138.2,985.7,None,28.4,0
12-10-2021 09:00,12-10-2021 09:15,316,985.8,None,29.3,0
12-10-2021 09:15,12-10-2021 09:30,357.4,985.9,None,30,0
12-10-2021 09:30,12-10-2021 09:45,395.6,985.9,None,30.7,0
12-10-2021 09:45,12-10-2021 10:00,426.3,986,None,31.4,0
12-10-2021 10:00,12-10-2021 10:15,457.5,986,None,32.1,0
12-10-2021 10:15,12-10-2021 10:30,482.4,986,None,32.8,0
12-10-2021 10:30,12-10-2021 10:45,500.6,986,None,33.5,0
12-10-2021 10:45,12-10-2021 11:00,516.7,985.9,None,34.3,0
12-10-2021 11:00,12-10-2021 11:15,536,985.7,None,34.9,0
12-10-2021 11:15,12-10-2021 11:30,553,985.5,None,35.8,0
12-10-2021 11:30,12-10-2021 11:45,570.8,985.4,None,36.5,0
12-10-2021 11:45,12-10-2021 12:00,572.9,985.2,None,36.5,0
12-10-2021 12:00,12-10-2021 12:15,581.4,985.1,None,36.5,0
12-10-2021 12:15,12-10-2021 12:30,580,984.8,None,36.4,0
12-10-2021 12:30,12-10-2021 12:45,579,984.6,None,36.9,0
12-10-2021 12:45,12-10-2021 13:00,567.8,984.4,None,36.4,0
12-10-2021 13:00,12-10-2021 13:15,548.1,984.1,None,36.4,0
12-10-2021 13:15,12-10-2021 13:30,527.6,983.9,None,36.4,0
12-10-2021 13:30,12-10-2021 13:45,278.9,983.6,None,36.7,0
12-10-2021 13:45,12-10-2021 14:00,136.8,983.2,None,36.7,0
12-10-2021 14:00,12-10-2021 14:15,330.4,983.1,None,36.5,0
12-10-2021 14:15,12-10-2021 14:30,420.1,983,None,36,0
12-10-2021 14:30,12-10-2021 14:45,247.4,982.7,None,35.3,0
12-10-2021 14:45,12-10-2021 15:00,78.3,982.6,None,35.1,0
12-10-2021 15:00,12-10-2021 15:15,80.8,982.6,None,34.7,0
12-10-2021 15:15,12-10-2021 15:30,56.9,982.5,None,34.5,0
12-10-2021 15:30,12-10-2021 15:45,47.7,982.5,None,34.4,0
12-10-2021 15:45,12-10-2021 16:00,43.5,982.5,None,34.2,0
12-10-2021 16:00,12-10-2021 16:15,36.2,982.6,None,34.1,0
12-10-2021 16:15,12-10-2021 16:30,32,982.4,None,33.8,0
12-10-2021 16:30,12-10-2021 16:45,33.6,982.5,None,33.5,0
12-10-2021 16:45,12-10-2021 17:00,26.1,982.5,None,33.3,0
12-10-2021 17:00,12-10-2021 17:15,20,982.4,None,32.8,0
12-10-2021 17:15,12-10-2021 17:30,14.8,982.5,None,32.3,0
12-10-2021 17:30,12-10-2021 17:45,9.4,982.5,None,31.7,0
12-10-2021 17:45,12-10-2021 18:00,5.1,982.5,None,31.3,0
12-10-2021 18:00,12-10-2021 18:15,3.6,982.6,None,30.8,0
12-10-2021 18:15,12-10-2021 18:30,3.4,982.8,None,30.1,0
12-10-2021 18:30,12-10-2021 18:45,3.1,982.8,None,29.2,0
12-10-2021 18:45,12-10-2021 19:00,2.9,982.9,None,27.5,0
12-10-2021 19:00,12-10-2021 19:15,3,983.1,None,26.8,0
12-10-2021 19:15,12-10-2021 19:30,3,983.2,None,25.8,0
12-10-2021 19:30,12-10-2021 19:45,3.3,983.5,None,25.8,0
12-10-2021 19:45,12-10-2021 20:00,3.5,983.7,None,25.7,0
12-10-2021 20:00,12-10-2021 20:15,3.3,983.8,None,25.3,0
12-10-2021 20:15,12-10-2021 20:30,3,983.8,None,25,0
12-10-2021 20:30,12-10-2021 20:45,3.1,983.9,None,25.2,0
12-10-2021 20:45,12-10-2021 21:00,3.5,984,None,24.8,0
12-10-2021 21:00,12-10-2021 21:15,3.2,984,None,24.7,0
12-10-2021 21:15,12-10-2021 21:30,3.1,984,None,24.3,0
12-10-2021 21:30,12-10-2021 21:45,3,984,None,24.1,0
12-10-2021 21:45,12-10-2021 22:00,3,984.2,None,24.1,0
12-10-2021 22:00,12-10-2021 22:15,3.5,984.5,None,24.2,0
12-10-2021 22:15,12-10-2021 22:30,3.2,984.3,None,23.8,0
12-10-2021 22:30,12-10-2021 22:45,3.2,984.4,None,23.4,0
12-10-2021 22:45,12-10-2021 23:00,3.6,984.5,None,23.6,0
12-10-2021 23:00,12-10-2021 23:15,3.4,984.4,None,23.3,0
12-10-2021 23:15,12-10-2021 23:30,3.7,984.5,None,23.4,0
12-10-2021 23:30,12-10-2021 23:45,3.7,984.5,None,22.8,0
12-10-2021 23:45,13-10-2021 00:00,3.4,984.4,None,22.7,0
13-10-2021 00:00,13-10-2021 00:15,2.9,984.3,None,22.3,0
13-10-2021 00:15,13-10-2021 00:30,3.2,984.4,None,22.1,0
13-10-2021 00:30,13-10-2021 00:45,3.4,984.5,None,21.9,0
13-10-2021 00:45,13-10-2021 01:00,3.4,984.5,None,21.5,0
13-10-2021 01:00,13-10-2021 01:15,3.1,984.4,None,21.3,0
13-10-2021 01:15,13-10-2021 01:30,2.9,984.3,None,21.2,0
13-10-2021 01:30,13-10-2021 01:45,3.1,984.3,None,21,0
13-10-2021 01:45,13-10-2021 02:00,3,984.4,None,20.9,0
13-10-2021 02:00,13-10-2021 02:15,2.9,984.3,None,20.8,0
13-10-2021 02:15,13-10-2021 02:30,2.9,984.3,None,21.6,0
13-10-2021 02:30,13-10-2021 02:45,3.1,984.4,None,20.9,0
13-10-2021 02:45,13-10-2021 03:00,2.9,984.3,None,20.9,0
13-10-2021 03:00,13-10-2021 03:15,3,984.3,None,21.7,0
13-10-2021 03:15,13-10-2021 03:30,2.9,984.3,None,22,0
13-10-2021 03:30,13-10-2021 03:45,3,984.4,None,21.4,0
13-10-2021 03:45,13-10-2021 04:00,3,984.3,None,21.1,0
13-10-2021 04:00,13-10-2021 04:15,3.2,984.6,None,20.3,0
13-10-2021 04:15,13-10-2021 04:30,3.3,984.6,None,20,0
13-10-2021 04:30,13-10-2021 04:45,3,984.6,None,20.3,0
13-10-2021 04:45,13-10-2021 05:00,3,984.7,None,20.4,0
13-10-2021 05:00,13-10-2021 05:15,3.2,984.8,None,20.3,0
13-10-2021 05:15,13-10-2021 05:30,3.2,984.8,None,20,0
13-10-2021 05:30,13-10-2021 05:45,3.1,984.8,None,19.7,0
13-10-2021 05:45,13-10-2021 06:00,3,984.8,None,20,0
13-10-2021 06:00,13-10-2021 06:15,3.3,985,None,20,0
13-10-2021 06:15,13-10-2021 06:30,4.8,985.2,None,19.8,0
13-10-2021 06:30,13-10-2021 06:45,9.6,985.4,None,19.6,0
13-10-2021 06:45,13-10-2021 07:00,16.8,985.6,None,19.4,0
13-10-2021 07:00,13-10-2021 07:15,24.8,985.9,None,19.8,0
13-10-2021 07:15,13-10-2021 07:30,33,986,None,20.3,0
13-10-2021 07:30,13-10-2021 07:45,40.4,986.2,None,21.4,0
13-10-2021 07:45,13-10-2021 08:00,48.2,986.3,None,22.9,0
13-10-2021 08:00,13-10-2021 08:15,57.3,986.4,None,24.2,0
13-10-2021 08:15,13-10-2021 08:30,65.8,986.3,None,25.1,0
13-10-2021 08:30,13-10-2021 08:45,77,986.4,None,26.2,0
13-10-2021 08:45,13-10-2021 09:00,169.5,986.5,None,27.4,0
13-10-2021 09:00,13-10-2021 09:15,295.2,986.5,None,27.9,0
13-10-2021 09:15,13-10-2021 09:30,349,986.6,None,28.9,0
13-10-2021 09:30,13-10-2021 09:45,380.4,986.6,None,29.4,0
13-10-2021 09:45,13-10-2021 10:00,414.8,986.7,None,29.6,0
13-10-2021 10:00,13-10-2021 10:15,445,986.7,None,29.9,0
13-10-2021 10:15,13-10-2021 10:30,473.8,986.7,None,30.8,0
13-10-2021 10:30,13-10-2021 10:45,501.5,986.6,None,30.6,0
13-10-2021 10:45,13-10-2021 11:00,528.1,986.5,None,31.2,0
13-10-2021 11:00,13-10-2021 11:15,561.4,986.3,None,31.7,0
13-10-2021 11:15,13-10-2021 11:30,572.5,986.2,None,31.9,0
13-10-2021 11:30,13-10-2021 11:45,592.5,986,None,32.5,0
13-10-2021 11:45,13-10-2021 12:00,590.8,985.8,None,32.5,0
13-10-2021 12:00,13-10-2021 12:15,597.1,985.7,None,33,0
13-10-2021 12:15,13-10-2021 12:30,595,985.5,None,32.8,0
13-10-2021 12:30,13-10-2021 12:45,582.7,985.3,None,33.4,0
13-10-2021 12:45,13-10-2021 13:00,558.9,985.1,None,33.4,0
13-10-2021 13:00,13-10-2021 13:15,539.5,984.8,None,33.3,0
13-10-2021 13:15,13-10-2021 13:30,527.4,984.7,None,33.6,0
13-10-2021 13:30,13-10-2021 13:45,301.7,984.5,None,34.3,0
13-10-2021 13:45,13-10-2021 14:00,139.2,984.3,None,34.1,0
13-10-2021 14:00,13-10-2021 14:15,344.3,984.1,None,33.4,0
13-10-2021 14:15,13-10-2021 14:30,396.6,983.9,None,33.5,0
13-10-2021 14:30,13-10-2021 14:45,240.3,983.6,None,33,0
13-10-2021 14:45,13-10-2021 15:00,84.6,983.3,None,32.7,0
13-10-2021 15:00,13-10-2021 15:15,75.8,983.3,None,32.5,0
13-10-2021 15:15,13-10-2021 15:30,57.5,983.2,None,32.4,0
13-10-2021 15:30,13-10-2021 15:45,49.4,983.2,None,32.2,0
13-10-2021 15:45,13-10-2021 16:00,44,983.2,None,32.1,0
13-10-2021 16:00,13-10-2021 16:15,38.7,983.2,None,31.9,0
13-10-2021 16:15,13-10-2021 16:30,34,983.3,None,31.7,0
13-10-2021 16:30,13-10-2021 16:45,34.8,983.3,None,31.5,0
13-10-2021 16:45,13-10-2021 17:00,26.6,983.3,None,31.5,0
13-10-2021 17:00,13-10-2021 17:15,20.3,983.4,None,31,0
13-10-2021 17:15,13-10-2021 17:30,14.6,983.3,None,30.3,0
13-10-2021 17:30,13-10-2021 17:45,8.9,983.3,None,29.6,0
13-10-2021 17:45,13-10-2021 18:00,5.2,983.5,None,28.8,0
13-10-2021 18:00,13-10-2021 18:15,3.5,983.5,None,27.4,0
13-10-2021 18:15,13-10-2021 18:30,3.3,983.6,None,26.2,0
13-10-2021 18:30,13-10-2021 18:45,3.4,983.7,None,25.3,0
13-10-2021 18:45,13-10-2021 19:00,3.1,983.9,None,24.7,0
13-10-2021 19:00,13-10-2021 19:15,2.9,984,None,24.2,0
13-10-2021 19:15,13-10-2021 19:30,3.2,984.2,None,23.9,0
13-10-2021 19:30,13-10-2021 19:45,2.9,984.3,None,23.5,0
13-10-2021 19:45,13-10-2021 20:00,2.9,984.4,None,23.6,0
13-10-2021 20:00,13-10-2021 20:15,3,984.6,None,23.5,0
13-10-2021 20:15,13-10-2021 20:30,3,984.8,None,23.1,0
13-10-2021 20:30,13-10-2021 20:45,3.4,985,None,23.1,0
13-10-2021 20:45,13-10-2021 21:00,3,984.9,None,22.8,0
13-10-2021 21:00,13-10-2021 21:15,2.9,984.9,None,22.7,0
13-10-2021 21:15,13-10-2021 21:30,2.9,984.9,None,22.3,0
13-10-2021 21:30,13-10-2021 21:45,3.1,985.1,None,22.2,0
13-10-2021 21:45,13-10-2021 22:00,2.9,985.1,None,22,0
13-10-2021 22:00,13-10-2021 22:15,2.9,985.1,None,21.9,0
13-10-2021 22:15,13-10-2021 22:30,2.9,985.1,None,21.5,0
13-10-2021 22:30,13-10-2021 22:45,3,985.2,None,21.6,0
13-10-2021 22:45,13-10-2021 23:00,3.1,985.2,None,21.8,0
13-10-2021 23:00,13-10-2021 23:15,3.2,985.3,None,21.3,0
13-10-2021 23:15,13-10-2021 23:30,3,985.2,None,20.8,0
13-10-2021 23:30,13-10-2021 23:45,3,985.2,None,20.5,0
13-10-2021 23:45,14-10-2021 00:00,3.2,985.2,None,20.4,0
14-10-2021 00:00,14-10-2021 00:15,3.4,985.2,None,20,0
14-10-2021 00:15,14-10-2021 00:30,3.2,985,None,20,0
14-10-2021 00:30,14-10-2021 00:45,3,985,None,20.1,0
14-10-2021 00:45,14-10-2021 01:00,3,985,None,20.2,0
14-10-2021 01:00,14-10-2021 01:15,3,984.9,None,20.4,0
14-10-2021 01:15,14-10-2021 01:30,3,984.9,None,20.1,0
14-10-2021 01:30,14-10-2021 01:45,3,984.8,None,19.9,0
14-10-2021 01:45,14-10-2021 02:00,2.9,984.7,None,19.6,0
14-10-2021 02:00,14-10-2021 02:15,3,984.7,None,19.3,0
14-10-2021 02:15,14-10-2021 02:30,3,984.7,None,19.2,0
14-10-2021 02:30,14-10-2021 02:45,3.1,984.7,None,19.1,0
14-10-2021 02:45,14-10-2021 03:00,3,984.6,None,18.9,0
14-10-2021 03:00,14-10-2021 03:15,3,984.5,None,19,0
14-10-2021 03:15,14-10-2021 03:30,3.3,984.6,None,19.1,0
14-10-2021 03:30,14-10-2021 03:45,3.2,984.5,None,19,0
14-10-2021 03:45,14-10-2021 04:00,3.1,984.5,None,18.4,0
14-10-2021 04:00,14-10-2021 04:15,3.1,984.6,None,18.2,0
14-10-2021 04:15,14-10-2021 04:30,3.1,984.7,None,18,0
14-10-2021 04:30,14-10-2021 04:45,3.2,984.8,None,17.9,0
14-10-2021 04:45,14-10-2021 05:00,3,984.8,None,17.9,0
14-10-2021 05:00,14-10-2021 05:15,3.2,985,None,17.6,0
14-10-2021 05:15,14-10-2021 05:30,3.1,985,None,17.5,0
14-10-2021 05:30,14-10-2021 05:45,3.1,985.1,None,17.5,0
14-10-2021 05:45,14-10-2021 06:00,3.2,985.3,None,17.4,0
14-10-2021 06:00,14-10-2021 06:15,3.4,985.4,None,17,0
14-10-2021 06:15,14-10-2021 06:30,4.8,985.4,None,17.1,0
14-10-2021 06:30,14-10-2021 06:45,9.6,985.5,None,17.2,0
14-10-2021 06:45,14-10-2021 07:00,16.7,985.6,None,17.6,0
14-10-2021 07:00,14-10-2021 07:15,24.7,985.8,None,18.1,0
14-10-2021 07:15,14-10-2021 07:30,32.2,985.9,None,18.9,0
14-10-2021 07:30,14-10-2021 07:45,39.7,985.9,None,20,0
14-10-2021 07:45,14-10-2021 08:00,47.5,986,None,21.5,0
14-10-2021 08:00,14-10-2021 08:15,57.7,986.1,None,22.8,0
14-10-2021 08:15,14-10-2021 08:30,65.6,986.3,None,23.8,0
14-10-2021 08:30,14-10-2021 08:45,82.2,986.3,None,24.8,0
14-10-2021 08:45,14-10-2021 09:00,145.7,986.4,None,25.5,0
14-10-2021 09:00,14-10-2021 09:15,273,986.5,None,26.3,0
14-10-2021 09:15,14-10-2021 09:30,354,986.6,None,27.3,0
14-10-2021 09:30,14-10-2021 09:45,384.7,986.6,None,27.8,0
14-10-2021 09:45,14-10-2021 10:00,420.9,986.5,None,28.8,0
14-10-2021 10:00,14-10-2021 10:15,457.5,986.5,None,29.4,0
14-10-2021 10:15,14-10-2021 10:30,486,986.5,None,30.2,0
14-10-2021 10:30,14-10-2021 10:45,521.5,986.4,None,31,0
14-10-2021 10:45,14-10-2021 11:00,546.4,986.3,None,31.3,0
14-10-2021 11:00,14-10-2021 11:15,564.3,986.2,None,31.4,0
14-10-2021 11:15,14-10-2021 11:30,577,986,None,31.6,0
14-10-2021 11:30,14-10-2021 11:45,583.8,985.8,None,32.6,0
14-10-2021 11:45,14-10-2021 12:00,584.6,985.7,None,32.8,0
14-10-2021 12:00,14-10-2021 12:15,586.4,985.5,None,32.9,0
14-10-2021 12:15,14-10-2021 12:30,599.6,985.3,None,32.9,0
14-10-2021 12:30,14-10-2021 12:45,588.3,985.1,None,33,0
14-10-2021 12:45,14-10-2021 13:00,586.8,984.9,None,33.3,0
14-10-2021 13:00,14-10-2021 13:15,559,984.8,None,32.8,0
14-10-2021 13:15,14-10-2021 13:30,535.7,984.6,None,32.9,0
14-10-2021 13:30,14-10-2021 13:45,343.3,984.4,None,33.1,0
14-10-2021 13:45,14-10-2021 14:00,136.8,984.1,None,32.9,0
14-10-2021 14:00,14-10-2021 14:15,279.2,984,None,33,0
14-10-2021 14:15,14-10-2021 14:30,418.9,983.9,None,33.2,0
14-10-2021 14:30,14-10-2021 14:45,290.3,983.7,None,32.4,0
14-10-2021 14:45,14-10-2021 15:00,122.6,983.4,None,32.1,0
14-10-2021 15:00,14-10-2021 15:15,90.9,983.2,None,31.9,0
14-10-2021 15:15,14-10-2021 15:30,67.9,983.1,None,31.8,0
14-10-2021 15:30,14-10-2021 15:45,59,983.2,None,31.7,0
14-10-2021 15:45,14-10-2021 16:00,50.7,983.2,None,31.6,0
14-10-2021 16:00,14-10-2021 16:15,42.6,983.1,None,31.5,0
14-10-2021 16:15,14-10-2021 16:30,38.2,983.1,None,31.4,0
14-10-2021 16:30,14-10-2021 16:45,37.6,983.2,None,31.2,0
14-10-2021 16:45,14-10-2021 17:00,28.5,983.2,None,30.9,0
14-10-2021 17:00,14-10-2021 17:15,22.1,983.1,None,30.6,0
14-10-2021 17:15,14-10-2021 17:30,16.4,982.9,None,29.9,0
14-10-2021 17:30,14-10-2021 17:45,10.6,983,None,29.1,0
14-10-2021 17:45,14-10-2021 18:00,5.5,983.1,None,27.9,0
14-10-2021 18:00,14-10-2021 18:15,3.2,983,None,26.1,0
14-10-2021 18:15,14-10-2021 18:30,2.8,983,None,25.2,0
14-10-2021 18:30,14-10-2021 18:45,2.8,983.1,None,24.4,0
14-10-2021 18:45,14-10-2021 19:00,2.8,983.2,None,24,0
14-10-2021 19:00,14-10-2021 19:15,2.9,983.3,None,23.6,0
14-10-2021 19:15,14-10-2021 19:30,2.8,983.4,None,23.3,0
14-10-2021 19:30,14-10-2021 19:45,3,983.7,None,23.1,0
14-10-2021 19:45,14-10-2021 20:00,3,984,None,22.5,0
14-10-2021 20:00,14-10-2021 20:15,3,984.1,None,22.2,0
14-10-2021 20:15,14-10-2021 20:30,2.9,984.1,None,21.9,0
14-10-2021 20:30,14-10-2021 20:45,2.9,984,None,21.6,0
14-10-2021 20:45,14-10-2021 21:00,2.9,984,None,21.4,0
14-10-2021 21:00,14-10-2021 21:15,3.1,984,None,21.2,0
14-10-2021 21:15,14-10-2021 21:30,3,984,None,20.7,0
14-10-2021 21:30,14-10-2021 21:45,3,984,None,20.3,0
14-10-2021 21:45,14-10-2021 22:00,3,983.9,None,20.1,0
14-10-2021 22:00,14-10-2021 22:15,3.2,983.9,None,20.1,0
14-10-2021 22:15,14-10-2021 22:30,2.9,983.8,None,19.8,0
14-10-2021 22:30,14-10-2021 22:45,3.1,983.8,None,19.9,0
14-10-2021 22:45,14-10-2021 23:00,3,983.6,None,19.6,0
14-10-2021 23:00,14-10-2021 23:15,2.9,983.6,None,19.6,0
14-10-2021 23:15,14-10-2021 23:30,3.3,983.8,None,19.2,0
14-10-2021 23:30,14-10-2021 23:45,3.4,983.8,None,18.8,0
14-10-2021 23:45,15-10-2021 00:00,2.9,983.5,None,18.9,0
15-10-2021 00:00,15-10-2021 00:15,2.8,983.3,None,19,0
15-10-2021 00:15,15-10-2021 00:30,3,983.3,None,18.9,0
15-10-2021 00:30,15-10-2021 00:45,3.1,983.2,None,19,0
15-10-2021 00:45,15-10-2021 01:00,3.1,983.2,None,18.2,0
15-10-2021 01:00,15-10-2021 01:15,3.1,983.1,None,18.2,0
15-10-2021 01:15,15-10-2021 01:30,3.1,983,None,18.2,0
15-10-2021 01:30,15-10-2021 01:45,3.2,983,None,17.9,0
15-10-2021 01:45,15-10-2021 02:00,3.2,983,None,17.9,0
15-10-2021 02:00,15-10-2021 02:15,3.3,983,None,17.8,0
15-10-2021 02:15,15-10-2021 02:30,3.2,982.8,None,17.7,0
15-10-2021 02:30,15-10-2021 02:45,3.1,982.8,None,17.8,0
15-10-2021 02:45,15-10-2021 03:00,3.1,982.7,None,17.7,0
15-10-2021 03:00,15-10-2021 03:15,3.1,982.6,None,17.4,0
15-10-2021 03:15,15-10-2021 03:30,3,982.5,None,17.3,0
15-10-2021 03:30,15-10-2021 03:45,3.1,982.5,None,17.2,0
15-10-2021 03:45,15-10-2021 04:00,3.2,982.5,None,17.1,0
15-10-2021 04:00,15-10-2021 04:15,3.1,982.4,None,16.9,0
15-10-2021 04:15,15-10-2021 04:30,3.2,982.5,None,16.8,0
15-10-2021 04:30,15-10-2021 04:45,3.2,982.5,None,16.8,0
15-10-2021 04:45,15-10-2021 05:00,3.1,982.4,None,16.7,0
15-10-2021 05:00,15-10-2021 05:15,3.3,982.6,None,16.7,0
15-10-2021 05:15,15-10-2021 05:30,3.4,982.8,None,16.3,0
15-10-2021 05:30,15-10-2021 05:45,3.3,982.8,None,16.2,0
15-10-2021 05:45,15-10-2021 06:00,3.3,983,None,16.2,0
15-10-2021 06:00,15-10-2021 06:15,3.5,983,None,16.1,0
15-10-2021 06:15,15-10-2021 06:30,5.4,983.1,None,16,0
15-10-2021 06:30,15-10-2021 06:45,10.8,983.2,None,16.2,0
15-10-2021 06:45,15-10-2021 07:00,19.7,983.3,None,16.6,0
15-10-2021 07:00,15-10-2021 07:15,28.5,983.2,None,17.1,0
15-10-2021 07:15,15-10-2021 07:30,37.5,983.5,None,17.9,0
15-10-2021 07:30,15-10-2021 07:45,45.8,983.6,None,18.7,0
15-10-2021 07:45,15-10-2021 08:00,53.5,983.7,None,20,0
15-10-2021 08:00,15-10-2021 08:15,61.9,983.8,None,21.2,0
15-10-2021 08:15,15-10-2021 08:30,71,984,None,22.1,0
15-10-2021 08:30,15-10-2021 08:45,81.2,984,None,23.1,0
15-10-2021 08:45,15-10-2021 09:00,241.3,984.1,None,24.6,0
15-10-2021 09:00,15-10-2021 09:15,420.6,984.1,None,25.9,0
15-10-2021 09:15,15-10-2021 09:30,468.7,984.2,None,26.4,0
15-10-2021 09:30,15-10-2021 09:45,506.7,984.2,None,27.6,0
15-10-2021 09:45,15-10-2021 10:00,545.1,984.1,None,28.5,0
15-10-2021 10:00,15-10-2021 10:15,522.2,984.1,None,29,0
15-10-2021 10:15,15-10-2021 10:30,601.4,984.1,None,30,0
15-10-2021 10:30,15-10-2021 10:45,633.1,984,None,30.5,0
15-10-2021 10:45,15-10-2021 11:00,661.7,983.9,None,31.4,0
15-10-2021 11:00,15-10-2021 11:15,675.9,983.7,None,31.4,0
15-10-2021 11:15,15-10-2021 11:30,686.8,983.6,None,32.4,0
15-10-2021 11:30,15-10-2021 11:45,703.2,983.5,None,32.7,0
15-10-2021 11:45,15-10-2021 12:00,705.3,983.2,None,32.2,0
15-10-2021 12:00,15-10-2021 12:15,712.5,983.1,None,33,0
15-10-2021 12:15,15-10-2021 12:30,705,982.8,None,32.8,0
15-10-2021 12:30,15-10-2021 12:45,700.9,982.7,None,33.3,0
15-10-2021 12:45,15-10-2021 13:00,693.8,982.5,None,33.2,0
15-10-2021 13:00,15-10-2021 13:15,665.4,982.2,None,33.6,0
15-10-2021 13:15,15-10-2021 13:30,645.6,982,None,33.6,0
15-10-2021 13:30,15-10-2021 13:45,526.2,981.7,None,33.8,0
15-10-2021 13:45,15-10-2021 14:00,272.7,981.5,None,34.1,0
15-10-2021 14:00,15-10-2021 14:15,461.6,981.4,None,34.3,0
15-10-2021 14:15,15-10-2021 14:30,513.5,981.3,None,34.6,0
15-10-2021 14:30,15-10-2021 14:45,322.6,981.2,None,33.4,0
15-10-2021 14:45,15-10-2021 15:00,110.8,980.9,None,32.9,0
15-10-2021 15:00,15-10-2021 15:15,83.9,980.8,None,32.6,0
15-10-2021 15:15,15-10-2021 15:30,65.8,980.7,None,32.4,0
15-10-2021 15:30,15-10-2021 15:45,54.7,980.6,None,32.2,0
15-10-2021 15:45,15-10-2021 16:00,47.9,980.6,None,31.6,0
15-10-2021 16:00,15-10-2021 16:15,43.1,980.5,None,31.9,0
15-10-2021 16:15,15-10-2021 16:30,39.5,980.5,None,31.4,0
15-10-2021 16:30,15-10-2021 16:45,34.6,980.5,None,31.3,0
15-10-2021 16:45,15-10-2021 17:00,28,980.5,None,31.3,0
15-10-2021 17:00,15-10-2021 17:15,21.3,980.5,None,31.1,0
15-10-2021 17:15,15-10-2021 17:30,15.4,980.6,None,30.3,0
15-10-2021 17:30,15-10-2021 17:45,9.3,980.7,None,29.5,0
15-10-2021 17:45,15-10-2021 18:00,5.1,980.7,None,28.1,0
15-10-2021 18:00,15-10-2021 18:15,3.6,980.8,None,27.3,0
15-10-2021 18:15,15-10-2021 18:30,3.7,980.9,None,26.8,0
15-10-2021 18:30,15-10-2021 18:45,3.6,981,None,26.1,0
15-10-2021 18:45,15-10-2021 19:00,3.6,981.1,None,25.4,0
15-10-2021 19:00,15-10-2021 19:15,3.6,981.2,None,25,0
15-10-2021 19:15,15-10-2021 19:30,3.7,981.4,None,24.5,0
15-10-2021 19:30,15-10-2021 19:45,3.5,981.5,None,23.7,0
15-10-2021 19:45,15-10-2021 20:00,3.2,981.6,None,22.9,0
15-10-2021 20:00,15-10-2021 20:15,3.4,981.7,None,22.7,0
15-10-2021 20:15,15-10-2021 20:30,3.2,981.8,None,22.6,0
15-10-2021 20:30,15-10-2021 20:45,3.4,981.9,None,22.3,0
15-10-2021 20:45,15-10-2021 21:00,3.7,982,None,22.2,0
15-10-2021 21:00,15-10-2021 21:15,3.5,982,None,22.3,0
15-10-2021 21:15,15-10-2021 21:30,3.3,982,None,21.7,0
15-10-2021 21:30,15-10-2021 21:45,3.2,982.1,None,21.4,0
15-10-2021 21:45,15-10-2021 22:00,3.2,982.1,None,21.3,0
15-10-2021 22:00,15-10-2021 22:15,3.1,982,None,21.3,0
15-10-2021 22:15,15-10-2021 22:30,3.2,982.1,None,21.1,0
