From Date,To Date,SR,BP,VWS,AT,RF
01-09-2021 00:00,01-09-2021 00:15,3.4,986,None,26.2,0
01-09-2021 00:15,01-09-2021 00:30,3.4,985.7,None,26.1,0
01-09-2021 00:30,01-09-2021 00:45,3.4,985.6,None,26,0
01-09-2021 00:45,01-09-2021 01:00,3.3,985.5,None,26,0
01-09-2021 01:00,01-09-2021 01:15,3.4,985.4,None,25.9,0
01-09-2021 01:15,01-09-2021 01:30,3.4,985.3,None,25.9,0
01-09-2021 01:30,01-09-2021 01:45,3.5,985.1,None,25.9,0
01-09-2021 01:45,01-09-2021 02:00,3.4,985,None,25.9,0
01-09-2021 02:00,01-09-2021 02:15,3.5,984.9,None,25.9,0
01-09-2021 02:15,01-09-2021 02:30,3.5,984.8,None,25.9,0
01-09-2021 02:30,01-09-2021 02:45,3.6,984.7,None,25.9,0
01-09-2021 02:45,01-09-2021 03:00,3.5,984.7,None,25.9,0
01-09-2021 03:00,01-09-2021 03:15,3.5,984.9,None,25.9,0
01-09-2021 03:15,01-09-2021 03:30,3.5,984.9,None,26,0
01-09-2021 03:30,01-09-2021 03:45,3.5,984.9,None,26.1,0
01-09-2021 03:45,01-09-2021 04:00,3.5,984.9,None,26,0
01-09-2021 04:00,01-09-2021 04:15,3.5,984.8,None,26.1,0
01-09-2021 04:15,01-09-2021 04:30,3.6,984.7,None,26.1,0
01-09-2021 04:30,01-09-2021 04:45,3.5,984.5,None,26.1,0
01-09-2021 04:45,01-09-2021 05:00,3.5,984.4,None,26,0
01-09-2021 05:00,01-09-2021 05:15,3.5,984.3,None,26,0
01-09-2021 05:15,01-09-2021 05:30,3.4,984.3,None,26,0
01-09-2021 05:30,01-09-2021 05:45,3.5,984.4,None,26,0
01-09-2021 05:45,01-09-2021 06:00,3.8,984.5,None,26.1,0
01-09-2021 06:00,01-09-2021 06:15,3.9,984.9,None,26.2,0
01-09-2021 06:15,01-09-2021 06:30,3.5,985.2,None,25.8,3.5
01-09-2021 06:30,01-09-2021 06:45,3.5,985.3,None,25.1,4.5
01-09-2021 06:45,01-09-2021 07:00,3.6,985.7,None,24.8,7.5
01-09-2021 07:00,01-09-2021 07:15,3.8,985.6,None,24.5,2.5
01-09-2021 07:15,01-09-2021 07:30,3.6,985.8,None,24,1.5
01-09-2021 07:30,01-09-2021 07:45,3.7,986,None,24.3,1
01-09-2021 07:45,01-09-2021 08:00,4.1,986.1,None,24.7,7
01-09-2021 08:00,01-09-2021 08:15,5.1,986,None,24.4,5
01-09-2021 08:15,01-09-2021 08:30,4.8,986.2,None,24.3,1.5
01-09-2021 08:30,01-09-2021 08:45,4.6,986.5,None,23.9,4.5
01-09-2021 08:45,01-09-2021 09:00,8,986.8,None,23.6,3.5
01-09-2021 09:00,01-09-2021 09:15,11.3,986.8,None,23.7,1
01-09-2021 09:15,01-09-2021 09:30,12,986.9,None,23.8,1.5
01-09-2021 09:30,01-09-2021 09:45,30.2,986.8,None,24.2,0.5
01-09-2021 09:45,01-09-2021 10:00,27.9,986.6,None,24.3,1.5
01-09-2021 10:00,01-09-2021 10:15,32.4,986.6,None,24.3,0.5
01-09-2021 10:15,01-09-2021 10:30,40.8,986.5,None,24.2,0.5
01-09-2021 10:30,01-09-2021 10:45,30.5,986.6,None,23.9,2.5
01-09-2021 10:45,01-09-2021 11:00,11.1,986.8,None,23.7,3.5
01-09-2021 11:00,01-09-2021 11:15,11.4,986.8,None,23.6,1.5
01-09-2021 11:15,01-09-2021 11:30,14.3,986.6,None,23.4,1.5
01-09-2021 11:30,01-09-2021 11:45,15.3,986.3,None,23.4,0.5
01-09-2021 11:45,01-09-2021 12:00,14.9,986.2,None,23.4,0
01-09-2021 12:00,01-09-2021 12:15,13.1,986,None,23.4,0
01-09-2021 12:15,01-09-2021 12:30,12,985.7,None,23.5,0
01-09-2021 12:30,01-09-2021 12:45,12.1,985.4,None,23.5,0
01-09-2021 12:45,01-09-2021 13:00,12.9,985.2,None,23.5,0
01-09-2021 13:00,01-09-2021 13:15,14.2,985,None,23.6,0
01-09-2021 13:15,01-09-2021 13:30,13.6,985,None,23.8,0
01-09-2021 13:30,01-09-2021 13:45,14.2,985,None,24.1,0.5
01-09-2021 13:45,01-09-2021 14:00,13.6,984.7,None,24.2,0.5
01-09-2021 14:00,01-09-2021 14:15,15.1,984.5,None,24.3,1
01-09-2021 14:15,01-09-2021 14:30,27.7,984.3,None,24.5,1.5
01-09-2021 14:30,01-09-2021 14:45,44.8,984.1,None,24.6,2
01-09-2021 14:45,01-09-2021 15:00,35.9,983.9,None,24.7,0
01-09-2021 15:00,01-09-2021 15:15,29.8,983.9,None,24.9,0
01-09-2021 15:15,01-09-2021 15:30,21.2,983.7,None,24.8,0
01-09-2021 15:30,01-09-2021 15:45,37.8,983.6,None,25,0
01-09-2021 15:45,01-09-2021 16:00,62.3,983.4,None,25.2,0
01-09-2021 16:00,01-09-2021 16:15,70,983.2,None,25.4,0
01-09-2021 16:15,01-09-2021 16:30,69.2,983,None,25.5,0
01-09-2021 16:30,01-09-2021 16:45,79.9,982.8,None,25.8,0
01-09-2021 16:45,01-09-2021 17:00,91.1,982.4,None,26,0
01-09-2021 17:00,01-09-2021 17:15,83,982.2,None,26.4,0
01-09-2021 17:15,01-09-2021 17:30,72.3,982,None,26.4,0
01-09-2021 17:30,01-09-2021 17:45,60.6,981.9,None,26.4,0
01-09-2021 17:45,01-09-2021 18:00,47.3,982,None,26.4,0
01-09-2021 18:00,01-09-2021 18:15,24.6,982.2,None,26.3,0
01-09-2021 18:15,01-09-2021 18:30,12.2,982.4,None,26,0
01-09-2021 18:30,01-09-2021 18:45,6.6,982.3,None,25.8,0
01-09-2021 18:45,01-09-2021 19:00,3.9,982.3,None,25.8,0
01-09-2021 19:00,01-09-2021 19:15,3.6,982.4,None,25.7,0
01-09-2021 19:15,01-09-2021 19:30,3.5,982.5,None,25.6,0
01-09-2021 19:30,01-09-2021 19:45,3.6,982.6,None,25.6,0
01-09-2021 19:45,01-09-2021 20:00,3.7,982.6,None,25.5,0
01-09-2021 20:00,01-09-2021 20:15,3.5,982.6,None,25.6,0
01-09-2021 20:15,01-09-2021 20:30,3.6,982.8,None,25.6,0
01-09-2021 20:30,01-09-2021 20:45,3.6,982.9,None,25.7,0
01-09-2021 20:45,01-09-2021 21:00,3.5,983.1,None,25.6,0
01-09-2021 21:00,01-09-2021 21:15,3.6,983.1,None,25.6,0
01-09-2021 21:15,01-09-2021 21:30,3.4,983,None,25.7,0
01-09-2021 21:30,01-09-2021 21:45,3,983.1,None,25.6,0
01-09-2021 21:45,01-09-2021 22:00,3.1,983.2,None,25.6,0
01-09-2021 22:00,01-09-2021 22:15,3,983.2,None,25.6,0
01-09-2021 22:15,01-09-2021 22:30,3,983.3,None,25.5,0
01-09-2021 22:30,01-09-2021 22:45,3,983.3,None,25.5,0
01-09-2021 22:45,01-09-2021 23:00,3.3,983.2,None,25.4,0
01-09-2021 23:00,01-09-2021 23:15,3.2,983.1,None,25.3,0
01-09-2021 23:15,01-09-2021 23:30,3.3,983,None,25.2,0
01-09-2021 23:30,01-09-2021 23:45,3.2,982.9,None,25.2,0
01-09-2021 23:45,02-09-2021 00:00,3.4,982.9,None,25.2,0
02-09-2021 00:00,02-09-2021 00:15,3.3,982.9,None,25,0
02-09-2021 00:15,02-09-2021 00:30,3.4,983,None,24.9,0
02-09-2021 00:30,02-09-2021 00:45,3.5,982.9,None,25.1,0
02-09-2021 00:45,02-09-2021 01:00,3.6,982.8,None,25.2,0
02-09-2021 01:00,02-09-2021 01:15,3.5,982.7,None,25.1,0
02-09-2021 01:15,02-09-2021 01:30,3.6,982.7,None,25.1,0
02-09-2021 01:30,02-09-2021 01:45,3.6,982.7,None,25.1,0
02-09-2021 01:45,02-09-2021 02:00,3.6,982.6,None,25,0
02-09-2021 02:00,02-09-2021 02:15,3.6,982.6,None,25.3,0
02-09-2021 02:15,02-09-2021 02:30,3.6,982.6,None,25.3,0
02-09-2021 02:30,02-09-2021 02:45,3.5,982.6,None,25.3,0
02-09-2021 02:45,02-09-2021 03:00,3.4,982.4,None,25.3,0
02-09-2021 03:00,02-09-2021 03:15,3.5,982.4,None,25.4,0
02-09-2021 03:15,02-09-2021 03:30,3.6,982.4,None,25.4,0
02-09-2021 03:30,02-09-2021 03:45,3.3,982.3,None,25.3,0
02-09-2021 03:45,02-09-2021 04:00,3.4,982.3,None,25.2,0
02-09-2021 04:00,02-09-2021 04:15,3.6,982.3,None,25.2,0
02-09-2021 04:15,02-09-2021 04:30,3.3,982.2,None,25,0
02-09-2021 04:30,02-09-2021 04:45,3.4,982.3,None,25,0
02-09-2021 04:45,02-09-2021 05:00,3.5,982.5,None,25,0
02-09-2021 05:00,02-09-2021 05:15,3.4,982.4,None,25.1,0
02-09-2021 05:15,02-09-2021 05:30,3,982.6,None,25.1,0
02-09-2021 05:30,02-09-2021 05:45,3.1,982.7,None,25.1,0
02-09-2021 05:45,02-09-2021 06:00,3.6,982.8,None,25.3,0
02-09-2021 06:00,02-09-2021 06:15,4.4,983,None,25.4,0
02-09-2021 06:15,02-09-2021 06:30,5.8,983.2,None,25.3,0
02-09-2021 06:30,02-09-2021 06:45,7,983.1,None,25.3,0
02-09-2021 06:45,02-09-2021 07:00,7.2,983.2,None,25.4,0.5
02-09-2021 07:00,02-09-2021 07:15,7.8,983.5,None,25.5,0
02-09-2021 07:15,02-09-2021 07:30,9.3,983.3,None,25.5,0
02-09-2021 07:30,02-09-2021 07:45,9.1,983.3,None,25.4,0
02-09-2021 07:45,02-09-2021 08:00,9.3,983.3,None,25.2,0.5
02-09-2021 08:00,02-09-2021 08:15,11.1,983.5,None,25,0.5
02-09-2021 08:15,02-09-2021 08:30,23.4,983.7,None,25,0
02-09-2021 08:30,02-09-2021 08:45,62.9,983.9,None,25.1,0
02-09-2021 08:45,02-09-2021 09:00,83.8,983.9,None,25,0
02-09-2021 09:00,02-09-2021 09:15,41.3,983.9,None,25.1,0
02-09-2021 09:15,02-09-2021 09:30,33.5,983.9,None,25.3,0
02-09-2021 09:30,02-09-2021 09:45,74.9,984,None,25.7,0
02-09-2021 09:45,02-09-2021 10:00,82.8,984.1,None,26.1,0
02-09-2021 10:00,02-09-2021 10:15,88.2,984.1,None,27.6,0
02-09-2021 10:15,02-09-2021 10:30,94.1,984.1,None,29,0
02-09-2021 10:30,02-09-2021 10:45,91.3,983.8,None,29.9,0
02-09-2021 10:45,02-09-2021 11:00,88.1,983.7,None,29.8,0
02-09-2021 11:00,02-09-2021 11:15,102.8,983.8,None,30.5,0
02-09-2021 11:15,02-09-2021 11:30,130.9,983.8,None,29.5,0
02-09-2021 11:30,02-09-2021 11:45,124.4,983.6,None,30.6,0
02-09-2021 11:45,02-09-2021 12:00,153.5,983.5,None,31.4,0
02-09-2021 12:00,02-09-2021 12:15,556.6,983.3,None,32.7,0
02-09-2021 12:15,02-09-2021 12:30,654.2,982.9,None,33.1,0
02-09-2021 12:30,02-09-2021 12:45,658.2,982.6,None,33.6,0
02-09-2021 12:45,02-09-2021 13:00,648.4,982.4,None,33.4,0
02-09-2021 13:00,02-09-2021 13:15,637.5,982.2,None,34.1,0
02-09-2021 13:15,02-09-2021 13:30,475,982,None,34.4,0
02-09-2021 13:30,02-09-2021 13:45,612.2,981.8,None,34.7,0
02-09-2021 13:45,02-09-2021 14:00,370.1,981.4,None,33.9,0
02-09-2021 14:00,02-09-2021 14:15,220.2,981.1,None,33.4,0
02-09-2021 14:15,02-09-2021 14:30,400.4,980.8,None,33.8,0
02-09-2021 14:30,02-09-2021 14:45,454.6,980.6,None,33.9,0
02-09-2021 14:45,02-09-2021 15:00,210,980.5,None,33.4,0
02-09-2021 15:00,02-09-2021 15:15,136.8,980.2,None,33.1,0
02-09-2021 15:15,02-09-2021 15:30,142.2,980,None,33.1,0
02-09-2021 15:30,02-09-2021 15:45,109.7,979.7,None,33,0
02-09-2021 15:45,02-09-2021 16:00,88.4,979.5,None,32.7,0
02-09-2021 16:00,02-09-2021 16:15,82.2,979.2,None,32.8,0
02-09-2021 16:15,02-09-2021 16:30,118.8,979.1,None,33,0
02-09-2021 16:30,02-09-2021 16:45,38.4,979.3,None,31.5,0
02-09-2021 16:45,02-09-2021 17:00,38.8,979.4,None,31,0
02-09-2021 17:00,02-09-2021 17:15,35.1,979.2,None,30.6,0
02-09-2021 17:15,02-09-2021 17:30,23,979.1,None,30.6,0
02-09-2021 17:30,02-09-2021 17:45,13.7,979.1,None,30.3,0
02-09-2021 17:45,02-09-2021 18:00,13,979,None,30,0
02-09-2021 18:00,02-09-2021 18:15,12.8,979,None,29.7,0
02-09-2021 18:15,02-09-2021 18:30,9.6,979.1,None,29.5,0
02-09-2021 18:30,02-09-2021 18:45,5.3,979.4,None,29.2,0
02-09-2021 18:45,02-09-2021 19:00,3.6,979.7,None,28.9,0
02-09-2021 19:00,02-09-2021 19:15,3.4,979.9,None,28.7,0
02-09-2021 19:15,02-09-2021 19:30,3.5,980,None,28.5,0
02-09-2021 19:30,02-09-2021 19:45,3.3,980.2,None,28.4,0
02-09-2021 19:45,02-09-2021 20:00,3.4,980.5,None,28.3,0
02-09-2021 20:00,02-09-2021 20:15,3.5,980.8,None,28.5,0
02-09-2021 20:15,02-09-2021 20:30,3.5,981,None,28.5,0
02-09-2021 20:30,02-09-2021 20:45,3.6,981.2,None,28.6,0
02-09-2021 20:45,02-09-2021 21:00,3.6,981.3,None,28.4,0
02-09-2021 21:00,02-09-2021 21:15,3.5,981.3,None,28.1,0
02-09-2021 21:15,02-09-2021 21:30,3.4,981.5,None,28.1,0
02-09-2021 21:30,02-09-2021 21:45,3.2,981.7,None,28.2,0
02-09-2021 21:45,02-09-2021 22:00,3.2,981.8,None,28.5,0
02-09-2021 22:00,02-09-2021 22:15,3.3,981.8,None,28.2,0
02-09-2021 22:15,02-09-2021 22:30,3.3,981.8,None,27.9,0
02-09-2021 22:30,02-09-2021 22:45,3.2,981.7,None,27.6,0
02-09-2021 22:45,02-09-2021 23:00,3.2,981.8,None,27.4,0
02-09-2021 23:00,02-09-2021 23:15,3.6,981.7,None,27.3,0
02-09-2021 23:15,02-09-2021 23:30,3.3,981.7,None,27.3,0
02-09-2021 23:30,02-09-2021 23:45,3.4,981.7,None,27.2,0
02-09-2021 23:45,03-09-2021 00:00,3.4,981.8,None,26.9,0
03-09-2021 00:00,03-09-2021 00:15,3.6,981.8,None,26.9,0
03-09-2021 00:15,03-09-2021 00:30,3.6,981.8,None,26.9,0
03-09-2021 00:30,03-09-2021 00:45,3.5,981.5,None,26.9,0
03-09-2021 00:45,03-09-2021 01:00,3.5,981.5,None,26.8,0
03-09-2021 01:00,03-09-2021 01:15,3.6,981.3,None,26.9,0
03-09-2021 01:15,03-09-2021 01:30,3.5,981.1,None,26.7,0
03-09-2021 01:30,03-09-2021 01:45,3.5,980.9,None,26.6,0
03-09-2021 01:45,03-09-2021 02:00,3.6,980.9,None,26.6,0
03-09-2021 02:00,03-09-2021 02:15,3.6,981,None,26.6,0
03-09-2021 02:15,03-09-2021 02:30,3.6,980.8,None,26.7,0
03-09-2021 02:30,03-09-2021 02:45,3.6,980.7,None,26.6,0
03-09-2021 02:45,03-09-2021 03:00,3.5,980.4,None,26.4,0
03-09-2021 03:00,03-09-2021 03:15,3.6,980.3,None,26.1,0
03-09-2021 03:15,03-09-2021 03:30,3.5,980.5,None,26,0
03-09-2021 03:30,03-09-2021 03:45,3.3,980.3,None,26.1,0
03-09-2021 03:45,03-09-2021 04:00,3.5,980.4,None,26.1,1
03-09-2021 04:00,03-09-2021 04:15,3.7,980.4,None,25.3,0
03-09-2021 04:15,03-09-2021 04:30,3.5,980.5,None,25.1,0
03-09-2021 04:30,03-09-2021 04:45,3.6,980.6,None,24.9,0
03-09-2021 04:45,03-09-2021 05:00,3.4,980.7,None,24.9,0
03-09-2021 05:00,03-09-2021 05:15,3.5,981,None,24.9,0
03-09-2021 05:15,03-09-2021 05:30,3.5,981,None,24.8,0
03-09-2021 05:30,03-09-2021 05:45,3.6,981,None,24.8,0
03-09-2021 05:45,03-09-2021 06:00,3.8,981.2,None,25,0
03-09-2021 06:00,03-09-2021 06:15,5.1,980.9,None,24.9,0
03-09-2021 06:15,03-09-2021 06:30,7.7,980.9,None,25,0
03-09-2021 06:30,03-09-2021 06:45,9.3,980.9,None,25,0
03-09-2021 06:45,03-09-2021 07:00,11.9,980.9,None,25.2,0
03-09-2021 07:00,03-09-2021 07:15,14.8,981,None,25.6,0
03-09-2021 07:15,03-09-2021 07:30,17.9,981,None,26.1,0
03-09-2021 07:30,03-09-2021 07:45,25.6,981,None,26.6,0
03-09-2021 07:45,03-09-2021 08:00,32,981.2,None,27.3,0
03-09-2021 08:00,03-09-2021 08:15,64.5,981.2,None,28.2,0
03-09-2021 08:15,03-09-2021 08:30,109,981.3,None,29,0
03-09-2021 08:30,03-09-2021 08:45,137.1,981.3,None,29.7,0
03-09-2021 08:45,03-09-2021 09:00,205.5,981.3,None,30.5,0
03-09-2021 09:00,03-09-2021 09:15,178.6,981.5,None,30.7,0
03-09-2021 09:15,03-09-2021 09:30,255,981.5,None,30.8,0
03-09-2021 09:30,03-09-2021 09:45,219.7,981.7,None,31.3,0
03-09-2021 09:45,03-09-2021 10:00,203.5,981.7,None,31.9,0
03-09-2021 10:00,03-09-2021 10:15,172.1,981.7,None,31.8,0
03-09-2021 10:15,03-09-2021 10:30,323.3,981.8,None,31.6,0
03-09-2021 10:30,03-09-2021 10:45,279.2,981.7,None,32.2,0
03-09-2021 10:45,03-09-2021 11:00,333.1,981.5,None,32.5,0
03-09-2021 11:00,03-09-2021 11:15,260.2,981.3,None,33.1,0
03-09-2021 11:15,03-09-2021 11:30,565.9,981.1,None,33.3,0
03-09-2021 11:30,03-09-2021 11:45,598.7,981,None,33.5,0
03-09-2021 11:45,03-09-2021 12:00,397.2,980.8,None,33.7,0
03-09-2021 12:00,03-09-2021 12:15,148.9,980.6,None,32.9,0
03-09-2021 12:15,03-09-2021 12:30,336.9,980.5,None,33.2,0
03-09-2021 12:30,03-09-2021 12:45,374,980.3,None,33.7,0
03-09-2021 12:45,03-09-2021 13:00,475.2,980.1,None,34.1,0
03-09-2021 13:00,03-09-2021 13:15,433,979.9,None,34.1,0
03-09-2021 13:15,03-09-2021 13:30,327.4,979.7,None,33.9,0
03-09-2021 13:30,03-09-2021 13:45,514.6,979.4,None,34.3,0
03-09-2021 13:45,03-09-2021 14:00,479.4,979.3,None,34.3,0
03-09-2021 14:00,03-09-2021 14:15,414.4,979,None,34.1,0
03-09-2021 14:15,03-09-2021 14:30,316.3,978.8,None,33.8,0
03-09-2021 14:30,03-09-2021 14:45,185.3,978.7,None,33.5,0
03-09-2021 14:45,03-09-2021 15:00,89.3,978.2,None,33.6,0
03-09-2021 15:00,03-09-2021 15:15,45.1,978,None,33,0
03-09-2021 15:15,03-09-2021 15:30,37.8,977.9,None,32.2,0
03-09-2021 15:30,03-09-2021 15:45,28.2,977.8,None,31.8,0
03-09-2021 15:45,03-09-2021 16:00,15.2,977.8,None,31,0
03-09-2021 16:00,03-09-2021 16:15,29.6,977.8,None,30.3,0
03-09-2021 16:15,03-09-2021 16:30,54.6,977.8,None,29.8,0
03-09-2021 16:30,03-09-2021 16:45,39.6,977.9,None,30.1,0
03-09-2021 16:45,03-09-2021 17:00,34.1,977.9,None,30,0
03-09-2021 17:00,03-09-2021 17:15,22.9,977.8,None,29.7,0
03-09-2021 17:15,03-09-2021 17:30,22.4,978,None,29.4,0
03-09-2021 17:30,03-09-2021 17:45,16.9,978.1,None,29.1,0
03-09-2021 17:45,03-09-2021 18:00,11.4,978.1,None,29,0
03-09-2021 18:00,03-09-2021 18:15,None,None,None,None,None
03-09-2021 18:15,03-09-2021 18:30,None,None,None,None,None
03-09-2021 18:30,03-09-2021 18:45,None,None,None,None,None
03-09-2021 18:45,03-09-2021 19:00,None,None,None,None,None
03-09-2021 19:00,03-09-2021 19:15,None,None,None,None,None
03-09-2021 19:15,03-09-2021 19:30,None,None,None,None,None
03-09-2021 19:30,03-09-2021 19:45,None,None,None,None,None
03-09-2021 19:45,03-09-2021 20:00,None,None,None,None,None
03-09-2021 20:00,03-09-2021 20:15,None,None,None,None,None
03-09-2021 20:15,03-09-2021 20:30,None,None,None,None,None
03-09-2021 20:30,03-09-2021 20:45,None,None,None,None,None
03-09-2021 20:45,03-09-2021 21:00,None,None,None,None,None
03-09-2021 21:00,03-09-2021 21:15,None,None,None,None,None
03-09-2021 21:15,03-09-2021 21:30,None,None,None,None,None
03-09-2021 21:30,03-09-2021 21:45,None,None,None,None,None
03-09-2021 21:45,03-09-2021 22:00,None,None,None,None,None
03-09-2021 22:00,03-09-2021 22:15,None,None,None,None,None
03-09-2021 22:15,03-09-2021 22:30,None,None,None,None,None
03-09-2021 22:30,03-09-2021 22:45,None,None,None,None,None
03-09-2021 22:45,03-09-2021 23:00,None,None,None,None,None
03-09-2021 23:00,03-09-2021 23:15,None,None,None,None,None
03-09-2021 23:15,03-09-2021 23:30,None,None,None,None,None
03-09-2021 23:30,03-09-2021 23:45,None,None,None,None,None
03-09-2021 23:45,04-09-2021 00:00,None,None,None,None,None
04-09-2021 00:00,04-09-2021 00:15,None,None,None,None,None
04-09-2021 00:15,04-09-2021 00:30,None,None,None,None,None
04-09-2021 00:30,04-09-2021 00:45,None,None,None,None,None
04-09-2021 00:45,04-09-2021 01:00,None,None,None,None,None
04-09-2021 01:00,04-09-2021 01:15,None,None,None,None,None
04-09-2021 01:15,04-09-2021 01:30,None,None,None,None,None
04-09-2021 01:30,04-09-2021 01:45,None,None,None,None,None
04-09-2021 01:45,04-09-2021 02:00,None,None,None,None,None
04-09-2021 02:00,04-09-2021 02:15,None,None,None,None,None
04-09-2021 02:15,04-09-2021 02:30,None,None,None,None,None
04-09-2021 02:30,04-09-2021 02:45,None,None,None,None,None
04-09-2021 02:45,04-09-2021 03:00,None,None,None,None,None
04-09-2021 03:00,04-09-2021 03:15,None,None,None,None,None
04-09-2021 03:15,04-09-2021 03:30,None,None,None,None,None
04-09-2021 03:30,04-09-2021 03:45,None,None,None,None,None
04-09-2021 03:45,04-09-2021 04:00,None,None,None,None,None
04-09-2021 04:00,04-09-2021 04:15,None,None,None,None,None
04-09-2021 04:15,04-09-2021 04:30,None,None,None,None,None
04-09-2021 04:30,04-09-2021 04:45,None,None,None,None,None
04-09-2021 04:45,04-09-2021 05:00,None,None,None,None,None
04-09-2021 05:00,04-09-2021 05:15,None,None,None,None,None
04-09-2021 05:15,04-09-2021 05:30,None,None,None,None,None
04-09-2021 05:30,04-09-2021 05:45,None,None,None,None,None
04-09-2021 05:45,04-09-2021 06:00,None,None,None,None,None
04-09-2021 06:00,04-09-2021 06:15,None,None,None,None,None
04-09-2021 06:15,04-09-2021 06:30,None,None,None,None,None
04-09-2021 06:30,04-09-2021 06:45,None,None,None,None,None
04-09-2021 06:45,04-09-2021 07:00,None,None,None,None,None
04-09-2021 07:00,04-09-2021 07:15,None,None,None,None,None
04-09-2021 07:15,04-09-2021 07:30,None,None,None,None,None
04-09-2021 07:30,04-09-2021 07:45,None,None,None,None,None
04-09-2021 07:45,04-09-2021 08:00,None,None,None,None,None
04-09-2021 08:00,04-09-2021 08:15,None,None,None,None,None
04-09-2021 08:15,04-09-2021 08:30,None,None,None,None,None
04-09-2021 08:30,04-09-2021 08:45,None,None,None,None,None
04-09-2021 08:45,04-09-2021 09:00,None,None,None,None,None
04-09-2021 09:00,04-09-2021 09:15,None,None,None,None,None
04-09-2021 09:15,04-09-2021 09:30,None,None,None,None,None
04-09-2021 09:30,04-09-2021 09:45,None,None,None,None,None
04-09-2021 09:45,04-09-2021 10:00,None,None,None,None,None
04-09-2021 10:00,04-09-2021 10:15,None,None,None,None,None
04-09-2021 10:15,04-09-2021 10:30,None,None,None,None,None
04-09-2021 10:30,04-09-2021 10:45,None,None,None,None,None
04-09-2021 10:45,04-09-2021 11:00,None,None,None,None,None
04-09-2021 11:00,04-09-2021 11:15,None,None,None,None,None
04-09-2021 11:15,04-09-2021 11:30,None,None,None,None,None
04-09-2021 11:30,04-09-2021 11:45,None,None,None,None,None
04-09-2021 11:45,04-09-2021 12:00,None,None,None,None,None
04-09-2021 12:00,04-09-2021 12:15,None,None,None,None,None
04-09-2021 12:15,04-09-2021 12:30,None,None,None,None,None
04-09-2021 12:30,04-09-2021 12:45,142,981.3,None,31.9,0
04-09-2021 12:45,04-09-2021 13:00,12.4,981.5,None,27.8,11.5
04-09-2021 13:00,04-09-2021 13:15,20.9,981.6,None,24.8,4.5
04-09-2021 13:15,04-09-2021 13:30,41.7,981.4,None,24.8,0
04-09-2021 13:30,04-09-2021 13:45,49.7,980.9,None,25,0
04-09-2021 13:45,04-09-2021 14:00,61,980.6,None,25.5,0
04-09-2021 14:00,04-09-2021 14:15,71.2,980.2,None,26.1,0
04-09-2021 14:15,04-09-2021 14:30,85.8,979.9,None,26.4,0
04-09-2021 14:30,04-09-2021 14:45,101.7,979.9,None,26.7,0
04-09-2021 14:45,04-09-2021 15:00,123.4,979.6,None,27.2,0
04-09-2021 15:00,04-09-2021 15:15,134.4,979.7,None,28,0
04-09-2021 15:15,04-09-2021 15:30,156.6,979.4,None,28.8,0
04-09-2021 15:30,04-09-2021 15:45,146.4,979.2,None,29.7,0
04-09-2021 15:45,04-09-2021 16:00,150.6,978.9,None,30,0
04-09-2021 16:00,04-09-2021 16:15,126.9,978.7,None,30.3,0
04-09-2021 16:15,04-09-2021 16:30,54.9,978.7,None,29.8,0
04-09-2021 16:30,04-09-2021 16:45,24.9,978.8,None,29.4,0
04-09-2021 16:45,04-09-2021 17:00,31.9,978.7,None,29,0
04-09-2021 17:00,04-09-2021 17:15,33.4,978.3,None,28.8,0
04-09-2021 17:15,04-09-2021 17:30,26.4,978.4,None,28.5,0
04-09-2021 17:30,04-09-2021 17:45,18.1,978.5,None,28.2,0
04-09-2021 17:45,04-09-2021 18:00,13.4,978.5,None,28,0
04-09-2021 18:00,04-09-2021 18:15,9.4,978.5,None,27.8,0
04-09-2021 18:15,04-09-2021 18:30,6.3,978.7,None,27.6,0
04-09-2021 18:30,04-09-2021 18:45,5.5,978.7,None,27.5,0
04-09-2021 18:45,04-09-2021 19:00,3.9,978.7,None,27.3,0
04-09-2021 19:00,04-09-2021 19:15,3.7,978.7,None,27.2,0
04-09-2021 19:15,04-09-2021 19:30,3.3,978.7,None,27.3,0
04-09-2021 19:30,04-09-2021 19:45,3.4,978.8,None,27.3,0
04-09-2021 19:45,04-09-2021 20:00,3.6,979,None,27.1,0
04-09-2021 20:00,04-09-2021 20:15,3.5,979,None,27,0
04-09-2021 20:15,04-09-2021 20:30,3.4,979.1,None,26.8,0
04-09-2021 20:30,04-09-2021 20:45,3.5,979.3,None,26.9,0
04-09-2021 20:45,04-09-2021 21:00,3.3,979.3,None,26.7,0
04-09-2021 21:00,04-09-2021 21:15,3.3,979.4,None,26.8,0
04-09-2021 21:15,04-09-2021 21:30,3.2,979.5,None,26.8,0
04-09-2021 21:30,04-09-2021 21:45,3.2,979.7,None,26.8,0
04-09-2021 21:45,04-09-2021 22:00,3.2,979.8,None,26.5,0
04-09-2021 22:00,04-09-2021 22:15,3,979.8,None,26.4,0
04-09-2021 22:15,04-09-2021 22:30,3.1,980,None,26.4,0
04-09-2021 22:30,04-09-2021 22:45,3,980,None,26.3,0
04-09-2021 22:45,04-09-2021 23:00,3.1,979.9,None,26.4,0
04-09-2021 23:00,04-09-2021 23:15,3.2,979.9,None,26.7,0
04-09-2021 23:15,04-09-2021 23:30,3.2,980.1,None,26.8,0
04-09-2021 23:30,04-09-2021 23:45,3.2,980.2,None,26.7,0
