PlaceName,latitude,longitude
Ashrafpur Rāghu Ashrafpur Raghu ,29.44586,78.45758
Mollāwāla Mollawala Aurangzebpur Hardas Aurangzebpur Hardās Mollawala Mollāwāla,29.46772,78.44467
Hāji Husainpur Haji Husainpur ,29.46361,78.44818
Nainpur Nainpur ,29.46044,78.45037
Hakīkatpur Mathura Hakikatpur Mathura ,29.45427,78.44797
Lāl Muhammadpur Lal Muhammadpur ,29.44037,78.45458
Shawānīpur Shawanipur ,29.44168,78.4635
Būrāwāla Burawala ,29.43876,78.46424
Kāzīpur Ajma Kazipur Ajma ,29.46656,78.42334
Nejūwāli Gaonri Nejuwali Gaonri ,29.42946,78.4339
Kasba Kotra Kasba Kotra ,29.42848,78.4475
Gaonri Gaonri Gaonri Sarifpur Khoruj Sarīfpur Khorūj,29.43424,78.41111
Kālakheri Kalakheri ,29.4268,78.41398
Gaonri Gaonri ,29.47157,78.40548
Khushālpur Matheri Khushalpur Matheri ,29.46955,78.40363
Niāmatpur Niamatpur ,29.46791,78.38793
Abdullāhpur Abdullahpur Abdullahpur Abdullāhpur Malakpur Abdullah Malakpur Abdullāh,29.46358,78.40106
Takīpur Narottam Takipur Narottam ,29.45259,78.39424
Shekhpura Turk Shekhpura Turk ,29.45248,78.38703
Kīratpur Branch Kiratpur Branch ,29.39529,78.40591
Chak Nārangi Chak Narangi ,29.46157,78.38554
Jalālpur Sultān Jalalpur Sultan ,29.46197,78.3669
Shāh Alīpur Shah Alipur ,29.45517,78.37115
Hariāwāla Hariawala ,29.45446,78.36034
Jītpura Palari Jitpura Palari Hakikatpur Sahsun Hakīkatpur Sahsun Jitpura Palari Jītpura Palari,29.44512,78.38961
Kalānpur Jamāl Kalanpur Jamal ,29.4465,78.40441
Mubārakpur Sahārn Mubarakpur Saharn ,29.45861,78.34128
Daultābād Daultabad Daultabad Daultābād,29.45472,78.35325
Sarāi Sarai ,29.44583,78.33849
Mīlakpur Milakpur Kaduspur Kadūspur Milakpur Mīlakpur,29.44792,78.3248
Rājopur Sādāt Rajopur Sadat ,29.45315,78.31905
Mughalpura Mughalpura Aurangzebpur Mahmud Aurangzebpur Mahmūd Mughalpura,29.45741,78.32317
Saidpuri Saidpuri ,29.45625,78.31519
Thepur Thepur Purushotarnpur Thepur,29.46189,78.31167
Gaonri Gaonri ,29.45961,78.30575
Samaspur Khora Samaspur Khora ,29.45726,78.30863
Lālpur Lalpur ,29.45027,78.30626
Hakīkatpur Hakikatpur ,29.45928,78.29351
Gopālpur Gopalpur ,29.46178,78.29583
Jalālpur Sultān Jalalpur Sultan ,29.44627,78.28669
Hardāspur Māde Hardaspur Made ,29.44237,78.29932
Musepur Musepur ,29.43889,78.32331
Chāndpura Chandpura ,29.47102,78.29705
Īsāpur Isapur ,29.46664,78.28618
Kusyāki Kusyaki ,29.45861,78.28047
Nandpur Nandpur ,29.45311,78.28351
Kumhera Kumhera ,29.45012,78.2673
Gāzīpur Gazipur ,29.45932,78.26171
Barhāpura Barhapura ,29.46111,78.25656
Ālūwāla Aluwala ,29.43876,78.25605
Begāwāla Begawala ,29.43228,78.25402
Ganaura Ganaura ,29.44467,78.28326
Pīpal Sana Pipal Sana ,29.43173,78.27223
Hakīkatpur Hakikatpur Hakikatpur Hakīkatpur Jiwanpur Jīwanpur,29.4328,78.2905
Sādīpur Sadipur ,29.4257,78.26934
Manīrāmpur Manirampur ,29.42578,78.30436
Gadheli Gadheli ,29.43056,78.25342
Maheshwari Jat Maheshwari Jat ,29.42714,78.31248
Islāmpur Bishnoi Islampur Bishnoi ,29.42428,78.3147
Dehri Dehri Dehri Nuralipur Bhagwant Nūrālīpur Bhagwant,29.42178,78.30239
Alīpur Mān Alipur Man ,29.41905,78.33389
Gārabpur Garabpur ,29.42327,78.33217
Rahmānpur Rahmanpur Mauzampur Harbans Rahmanpur Rahmānpur,29.43168,78.3323
Banwārīpur Banwaripur ,29.42907,78.33968
Kotwāli Kotwali ,29.43079,78.35835
Lakra Lakra ,29.42282,78.35045
Pitanheri Pitanheri ,29.42264,78.35895
Hīrāpur Māli Hirapur Mali ,29.43871,78.34882
Sabdalpur Sabdalpur Gaunspur Sabdalpur,29.44211,78.34633
Khānpur Khanpur Hirawala Hīrāwāla Khanpur Khānpur,29.44203,78.36436
Barhāpura Barhapura Barhapura Barhāpura Hempur Malak,29.42447,78.36487
Roshanpur Roshanpur ,29.43564,78.37505
Motīpur Kīrat Motipur Kirat ,29.44005,78.37694
Mirza Alīpur Bhāra Mirza Alipur Bhara ,29.42529,78.39504
Delpura Nannu Delpura Nannu ,29.42645,78.39526
Hargaon Chāndan Hargaon Chandan ,29.42806,78.40762
Petra Petra Petra Rampur Das Rāmpur Dās,29.43415,78.40804
Irfān Alīpur Irfan Alipur ,29.41815,78.40345
Kīratpur Kiratpur ,29.41675,78.41401
Kishanpur Khemān Kishanpur Kheman ,29.4195,78.40405
Karaunda Karaunda Chaudhar Karaunda,29.42024,78.36985
Karaunda Karaunda Karaunda Pachdu,29.41609,78.36843
Bhīmpura Bhimpura Bhawanpur Kalan Bhawanpur Kalān Bhimpura Bhīmpura,29.41598,78.38813
Afzalpur Ghāzi Afzalpur Ghazi ,29.41037,78.3895
Shāhbāzpur Shahbazpur ,29.40873,78.36487
Dālam Nagla Dalam Nagla ,29.40664,78.37638
Dhīwāheri Dhiwaheri Begampur Chaimal Dhiwaheri Dhīwāheri,29.40993,78.39671
Mausanpur Sulemān Sakhopur Mausanpur Suleman Sakhopur ,29.40858,78.41496
Asdullāhpur Kaliyān Asdullahpur Kaliyan ,29.42214,78.41551
Hasan Alīpur Bhogan Hasan Alipur Bhogan ,29.42193,78.43071
Ghansūrpur Amrauli Ghansurpur Amrauli ,29.42193,78.43851
Alīgarh Aligarh ,29.41714,78.44533
Lālwāla Lalwala Lalwala Lālwāla Saidpur Muhammad,29.41602,78.43083
Pādhoi Nadi Padhoi Nadi ,29.3535,78.49984
Nagīna Gaonri Nagina Gaonri ,29.42932,78.45749
Gaonri Gaonri ,29.42514,78.46602
Gaonri Khās Gaonri Khas ,29.43116,78.45753
Ali Shāhpur Ali Shahpur ,29.42088,78.46809
Fatehpur Fatehpur ,29.41752,78.46933
Talīrāmpur Talirampur ,29.42269,78.49349
Ādampur Takauli Adampur Takauli ,29.41049,78.48864
Gaonri Gaonri Gaonri Shahalipur Chatru Shāhalīpur Chatru,29.3971,78.47645
Imāmpur Tigri Imampur Tigri ,29.39261,78.4777
Mankāwāla Mankawala Khanpur Manak Khānpur Manak Mankawala Mankāwāla,29.39142,78.47864
Kamālpur Puraini Kamalpur Puraini ,29.41071,78.45221
Shāh Kamāl Shah Kamal ,29.39983,78.44774
Dilpur Dilpur ,29.39205,78.43345
Saidkheri Saidkheri Saidkheri,29.41157,78.43431
Dharmsa Nagli Dharmsa Nagli ,29.40835,78.42105
Dilpura Dilpura Abdul Azizpur Abdul Azīzpur Dilpura,29.40585,78.43615
Korāwāla Korawala Abdipur Koliyan Abdīpur Koliyān Korawala Korāwāla,29.40301,78.42366
Haru Nagla Haru Nagla Haru Nagla Mathera Chauhan Mathera Chauhān,29.39108,78.42169
Alīpur Alipur ,29.39968,78.41289
Bhorāpur Bhorapur Bhorapur Bhorāpur Mustafapur Mustafāpur,29.39146,78.41564
Kālūwāla Kaluwala Kaluwala Kālūwāla Mathurapur Mathurāpur,29.39243,78.401
Nainpura Surāj Nainpura Suraj Alipur Ganga Alīpur Ganga Nainpura Suraj Nainpura Surāj,29.4005,78.40749
Nalanpura Minor Nalanpura Minor ,29.38723,78.40573
Hakīkatpur Gobind Hakikatpur Gobind ,29.38639,78.43697
Hempur Hempur Hempur Mauzampur Diyal Mauzampur Diyāl,29.39946,78.38032
Muhammadpur Taki Muhammadpur Taki Muhammadpur Taki Narayani Shernagar Nārāyani Shernagar,29.40402,78.3886
Bānkheri Bankheri Anandkheri Bankheri Bānkheri Ānandkheri,29.39271,78.38912
Hasan Alīpur Khandu Baghāla Hasan Alipur Khandu Baghala Hasan Alipur Khandu Baghala Hasan Alīpur Khandu Baghāla Mamrajpur Māmrājpur,29.3805,78.40114
Phulsandi Phulsandi ,29.38243,78.38732
Mahmūdpur Nārāyan Mahmudpur Narayan ,29.39523,78.3696
Phulsanda Khākam Phulsanda Khakam ,29.38136,78.37011
Alīnagar Alinagar Alinagar Alīnagar Ibrahimpur Sado Ibrāhīmpur Sādo,29.38537,78.35153
Phulsanda Hīra Phulsanda Hira ,29.38312,78.36972
Muzaffarpur Devīdās Muzaffarpur Devidas ,29.37986,78.36449
Dhakaula Dhakaula ,29.38813,78.35222
Mahmūdpur Bahuta Mahmudpur Bahuta ,29.40222,78.36397
Jhalri Jhalri ,29.41093,78.35019
Jalpura Jalpura ,29.41277,78.35079
Randāwāla Randawala Jagannatipur Jagannātipur Randawala Randāwāla,29.40174,78.3544
Mārewāla Marewala ,29.40862,78.33586
Mansūri Mansuri ,29.41348,78.32801
Chandupura Chandupura ,29.40746,78.32861
Sunpata Sunpata ,29.40039,78.32732
Khurampur Kharak Khurampur Kharak ,29.41396,78.32088
Malakpur Dehri Malakpur Dehri ,29.40316,78.31294
Chhajūpura Chhajupura ,29.40144,78.30634
Lakhūwāla Lakhuwala Lakhuwala Lakhūwāla Rasulpur Jagan Rasūlpur Jāgan,29.39718,78.29728
Pehrūwāla Pehruwala Karto Nagli Pehruwala Pehrūwāla,29.41213,78.30106
Mālīwāla Maliwala Islampur Lalu Islāmpur Lālu Maliwala Mālīwāla,29.41232,78.28291
Barūki Baruki ,29.40592,78.26372
Bākar Nagla Bakar Nagla ,29.40413,78.28634
Shāhpur Saidu Shahpur Saidu ,29.39662,78.27853
Islāmpur Thambuchāu Islampur Thambuchau ,29.39089,78.26758
Ugrāwāla Ugrawala Muzaffrabad Muzaffrābād Ugrawala Ugrāwāla,29.39231,78.25634
Fatehpur Fatehpur ,29.38084,78.26518
Umri Umri ,29.38622,78.27926
Ibrāhīmpur Khandsāl Ibrahimpur Khandsal ,29.37743,78.26677
Baibalpur Baibalpur ,29.37683,78.25685
Rāghūrāmpur Raghurampur Nayagaon Nayāgaon Raghurampur Rāghūrāmpur,29.37552,78.26913
Farīdpur Nizām Faridpur Nizam ,29.37205,78.27904
Khurdi Khurdi ,29.37425,78.28831
Bankhala Bankhala ,29.39119,78.30393
Gaonri Gaonri Gaonri Hakimpur Dulla Hakīmpur Dulla,29.39198,78.31998
Mahuwa Mahuwa ,29.38076,78.31127
Kakāla Kakala ,29.38581,78.32522
Dāmodar Damodar Damodar Dāmodar Lallawala Alipur Lallāwāla Alīpur,29.39071,78.34632
Nawāda Nawada ,29.37624,78.33516
Aurangzebpur Sembal Aurangzebpur Sembal ,29.38108,78.42315
Nūrpur Hatti Nurpur Hatti ,29.37777,78.42212
Giyānpur Giyanpur ,29.37394,78.40444
Saldpuri Mahīchand Saldpuri Mahichand ,29.38325,78.43636
Jamalpur Bāngar Jamalpur Bangar ,29.38289,78.44543
Kalyānpur Kalyanpur Jatipur Jatīpur Kalyanpur Kalyānpur,29.37803,78.45809
Mahāwatpur Mahawatpur ,29.38966,78.451
Majhera Shakru Majhera Shakru ,29.37852,78.46525
Hakīmpur Hakimpur ,29.3802,78.48169
Rāmthera Ramthera ,29.37414,78.49791
Meghāwāla Meghawala Hakimpur Megha Hakīmpur Megha Meghawala Meghāwāla,29.36954,78.48435
Bhagwānwāla Bhagwanwala Abunsarpur Bhagwanwala Bhagwānwāla,29.36718,78.48873
Nayāgaon Nayagaon ,29.36322,78.49122
Gaonri Gaonri ,29.36023,78.49697
Banāwali Banawali Banawali Banāwali Barhannagar Barhānnagar,29.36494,78.47658
Tībri Tibri ,29.37377,78.47092
Mandhāra Mandhara Hakimpur Sakarganj Hakīmpur Sakarganj Mandhara Mandhāra,29.3502,78.49126
Pīpalsāna Pipalsana ,29.35136,78.47529
Basehra Basehra Basehra Basehra Narayan Basehra Narāyan,29.36419,78.44972
Allādīnpur Bhogi Alladinpur Bhogi ,29.36143,78.45298
Bīrchand Nagla Birchand Nagla Basehra Desu Birchand Nagla Bīrchand Nagla,29.35989,78.44366
Nizāmpur Nizampur ,29.36748,78.42135
Hakīkatpur Gangwāli Hakikatpur Gangwali ,29.36154,78.42371
Fakanpur Fakanpur ,29.3667,78.41993
Puttha Puttha ,29.35552,78.40564
Sherpur Nannu Sherpur Nannu Abdulkhalikpur Balram Abdulkhālikpur Balrām Sherpur Nannu,29.35133,78.40877
Putthi Putthi Dwarkapuri Dwārkāpuri Putthi,29.35492,78.40478
Karīmpur Mubārak Karimpur Mubarak ,29.35746,78.38723
Kheri Jat Kheri Jat ,29.37155,78.38757
Sīkri Buzurg Sikri Buzurg ,29.36027,78.37582
Darbārpur Darbarpur ,29.36528,78.37268
Fatehpur Fatehpur ,29.35387,78.37255
Dhakauli Dhakauli ,29.37167,78.35453
Gilāri Gilari Gilari Gilāri Mominpur Momīnpur,29.36502,78.35856
Shakhārampur Gilāra Shakharampur Gilara ,29.35398,78.36547
Nargadi Nargadi ,29.35828,78.34539
Nawāda Nawada Mahmudpur Kamil Mahmūdpur Kāmīl Nawada Nawāda,29.35836,78.34243
Khoshpura Khoshpura ,29.35926,78.34458
Rūgri Saiyad Rugri Saiyad ,29.36883,78.34092
Takīpura Pūran Takipura Puran ,29.36255,78.32526
Kāzīpura Kazipura ,29.35638,78.32247
Chhajūpura Gandhu Chhajupura Gandhu ,29.35002,78.34736
Salārpur Safkatpur Salarpur Safkatpur ,29.34837,78.33101
Hamīdpur Hamidpur ,29.34489,78.31805
Mahamūdpur Mahamudpur ,29.36939,78.31063
Dhanauri Dhanauri ,29.36554,78.30943
Farīdpur Dalla Faridpur Dalla Dhanaura Faridpur Dalla Farīdpur Dalla,29.36576,78.296
Farīdpur Dulla Faridpur Dulla ,29.35929,78.29775
Mohanpur Mohanpur Chanda Nagli Chānda Nagli Mohanpur,29.35245,78.29153
Bāghri Baghri ,29.35368,78.299
Badhāwa Badhawa Badhawa Badhāwa Tirkampur Hafiz,29.35103,78.31088
Fatanpur Fatanpur ,29.36711,78.27638
Milak Milak ,29.36139,78.27355
Gangori Jat Gangori Jat ,29.35918,78.27583
Hasanpur Jat Hasanpur Jat ,29.3566,78.26295
Gangora Jat Gangora Jat ,29.35847,78.26445
Gangora Shekh Gangora Shekh ,29.36423,78.26217
Gujarpur Jaspāl Gujarpur Jaspal Gujarpur Jaspal Gujarpur Jaspāl Nasirabad Nasīrābād,29.37156,78.25613
Rukanpur Rukanpur ,29.34381,78.26702
Kānha Nagla Kanha Nagla Jogidaspur Jogīdāspur Kanha Nagla Kānha Nagla,29.33775,78.26643
Nāgal Jat Nagal Jat ,29.32809,78.28351
Farīdpur Malhu Faridpur Malhu ,29.32832,78.30337
Kherki Tappa Nāgal Kherki Tappa Nagal ,29.33262,78.30376
Naurangpur Naurangpur Asadgarh Asādgarh Naurangpur,29.33902,78.30853
Akbarpur Devmal Akbarpur Devmal ,29.33457,78.3214
Harpur Harpur ,29.34096,78.32419
Nārāyanpur Narayanpur Narayanpur Nārāyanpur Rustampur Sher,29.32884,78.32835
Pāli Jat Pali Jat ,29.33236,78.3308
Kokāpur Kokapur ,29.33277,78.34127
Farodābād Farodabad ,29.34014,78.34028
Bilāi Bilai Bilai Bilāi Nekofal Nekofāl,29.32506,78.30076
Pahārpur Paharpur Kamalpur Kamālpur Paharpur Pahārpur,29.34441,78.35642
Bilāspur Bilaspur ,29.33625,78.35577
Meharpur Meharpur ,29.3248,78.35225
Salempur Salempur ,29.32952,78.36445
Rūgri Salempur Rugri Salempur ,29.32405,78.36727
Bachhīwāla Bachhiwala Bachhiwala Bachhīwāla Mahmudpur Miiak Mahmūdpur Miiak,29.34149,78.36582
Sādikābād Sadikabad Asgaripur Asgarīpur Sadikabad Sādikābād,29.33322,78.38195
Balrāmnagar Balramnagar ,29.32534,78.37839
Mahmūdpur Bhika Mahmudpur Bhika ,29.34779,78.38096
Sikandarpur Sikandarpur ,29.34179,78.38298
Dūndakheri Dundakheri Dundakheri Dūndakheri Shahdatnagar Shāhdatnagar,29.33995,78.39796
Sherpur Balia Sherpur Balia ,29.3456,78.40753
Badhiowāla Badhiowala Badhiowala Badhiowāla Raipur Maliyabad Rāipur Maliyābād,29.33389,78.41581
Hakīmpur Gajju Hakimpur Gajju ,29.33071,78.39972
Kashmīri Kashmiri Abunasirpur Abūnāsīrpur Kashmiri Kashmīri,29.3275,78.41294
Ragujapur Ragujapur ,29.32427,78.4021
Dugri Dugri Bharakheri Bhārakheri Dugri,29.32786,78.42308
Sedha Sedha ,29.34089,78.43878
Sedhi Sedhi ,29.33831,78.44324
Milak Mukīmpur Milak Mukimpur ,29.34766,78.43602
Allāhdīnpur Manjūpura Allahdinpur Manjupura ,29.34167,78.45722
Jahāngīrābād Jahangirabad ,29.33943,78.47224
Pirthīpur Banwāri Pirthipur Banwari ,29.33962,78.47495
Shānpur Shanpur ,29.33584,78.47671
Nawāda Shānpur Nawada Shanpur ,29.3379,78.47405
Habībwāla Railroad Station Habibwala Railroad Station HBW Habibwala Habibwala Railroad Station Habībwāla Habībwāla Railroad Station,29.34916,78.47997
Milak Takāwali Milak Takawali ,29.3453,78.49808
Muhammadpur Sultān Muhammadpur Sultan ,29.34785,78.49714
Shekhpura Shekhpura ,29.33528,78.49465
Hakīmpur Jassu Hakimpur Jassu ,29.32705,78.48259
Allāhdīnpur Allahdinpur Allahdinpur Allāhdīnpur Bhatpura,29.32405,78.47868
Mānpur Gahla Manpur Gahla ,29.31814,78.48151
Rasūlpur Alma Rasulpur Alma ,29.32259,78.48611
Harra Ahmadpur Jalāl Harra Ahmadpur Jalal ,29.31522,78.47087
Gajupura Gajupura ,29.31586,78.48345
Allāhdīnpur Kirat Allahdinpur Kirat ,29.31466,78.4492
Dhakka Karamchand Dhakka Karamchand ,29.32226,78.4474
Bhārakheri Bharakheri ,29.31983,78.43165
Zillopur Zillopur ,29.32091,78.4253
Gārabpur Garabpur ,29.31918,78.41778
Hādīpur Hadipur ,29.30999,78.43066
Malakpur Malakpur ,29.30957,78.42195
Kāgpur Kagpur Kagpur Kāgpur Ralpur Maluk Rālpur Malūk,29.30755,78.44195
Mīmla Mimla ,29.3083,78.45542
Rasūlpur Shekh Rasulpur Shekh ,29.31956,78.41032
Amīnābād Aminabad ,29.31623,78.40937
Firozpur Firozpur Amraul Firozpur,29.31099,78.41783
Chak Khudaiya Chak Khudaiya ,29.31197,78.41144
Mukrabpur Mukrabpur ,29.3065,78.40019
Sarāi Qāziān Sarai Qazian ,29.3196,78.39705
Jhārkhandi Jharkhandi ,29.31537,78.39938
Chak Gordhan Chak Gordhan ,29.30778,78.38873
Kāsimpur Lekhrāj Kasimpur Lekhraj ,29.33154,78.38835
Garhi Bishonpur Garhi Bishonpur Birhimabad Birhīmābād Garhi Bishonpur,29.31646,78.36479
Dhīngarpur Dhingarpur ,29.31335,78.35706
Ishākpur Ishakpur ,29.31649,78.35887
Nūrpurkheri Nurpurkheri ,29.31665,78.34324
Farīdnagar Faridnagar ,29.31403,78.35024
Begrājpur Gādol Begrajpur Gadol ,29.31575,78.33599
Basāwanpur Basawanpur ,29.30546,78.34792
Tāharpur Askran Taharpur Askran ,29.30995,78.33393
Jyonthi Jyonthi ,29.30302,78.32754
Raghunāthpur Raghunathpur ,29.30497,78.32938
Pādla Padla ,29.29958,78.35307
Kukra Islāmpur Kukra Islampur ,29.31077,78.30101
Bamnauli Bamnauli ,29.30602,78.29814
Kunda Bāghain Kunda Baghain ,29.29879,78.31011
Sīkri Khurd Sikri Khurd ,29.29374,78.3293
Takīpura Takipura ,29.31481,78.28033
Ināmpur Inampur Giaspur Giāspur Inampur Ināmpur,29.30871,78.29063
Isāpur Isapur Isapur Isāpur Phariyapur Phariyāpur,29.31417,78.26964
Baldia Baldia Baldia Keshodaspur Muradpur Keshodāspur Murādpur Sultanpur Wiran Sultānpur Wīrān,29.30308,78.25909
Haldaur Haldaur ,29.27814,78.26812
Kumhārpur Kumharpur Ibrahimpur Ibrāhīmpur Kumharpur Kumhārpur,29.28597,78.30659
Hardāspur Jāfrābād Hardaspur Jafrabad Garhi Hardaspur Jafrabad Hardāspur Jāfrābād,29.27712,78.30758
Sultānpur Abād Sultanpur Abad ,29.27554,78.29557
Nawāzishpur Ahmad Nawazishpur Ahmad Khalilpur Khalīlpur Nawazishpur Ahmad Nawāzishpur Ahmad,29.27256,78.31646
Chhajūpura Saīyad Chhajupura Saiyad ,29.27147,78.27951
Shafīpur Hīra Shafipur Hira ,29.27038,78.32998
Shāhnagar Shahnagar ,29.27914,78.32174
Kishanpur Bhogan Kishanpur Bhogan ,29.28933,78.32788
Gordhanpur Nagli Gordhanpur Nagli ,29.2678,78.33106
Anwarpur Ādil Anwarpur Adil ,29.28592,78.34466
Zarifpur Chatar Zarifpur Chatar ,29.29696,78.35079
Faizpur Rāmānand Faizpur Ramanand ,29.28779,78.35286
Nasīrpur Buzurg Nasirpur Buzurg ,29.28236,78.34062
Salāmatābād Salamatabad ,29.28087,78.3377
Samsābād Samsabad ,29.29689,78.35629
Jamālpur Shekh Jamalpur Shekh ,29.30235,78.3674
Shamaspur Shamaspur Manokpur Mānokpur Shamaspur,29.29689,78.37431
Jagīpur Jagipur Ibrahimabad Ibrāhīmābād Jagipur Jagīpur,29.28936,78.36474
Khajūra Jat Khajura Jat ,29.28165,78.36509
Umarpur Umarpur ,29.30153,78.38766
Chak Humāyūn Chak Humayun ,29.29924,78.38672
Phalauda Phalauda ,29.2979,78.3823
Anjupur Anjupur ,29.29501,78.38856
Mumrezpur Mumrezpur ,29.28745,78.38341
Shamaspur Shamaspur Husainpur Shamaspur,29.28659,78.39015
Phalaudi Phalaudi ,29.2836,78.37684
Mandaura Bip Mandaura Bip ,29.30478,78.39924
Fāzilpur Fazilpur ,29.30089,78.4126
Asadpur Asadpur ,29.29842,78.40783
Mandauri Mandauri ,29.30119,78.41521
Tapraula Tapraula ,29.3019,78.42169
Tāharpur Saiyad Taharpur Saiyad ,29.29333,78.40796
Tarkaula Tarkaula ,29.29228,78.40748
Chauhra Chauhra ,29.29161,78.40303
Khetāpur Khetapur ,29.28603,78.39989
Jasmaura Jasmaura ,29.2854,78.42057
Barkhera Chauhān Barkhera Chauhan ,29.30117,78.44328
Arāzi Gopāl Jat Arazi Gopal Jat ,29.29239,78.43482
Kalāli Kalali ,29.28902,78.42581
Nasībpur Nasibpur ,29.28783,78.41942
Kandkheri Kandkheri ,29.28764,78.44332
Bhatiāna Khushhālpur Bhatiana Khushhalpur ,29.28352,78.43534
Kirārkheri Kirarkheri ,29.30082,78.45298
Ladāwāla Ladawala Ladawala Ladāwāla Muhammadpur Lal Muhammadpur Lāl,29.30201,78.4589
Jamālpur Ālam Jamalpur Alam ,29.30306,78.47147
Amkhera Amkhera Amkhera Saniyarpur Saniyārpur,29.29756,78.47971
Parmāwāla Parmawala Mahmudpur Parma Mahmūdpur Parma Parmawala Parmāwāla,29.29415,78.4653
Sādullāh Khānpur Sadullah Khanpur Madhi Sadullah Khanpur Sādullāh Khānpur,29.28906,78.46654
Khāla Nadi Khala Nadi ,29.28554,78.48044
Bamnauli Bamnauli ,29.30572,78.48722
Khaikhera Khaikhera ,29.2903,78.49233
Bāzīdpur Bazidpur ,29.28221,78.48796
Muhammadpur Bhikan Muhammadpur Bhikan ,29.2745,78.48842
Bhatiāna Minor Bhatiana Minor ,29.25889,78.45985
Fazal Alīpur Fazal Alipur ,29.27413,78.4253
Mūsepur Musepur ,29.2778,78.42096
Būdpur Budpur ,29.27727,78.40628
Sarāi Asnāra Sarai Asnara ,29.27203,78.39864
Nakībpur Nakibpur ,29.27869,78.3853
Khajūri Khajuri Bairampur Khajuri Khajūri,29.27536,78.38628
Mazharpur Mazharpur ,29.27331,78.39075
Māhu Nagli Mahu Nagli ,29.27102,78.38822
Sadruddīnnagar Sadruddinnagar ,29.27877,78.37282
Kumrāra Kumrara ,29.2717,78.36449
Dilli Murshadpur Dilli Murshadpur ,29.26485,78.37117
Mārūfpur Marufpur ,29.26223,78.37812
Choharpur Choharpur ,29.26613,78.34594
Jalālpur Turk Jalalpur Turk ,29.26855,78.35428
Papsara Papsara ,29.27098,78.35192
Pratāpsingh Pratapsingh ,29.26121,78.30796
Lādanpur Ladanpur ,29.2614,78.32196
Khairābād Khairabad ,29.25844,78.30754
Rustampur Bāzīd Rustampur Bazid ,29.2578,78.29702
Zainābād Zainabad ,29.2541,78.33312
Chak Abdul Rahmān Chak Abdul Rahman ,29.2547,78.34839
Memla Memla ,29.25511,78.3538
Mustafābād Mustafabad ,29.25664,78.3541
Shādīpur Kalān Shadipur Kalan ,29.25024,78.29135
Amhera Amhera ,29.26162,78.28544
Nasīrpur Nainsingh Nasirpur Nainsingh ,29.25567,78.2593
Farīdpur Sadīran Faridpur Sadiran ,29.266,78.26372
Khatāpur Khatapur Atapur Atāpur Khatapur Khatāpur,29.27473,78.25466
Muhammadābād Muhammadabad ,29.25264,78.33822
Mithān Kunwar Mithan Kunwar ,29.26248,78.30818
Dāmnagar Ināyatpur Damnagar Inayatpur Damnagar Inayatpur Dāmnagar Ināyatpur Shahabad Shāhābād,29.25537,78.36693
Rāipur Lakra Raipur Lakra ,29.2508,78.36942
Mehar Alīpur Mehar Alipur ,29.25223,78.38461
Bākarnagar Bakarnagar ,29.25073,78.3856
Gindauri Gindauri ,29.25372,78.39414
Khandsāl Khandsal ,29.25728,78.3989
Jalālpur Āsra Jalalpur Asra ,29.25792,78.40465
Harganpur Harganpur ,29.25429,78.41306
Shādīpur Shadipur ,29.26365,78.40783
Akbarpur Gārab Akbarpur Garab ,29.25601,78.42199
Sajauli Sajauli ,29.26106,78.41916
Munīmpur Munimpur ,29.26803,78.4235
Mataura Durga Mataura Durga ,29.2632,78.43787
Mataura Mān Mataura Man ,29.26803,78.4374
Athāin Shekh Athain Shekh ,29.27053,78.46311
Kotra Tappa Kesho Kotra Tappa Kesho ,29.26458,78.4731
Nawāda Latīfullāhpur Nawada Latifullahpur ,29.25664,78.45126
Ekra Nāla Ekra Nala ,29.27076,78.49993
Nīndru Nindru ,29.26653,78.49074
Muhabbatpur Biru Muhabbatpur Biru ,29.27098,78.49546
Ūni River Uni River Uni Uni River Ūni Ūni River,29.48476,78.47541
Nārāyani Narayani Narayani Nizampur Padarath Nizāmpur Padārath Nārāyani,29.40246,78.37175
Momīnpur Lālkunwar Mominpur Lalkunwar ,29.38228,78.37329
Phulsanda Gangādās Phulsanda Gangadas ,29.38517,78.36882
Aurangshāhpur Gangādhar Aurangshahpur Gangadhar ,29.38957,78.3449
Tarkauli Aima Tarkauli Aima ,29.32896,78.40341
Murshadpur Murshadpur ,29.26324,78.37726
Bānra Nāla Banra Nala ,29.30966,78.31611
Delpura Kanna Delpura Kanna ,29.43007,78.38487
Āku Aku ,29.2764,78.39375
Putrini Branch Putrini Branch ,29.38426,78.43426
Amīnpur Aminpur ,29.248,78.25905
Gogli Gogli ,29.24504,78.25953
Sallāhpur Sallahpur ,29.2444,78.28005
Malakpur Malakpur ,29.24957,78.29159
Dhanauri Dhanauri ,29.24531,78.29734
Jalāodīpur Jalaodipur Jalaodipur Jalāodīpur Zainulabdinpur Zainulābdīnpur,29.24186,78.30077
Pāuti Pauti ,29.24137,78.31618
Mubārikpur Pauta Gaonri Mubarikpur Pauta Gaonri Fazalpur Pauta Mubarikpur Pauta Gaonri Mubārikpur Pauta Gaonri,29.23328,78.30305
Pauta Dharmūn Pauta Dharmun Pauta Dharmun Pauta Dharmūn Pauta Fatehullapur Pauta Fatehullāpur,29.2301,78.30146
Sharīfpur Sharifpur ,29.22523,78.31382
Jaganwāla Jaganwala Jaganpur Jaganwala Jaganwāla,29.22051,78.30279
