PlaceName,latitude,longitude
Gaffār Nagla Gaffar Nagla ,27.89795,79.03666
Baraura Baraura ,27.89043,79.00863
Durjan Nagla Durjan Nagla ,27.8903,79.01521
Jinsi Nagla Jinsi Nagla ,27.88825,79.02965
Kurha Shāhpur Kurha Shahpur ,27.87939,79.01967
Khargi Nagla Khargi Nagla ,27.87037,79.01112
Bhainsaur Nadi Bhainsaur Nadi Bhainsaur Nadi Nadi Bhainsaur,27.8632,79.0645
Anaula Anaula ,27.98309,79.19013
Intzāmmuddīnpur Intzammuddinpur ,27.90275,79.06106
Garaulia Garaulia Garaulia Garaulla,27.90056,79.06322
Kākora Reserved Forest Kakora Reserved Forest Kakora Reserved Forest Kākora Reserved Forest Reserve Forest Kakora Reserve Forest Kākora,27.879,79.0648
Nagla Siwāya Nagla Siwaya ,27.89183,79.07196
Mohan ka Nagla Mohan ka Nagla ,27.89713,79.07891
Siwāya Ahmadpur Siwaya Ahmadpur ,27.8979,79.07153
Sihsaiyān Sihsaiyan ,27.90487,79.09158
Sisaura Sisaura ,27.91265,79.10593
Guthān Nagla Guthan Nagla ,27.90692,79.11591
Kachaura Kachaura ,27.90685,79.1214
Debi Nagla Debi Nagla ,27.90323,79.10403
Kaithulia Kaithulia ,27.90236,79.11661
Kaithola Kaithola ,27.89823,79.09754
Nagla Sihsaiyān Nagla Sihsaiyan ,27.89836,79.08629
Dalli Nagla Dalli Nagla ,27.89255,79.10596
Ganesh Nagla Ganesh Nagla ,27.89574,79.11927
Mannua Nagla Mannua Nagla ,27.89606,79.13513
Lālūpur Lalupur ,27.88747,79.13586
Nūrpur Nurpur ,27.88027,79.11728
Chaundera Chaundera ,27.87916,79.10489
Samādhi Samadhi ,27.88579,79.08473
Qādir Chauk Qadir Chauk ,27.87333,79.08328
Gurgaon Gurgaon ,27.99723,79.23053
Labhāri Labhari ,27.86944,79.09217
Māmūrganj Mamurganj ,27.86029,79.13244
Gaffār Nagla Gaffar Nagla ,27.8554,79.12497
Garhia Garhia ,27.86115,79.1158
Simra Simra ,27.85901,79.10763
Khanjan Nagla Khanjan Nagla ,27.8496,79.12196
Bāljīt Nagla Baljit Nagla Baljie Nagla Baljit Nagla Bāljīe Nagla Bāljīt Nagla,27.85018,79.10093
Resi Nagla Resi Nagla ,27.8472,79.09992
Lalua Nagla Lalua Nagla ,27.84545,79.10957
Bakhti Nagla Bakhti Nagla ,27.82457,79.11157
Balli Nagla Balli Nagla ,27.82241,79.12036
Damar Nagla Damar Nagla ,27.81934,79.11854
Pate ka Nagla Pate ka Nagla ,27.819,79.12595
Jijaul Jijaul ,27.81382,79.12307
Nagla Khurd Nagla Khurd ,27.81115,79.12833
Pansotia Pansotia ,27.81655,79.10484
Hāfizganj Hafizganj ,27.82093,79.10311
Jagmohan Nagla Jagmohan Nagla ,27.82094,79.0967
Khimai Nagla Khimai Nagla ,27.82166,79.09184
Raghabīr Nagla Raghabir Nagla ,27.82358,79.09042
Mohan Nagla Mohan Nagla ,27.82684,79.08539
Khera Bhāt Khera Bhat ,27.82373,79.09507
Mani Nagla Mani Nagla Mani Nagla Nani Nagla,27.82572,79.08273
Phullu ka Nagla Phullu ka Nagla ,27.83113,79.08342
Bhagwant Nagla Bhagwant Nagla ,27.83216,79.08602
Tilak Nagla Tilak Nagla ,27.83174,79.07827
Durgu Nagla Durgu Nagla ,27.83259,79.0719
Mumtāz Nagla Mumtaz Nagla ,27.83302,79.06988
Niāzi Ka Nagla Niazi Ka Nagla ,27.83679,79.07271
Omnagaria Omnagaria ,27.83425,79.07009
Dholai Dholai ,27.83792,79.06321
Munīshnagar Munishnagar ,27.84153,79.05645
Pankhi Pankhi ,27.84619,79.06508
Gangpur Khām Gangpur Kham ,27.84837,79.07161
Gauri Nagla Gauri Nagla ,27.84733,79.06839
Qādirbāri Qadirbari ,27.84886,79.06831
Gangpur Pukhta Gangpur Pukhta ,27.85592,79.07397
Simaria Simaria Simaria Slmaria,27.86309,79.05722
Mohan Nagla Mohan Nagla ,27.86493,79.05587
Dhokal Nagla Dhokal Nagla ,27.87126,79.06014
Gangi Nagla Gangi Nagla ,27.8641,79.04614
Khūni Nagla Khuni Nagla ,27.86477,79.03834
Kāshi Nagla Kashi Nagla ,27.8667,79.03401
Dheri Nagla Dheri Nagla ,27.86747,79.0365
Sundar Nagla Sundar Nagla ,27.87272,79.04442
Jauri Nagla Jauri Nagla ,27.84964,79.03945
Mugarra Tatehi Mugarra Tatehi ,27.85072,79.03309
Munshi Ka Nagla Munshi Ka Nagla ,27.85471,79.02563
Banne Nagla Banne Nagla ,27.85883,79.02524
Babūl Nagla Babul Nagla ,27.86816,79.02301
Maheri Nagla Maheri Nagla ,27.86261,78.99934
Khūrwāra Khurwara ,27.86701,79.00732
Tikkamsingh ka Nagla Tikkamsingh ka Nagla ,27.85846,79.00172
Rakāra Rakara ,27.83259,79.02779
Gathaura Nagla Gathaura Nagla ,27.83371,79.02466
Sultānpur Sultanpur ,27.83098,79.03709
Rakāra Nagla Rakara Nagla ,27.83807,79.03386
Rāmsahāi ka Nagla Ramsahai ka Nagla ,27.83604,79.04222
Barauna Barauna ,27.8046,79.00205
Shamspur Shamspur ,27.79687,79.01802
Bagwās Bagwas ,27.79498,79.02876
Muini Muini ,27.78749,79.01185
Kāli Garhia Kali Garhia ,27.78499,79.01816
Jadhai Jadhai ,27.77867,79.00947
Imāmuddīnnagar Imamuddinnagar ,27.77125,79.02191
Arora Arora ,27.76636,79.01177
Salābatnagar Salabatnagar ,27.76195,79.02595
Khiria Rahlu Khiria Rahlu ,27.99113,79.22125
Lakkhāpur Lakkhapur Lakhapur Lakhāpur Lakkhapur Lakkhāpur,27.7514,79.0381
Panchhi Nagla Panchhi Nagla ,27.75413,79.04707
Sherpur Sherpur ,27.75953,79.0507
Lālūpur Lalupur ,27.76747,79.04688
Rasūlpur Rasulpur ,27.77125,79.04142
Nagla Dāmar Nagla Damar ,27.77617,79.03088
Nawābganj Nagaria Nawabganj Nagaria ,27.7846,79.03907
Dholai Dholai ,27.79196,79.04472
Nagla Khandāri Nagla Khandari ,27.791,79.04696
Naithra Naithra ,27.7923,79.05632
Nagla Jagmai Nagla Jagmai ,27.79145,79.07315
Dewāmai Dewamai ,27.99751,79.22191
Garhia Garhia ,27.78534,79.05925
Sikandarpur Bais Sikandarpur Bais ,27.76755,79.0536
Bhartupura Bhartupura ,27.76468,79.06043
Labher Labher ,27.75872,79.065
Pītamnagar Pitamnagar ,27.75419,79.08293
Haraura Haraura ,27.76118,79.08613
Nibia Nibia ,27.7693,79.09307
Inda Jashanpur Inda Jashanpur ,27.77752,79.07844
Mahāula Mahaula ,27.7815,79.08355
Tarsi Tarsi ,27.78226,79.05153
Qila Qila Oila Qila,27.7596,79.10849
Nardauli Nardauli ,27.75807,79.12271
Shimbhu Nagla Shimbhu Nagla ,27.76059,79.12997
Hansi Nagla Hansi Nagla ,27.7539,79.16227
Hardayāl Ka Nagla Hardayal Ka Nagla ,27.78195,79.16026
Alokhar Alokhar ,27.75732,79.13168
Bhakri Bhakri ,27.76235,79.18178
Bachhaura Ahmadnagar Bachhaura Ahmadnagar ,27.77655,79.18802
Sareli Sareli ,27.79071,79.18678
Mungarra Mungarra ,27.78063,79.199
Bāqarpur Baqarpur ,27.78161,79.20839
Asmai Rafayatpur Asmai Rafayatpur ,27.7672,79.20262
Sakatpur Sakatpur ,27.7521,79.21059
Kamlu Nagla Kamlu Nagla ,27.7538,79.21372
Lalomai Lalomai ,27.76015,79.21884
Gutainya Gutainya ,27.75261,79.23367
Magaria Nagla Magaria Nagla ,27.75556,79.22905
Darya Nagla Darya Nagla ,27.75298,79.24171
Hadīkhera Hadikhera ,27.76468,79.21529
Durjan Nagla Durjan Nagla ,27.76483,79.22919
Tilokpur Tilokpur ,27.77724,79.23805
Mubārikpur Mubarikpur ,27.78339,79.22826
Pirthi Nagla Pirthi Nagla ,27.78745,79.22218
Ghas Nagla Ghas Nagla ,27.77089,79.21914
Pajāwa Pajawa ,27.79612,79.24134
Sundrain Reserved Forest Sundrain Reserved Forest Reserve Forest Sundrain Sundrain Reserved Forest,27.83721,79.05134
Jakheli Jakheli ,27.9773,79.20553
Mirzāpur Basant Mirzapur Basant ,27.79223,79.21884
Masjid Nagla Masjid Nagla ,27.80916,79.22284
Saranmai Saranmai ,27.81911,79.22648
Rūpāpur Rupapur ,27.82472,79.23233
Garhia Hardopatti Garhia Hardopatti ,27.80231,79.20244
Firozpur Firozpur ,27.81342,79.19686
Harendi Harendi ,27.80918,79.19253
Kaila Kaila ,27.80829,79.18582
Gyūri ka Nagla Gyuri ka Nagla ,27.80136,79.16792
Deokali Kham Deokali Kham ,27.8129,79.157
Tikāi Khām Tikai Kham ,27.81365,79.14953
Bajhera Bajhera ,27.81127,79.13644
Dhokar Nagla Dhokar Nagla ,27.8132,79.13383
Tikri Tikri ,27.81973,79.17099
Deokali Deokali ,27.81952,79.16405
Tikāi Pukhta Tikai Pukhta ,27.8246,79.15429
Nauli Fatuhābād Pukhta Nauli Fatuhabad Pukhta ,27.83487,79.14337
Tātārpur Tatarpur ,27.84577,79.13667
Narāyanpur Narayanpur ,27.86416,79.14479
Bhojpur Bhojpur ,27.87939,79.1588
Dhanūpura Dhanupura ,27.87168,79.17326
Jhajrāu Jhajrau ,27.86322,79.17743
Bachi Bachi ,27.8586,79.16712
Bārīkhera Barikhera ,27.8519,79.17357
Ishwari Nagla Ishwari Nagla ,27.84846,79.18821
Ajrāo Ajrao ,27.84115,79.17526
Tikra Tikra ,27.82238,79.17884
Bachheli Bachheli ,27.8163,79.18039
Naigawān Naigawan ,27.83048,79.24655
Nasīrnagar Nasirnagar ,27.8348,79.24603
Keshopur Keshopur ,27.82886,79.21575
Mirzāpur Mirzapur ,27.82926,79.21153
Deoria Deoria ,27.83207,79.19913
Asguna Asguna ,27.84126,79.19248
Chandpura Chandpura ,27.84742,79.19049
Blria Dānda Blria Danda ,27.85659,79.19001
Chāndbarāi Chandbarai ,27.85395,79.20816
Mendhai Nagla Mendhai Nagla ,27.84346,79.21558
Nawalia Nagla Nawalia Nagla ,27.84081,79.2421
Kakraūa Kakraua ,27.83977,79.24456
Masūdpura Masudpura ,27.85181,79.24253
Parvīn Nagla Parvin Nagla ,27.84523,79.22654
Bichaula Bichaula ,27.84425,79.22993
Nandi Nagla Nandi Nagla ,27.85828,79.24255
Kotha Kotha ,27.87093,79.2482
Gurhāna Gurhana ,27.87449,79.23621
Saldpur Saldpur ,27.87294,79.22787
Gaurāmal Gauramal ,27.87159,79.22185
Bilhari Bilhari ,27.88443,79.24044
Mohan Nagla Mohan Nagla Mauzzamnagar Mohan Nagla,27.8909,79.24639
Katiān Katian ,27.89133,79.22428
Fatehpur Fatehpur ,27.96941,79.01793
Uraulla Uraulla ,27.88711,79.20893
Tarsaura Tarsaura ,27.8521,79.23202
Alai Nagla Alai Nagla Alai Nagia Alai Nagla,27.87518,79.18766
Daraiya Nagla Daraiya Nagla Daraiya Nagla Dardiya Nagla,27.8191,79.09302
Muhammadganj Muhammadganj ,27.90412,79.16802
Jugpura Jugpura ,27.9017,79.16548
Behta Behta Behta Dammarnagar,27.90809,79.16216
Kundeli Bādullāganj Kundeli Badullaganj ,27.91494,79.14237
Nizāmpur Nizampur ,27.91159,79.08296
Kallu Nagla Kallu Nagla Garheli Nagla Kallu Nagla,27.91582,79.13167
Nagauri Nagauri Nagaur Nagauri,27.92383,79.15931
Shādīpur Shadipur ,27.91295,79.18257
Farīdpur Faridpur ,27.91139,79.20153
Nawāda Nawada ,27.89964,79.23019
Naithu Naithu ,27.98215,79.21366
Alāpur Alapur ,27.9134,79.24531
Fāzil Nagla Fazil Nagla ,27.92244,79.23116
Dandāh Dandah ,27.92627,79.24222
Chandi Nagla Chandi Nagla ,27.91902,79.22162
Sanjarpur Sanjarpur ,27.93359,79.2341
Gudhni Gudhni ,27.94017,79.24085
Basiāni Basiani ,27.94398,79.21705
Sakhānu Sakhanu Sakhanu Sakhānu,27.95538,79.22645
Sarki Sarki ,27.98211,79.08589
Sundarnagar Sundarnagar ,27.9827,79.23083
Dārānagar Daranagar ,27.97269,79.22533
Kuthia Kuthia ,27.96769,79.22306
Huriāi Huriai ,27.92393,79.21124
Hasanpur Hasanpur ,27.92393,79.20805
Āspur Aspur ,27.91627,79.2123
Ikri Ikri ,27.93664,79.20048
Gabhwāi Gabhwai ,27.93233,79.18108
Nagla Gabhwāi Nagla Gabhwai ,27.92461,79.17698
Ugaini Ugaini ,27.94073,79.16642
Uprera Uprera ,27.95617,79.15797
Mai Būchan Mai Buchan ,27.95187,79.16578
Udmai Udmai ,27.96014,79.17267
Kutrai Kutrai Kutrai Kutral,27.95839,79.17858
Katinna Barchau Katinna Barchau ,27.94892,79.14449
Simaria Simaria ,27.97106,79.15733
Rūpāpur Rupapur ,27.97793,79.16694
Sūrajpur Surajpur ,27.97096,79.17078
Jhundpur Jhundpur ,27.9746,79.18117
Islāmganj Islamganj ,27.97176,79.19445
Kharkholi Khurd Kharkholi Khurd ,27.96335,79.20481
Kharkholi Buzurg Kharkholi Buzurg ,27.9585,79.19525
Kundan Nagla Kundan Nagla ,27.95298,79.18996
Hayātnagar Hayatnagar ,27.95231,79.2051
Daunri Narotampur Daunri Narotampur ,27.98434,79.14755
Hādīpur Hadipur ,27.99237,79.14462
Rasūlpur Bilāhri Rasulpur Bilahri ,27.99616,79.15218
Mānpur Kanchaura Manpur Kanchaura ,27.99237,79.16827
Padhaua Padhaua ,28.00061,79.16222
Bībīpur Bibipur ,28.00087,79.20169
Būncha Nagla Buncha Nagla ,27.99232,79.19246
Nareli Nareli ,27.99404,79.2489
Mahora Mahora ,27.99267,79.2638
Kamālpur Kamalpur ,27.99097,79.27803
Mankāpur Mankapur ,27.98303,79.27962
Rūppur Ruppur ,27.98342,79.26352
Bamni Bamni ,27.97748,79.24927
Salempur Salempur ,27.97216,79.26207
Khūtiān Khutian ,27.98069,79.28715
Chinjri Chinjri ,27.97467,79.28818
Darsan Nagla Darsan Nagla ,27.97551,79.30796
Kadwāra Nāla Kadwara Nala ,27.82033,79.39152
Sultānpur Mazra Sultanpur Mazra ,27.99913,79.32706
Kishni Kishni ,27.99,79.31775
Mahera Mahera ,27.98549,79.3278
Qāzīkhera Qazikhera ,27.96838,79.31375
Bhagonda Bhagonda ,27.9655,79.31446
Karela Karela ,27.96988,79.29176
Behta Aiman Behta Aiman ,27.95902,79.26198
Kundeli Kundeli ,27.96059,79.27568
Phulecha Phulecha Isapur Phulecha Īsāpur,27.95697,79.28423
Patsa Patsa ,27.94874,79.29192
Deorera Deorera ,27.93677,79.31924
Agesi Agesi ,27.93545,79.3314
Dhaka Dhaka ,27.93427,79.3149
Shāhīda Shahida ,27.93889,79.30598
Konda Gūjar Konda Gujar ,27.93008,79.29834
Barāra Barara ,27.92352,79.30459
Dharampur Dharampur ,27.91669,79.29731
Samādhi Samadhi ,27.93128,79.27725
Chitaura Dhanaura Chitaura Dhanaura ,27.93212,79.27657
Bhasrāra Bhasrara ,27.94194,79.26079
Atharra Kuniān Atharra Kunian ,27.93293,79.2643
Īmādpur Imadpur ,27.93567,79.25251
Abra Tāl Abra Tal ,27.99368,79.34089
Chirra Chirra ,27.98633,79.3428
Ghilaur Ghilaur ,27.9995,79.35386
Parshidpur Parshidpur ,27.99323,79.36784
Kunia Rāipur Kunia Raipur ,27.98532,79.37042
Lālsi Nagla Lalsi Nagla ,27.99432,79.37383
Hāshampur Hashampur ,27.99377,79.38632
Shimbhu Nagla Shimbhu Nagla ,27.99861,79.40328
Shāhjahānpur Shahjahanpur ,27.98529,79.3774
Gauntia Rāmnārāyan Gauntia Ramnarayan ,27.99507,79.39385
Kānsu Nagla Kansu Nagla ,27.99506,79.40418
Keshopur Keshopur ,27.98683,79.39374
Pasia Nagla Pasia Nagla ,27.98047,79.40039
Pahlādpur Pahladpur ,27.97607,79.40142
Sisaiyān Kishan Sisaiyan Kishan ,27.97358,79.40569
Āzampur Azampur ,27.96863,79.41368
Afzalpur Afzalpur ,27.97206,79.39891
Tika Nagla Tika Nagla ,27.96677,79.40097
Dhani Nagla Dhani Nagla ,27.96077,79.40841
Bakhtpur Bakhtpur ,27.97576,79.38787
Abhipur Abhipur ,27.96973,79.38978
Baksena Baksena ,27.96769,79.36781
Dahla Nagla Dahla Nagla ,27.97439,79.36315
Bhagotīpur Bhagotipur ,27.97544,79.35242
Sainjni Sainjni ,27.97735,79.34243
Samādhi Samadhi ,27.97081,79.3423
Patarjāi Tāl Patarjai Tal ,27.96151,79.35781
Garhia Lachha Garhia Lachha ,27.96041,79.35847
Kūnda Jaikaran Kunda Jaikaran ,27.94904,79.34677
Jindi Jindi ,27.95351,79.37474
Gargat Nagla Gargat Nagla ,27.92606,79.34864
Rāi Tāl Rai Tal ,27.92021,79.35495
Hasaura Hasaura ,27.93699,79.36681
Pindra Pindra ,27.9227,79.3826
Dūbri Dubri ,27.94149,79.37947
Bamanpura Bamanpura ,27.94728,79.39088
Jamālpur Jamalpur ,27.95672,79.3819
Deochari Deochari ,27.95435,79.40363
Patti Patti ,27.95069,79.39992
Hari Nagla Hari Nagla ,27.95009,79.4099
Kalākand Kalakand ,27.9446,79.41127
Garhia Shāhpur Garhia Shahpur ,27.9393,79.39767
Nawāda Madhkar Nawada Madhkar ,27.93003,79.40254
Changāsi Changasi ,27.92481,79.39755
Rampura Rampura ,27.92409,79.41493
Kānspur Kanspur ,27.99463,79.41716
Simri Simri ,27.99835,79.4244
Koli Koli ,27.99571,79.43109
Saprenda Saprenda ,27.98471,79.42276
Deori Deori ,27.98187,79.41939
Noni Noni ,27.98161,79.4419
Bihārīpur Biharipur ,27.96712,79.42481
Katkora Katkora ,27.96264,79.43668
Bhenda Bhenda ,27.95845,79.41979
Rāipur Raipur ,27.9586,79.42878
Nagaria Khānu Nagaria Khanu ,27.95715,79.43149
Sundarpur Sundarpur ,27.94673,79.41585
Nagaria Khānu Nagaria Khanu ,27.9408,79.43627
Mohtshampur Mohtshampur ,27.91962,79.4153
Nawāda Badan Nawada Badan ,27.92338,79.43604
Sherpur Sherpur ,27.92947,79.45223
Patti Bija Patti Bija ,27.9366,79.45743
Nagaria Khānu Nagaria Khanu ,27.94113,79.45336
Pūran Bhanda Puran Bhanda ,27.94377,79.45871
Katkora Katkora ,27.96621,79.45379
Tikanna Tikanna ,27.98635,79.45043
Kadheka Kadheka ,27.99413,79.44882
Urena Urena ,27.99795,79.45774
Gauntia Gauntia ,28.00031,79.4653
Pankhākhera Pankhakhera ,27.99291,79.48866
Kainaini Kainaini ,27.9816,79.48853
Ehtmāli Ehtmali ,27.97965,79.48718
Gauntia Ghāram Gauntia Gharam ,27.97801,79.49033
Simra Simra ,27.97782,79.49508
Gauntia Atu Gauntia Atu ,27.97631,79.49266
Māwar Mawar ,27.97251,79.47945
Naugawān Naugawan ,27.97047,79.49557
Bari Bari ,27.97026,79.46985
Parsidhpur Parsidhpur ,27.96888,79.47487
Rapra Rapra ,27.96641,79.47881
Tāntrābād Tantrabad ,27.96343,79.49403
Pariona Pariona ,27.96069,79.49183
Jalebi Nagla Jalebi Nagla ,27.95322,79.47597
Nagla Budhpālsingh Nagla Budhpalsingh ,27.94959,79.47711
Audho Nagla Audho Nagla ,27.94587,79.47325
Basti Nagla Basti Nagla ,27.94497,79.49871
Majhara Khās Majhara Khas ,27.94287,79.48891
Nagla Dālsingh Nagla Dalsingh ,27.94223,79.47191
Nagla Nawābsingh Nagla Nawabsingh ,27.93875,79.46797
Lālpur Khādar Lalpur Khadar ,27.93688,79.4688
Kalyānpur Kalyanpur Kalyanpur Kalyānpur Kelyanpur Kelyānpur,27.93032,79.48952
Murāwan Gauntia Murawan Gauntia ,27.92663,79.48535
Rāmpur Rampur ,27.9226,79.49124
Idumai Idumai ,27.89644,79.25072
Bishāratnagar Bisharatnagar ,27.88938,79.25348
Babai Babai ,27.8661,79.25505
Mirzāpur Mirzapur ,27.84765,79.25212
Ghanshyām Nagla Ghanshyam Nagla ,27.83879,79.25989
Dudāri Nagla Dudari Nagla ,27.83412,79.2586
Gangi Nagla Gangi Nagla ,27.84514,79.27323
Bhasundra Bhasundra ,27.84942,79.26182
Dalelnagar Dalelnagar ,27.85694,79.26885
Galtia Galtia ,27.86621,79.26817
Sisaura Sisaura ,27.86783,79.27568
Sunesar Sunesar ,27.86835,79.27375
Dhaka Dhaka ,27.87312,79.26884
Kannūkhera Kannukhera ,27.88346,79.27524
Keshopur Keshopur ,27.88334,79.26526
Bagia Bagia ,27.88939,79.26779
Abhiāsa Abhiasa ,27.89526,79.26986
Nagaria Hardās Nagaria Hardas ,27.91595,79.27738
Rūpāmai Rupamai ,27.90954,79.27018
Geonti Geonti ,27.91134,79.28511
Chaunrera Shikārpur Chaunrera Shikarpur ,27.90211,79.27497
Bishunpuri Bishunpuri ,27.90057,79.28974
Allāhpur Allahpur ,27.90244,79.29672
Karīmpur Karimpur ,27.90528,79.3025
Samādhi Samadhi ,27.88797,79.28939
Miāon Miaon ,27.88447,79.28218
Nagla Bichpuri Nagla Bichpuri ,27.8808,79.28503
Hindaura Hindaura ,27.91628,79.32927
Deori Deori ,27.91208,79.31645
Sāndi Sandi ,27.90578,79.31809
Nagaria Nagaria ,27.90167,79.32691
Abhgaon Abhgaon ,27.89844,79.31409
Miāri Miari ,27.89385,79.32975
Nagaria Chakan Nagaria Chakan ,27.89048,79.30562
Ahmadganj Ahmadganj ,27.87694,79.31171
Pitam Nagla Pitam Nagla ,27.87837,79.32822
Kailotha Kailotha ,27.8717,79.30478
Jori ka Nagla Jori ka Nagla ,27.8645,79.32286
Kaili Kaili ,27.86301,79.31464
Bajhera Bajhera ,27.86142,79.29958
Lachhi Nagla Lachhi Nagla ,27.85803,79.29373
Sondhāmai Sondhamai ,27.85632,79.2853
Dharampur Dharampur ,27.85503,79.29625
Mansa Nagla Mansa Nagla ,27.85415,79.30173
Basi Basi ,27.84888,79.29111
Ghurela Nagla Ghurela Nagla ,27.84178,79.2932
Budhua Budhua ,27.8457,79.30868
Nagaria Bhūri Nagaria Bhuri ,27.83696,79.30451
Marori Marori ,27.83901,79.31944
Rūkhāra Rukhara ,27.84418,79.31599
Bamanpura Bamanpura ,27.85033,79.32107
Milkia Milkia ,27.84009,79.33156
Hazāra Hazara ,27.83683,79.34436
Asdharmai Asdharmai ,27.8525,79.3416
Rāipura Raipura ,27.85705,79.34524
Gauntara Gauntara ,27.87075,79.32903
Baura Baura ,27.87578,79.34187
Gobind Nagla Gobind Nagla ,27.89104,79.34053
Puraini Puraini ,27.89593,79.34716
Taksena Taksena ,27.90838,79.35695
Zālim Nagla Zalim Nagla ,27.91118,79.34706
Aulhath Nagla Aulhath Nagla ,27.9125,79.40204
Chitri Chitri ,27.90701,79.41288
Bamanpura Bamanpura ,27.90013,79.3995
Wazīrpura Wazirpura ,27.89984,79.39113
Sewa Nagla Sewa Nagla ,27.88438,79.36331
Rithiān Rithian ,27.87679,79.37748
Seha Seha ,27.86512,79.35231
Nabīganj Nabiganj ,27.86001,79.35529
Gūra Barela Gura Barela ,27.84646,79.36549
Nagaria Abi Nagaria Abi ,27.8419,79.37038
Saidpur Saidpur ,27.84432,79.38669
Karauri Karauri ,27.84042,79.38562
Murli Nagla Murli Nagla ,27.83548,79.38712
Phūlchhāi Phulchhai ,27.83533,79.39735
Nagaria Rāsa Nagaria Rasa ,27.83514,79.40357
Anandpur Anandpur ,27.84013,79.39615
Anandpur Kota Anandpur Kota ,27.84278,79.39513
Geonti Geonti ,27.85449,79.41386
Baldev Nagla Baldev Nagla ,27.85998,79.41139
Saintha Dāndi Saintha Dandi ,27.86432,79.39926
Baghaura Baghaura Baghaura Ghausganj,27.86558,79.4094
Madsena Madsena ,27.87659,79.40165
Bhūdia Bhudia Bhudia Bhūdia,27.87625,79.38975
Dūndi Nagla Dundi Nagla ,27.88095,79.40903
Sahangāi Sahangai ,27.88346,79.39299
Mauzampur Mauzampur ,27.91463,79.43955
Sherpur Sherpur ,27.91003,79.458
Chakdaha Chakdaha ,27.91512,79.48602
Āsi Nawāda Asi Nawada ,27.91216,79.48501
Kishanpura Kishanpura ,27.90712,79.49339
Dhubla Karīmnagar Dhubla Karimnagar ,27.9021,79.48476
Kunia Kunia ,27.89659,79.49498
Kīsi Nagla Kisi Nagla ,27.8847,79.49449
Jhatauli Jhatauli ,27.88922,79.46965
Kīsi Nagla Kisi Nagla ,27.87168,79.48238
Seoha Seoha ,27.88074,79.4751
Khūbūpur Khubupur ,27.87928,79.47569
Achintpur Achintpur ,27.87395,79.4725
Simariā Rāipur Simaria Raipur Simaria Raipur Simaria Rāipur Simariā Rāipur,27.86575,79.49829
Nagaria Nagaria ,27.86473,79.49593
Rāmnagar Ramnagar ,27.86409,79.48717
Nizāmpur Nizampur ,27.85853,79.49751
Sakatpur Sakatpur ,27.86191,79.46814
Simaria Pindu Simaria Pindu ,27.85615,79.47608
Bojhi Bojhi ,27.84413,79.49021
Ratheli Ratheli ,27.83915,79.4554
Chapra Chapra ,27.84412,79.4577
Mohshampur Ānandpur Mohshampur Anandpur ,27.86461,79.46576
Parotan Parotan ,27.83929,79.43359
Labhāri Labhari ,27.84675,79.43995
Nagla Bhāo Nagla Bhao ,27.85066,79.44859
Rasūlpur Rasulpur Keshopur Khurd Rasulpur Rasūlpur,27.85854,79.44496
Rora Rora ,27.85421,79.42373
Kalaktar Nagla Kalaktar Nagla ,27.86096,79.43678
Malūkpur Malukpur ,27.86882,79.43481
Garhi Garhi ,27.87248,79.43602
Kaimipur Kaimipur ,27.87112,79.4185
Pīpla Pukhta Pipla Pukhta ,27.88134,79.43576
Chakwa Chakwa ,27.88731,79.43184
Hazratpur Hazratpur ,27.89034,79.42511
Harīrāmpur Harirampur ,27.89805,79.44848
Āsafpur Asafpur ,27.89967,79.41945
Rajaula Rajaula ,27.82966,79.27361
Padampur Padampur ,27.81857,79.25742
Khār ka Nagla Khar ka Nagla ,27.81181,79.26102
Dhīnwar ka Nagla Dhinwar ka Nagla ,27.80807,79.27317
Karīmnagar Karimnagar ,27.79723,79.25743
Bhawāni Nagla Bhawani Nagla ,27.79654,79.27109
Rota Rota ,27.79433,79.28301
Gobind Nagla Gobind Nagla ,27.79379,79.27493
Chīrāni Chirani ,27.79171,79.26631
Shāhpur Shahpur ,27.78811,79.24947
Lachhman Nagla Lachhman Nagla ,27.78757,79.28923
Rāmnagar Ramnagar ,27.78147,79.27573
Gadhia Gadhia ,27.77679,79.27717
Kumhārgaon Kumhargaon ,27.7816,79.26175
Belāmai Belamai ,27.77297,79.25178
Narpat Nagla Narpat Nagla ,27.76993,79.26648
Pāthak Nagla Pathak Nagla ,27.76939,79.26921
Newara Newara Newara,27.77019,79.28413
Bhoi Nagla Bhoi Nagla ,27.76306,79.26012
Sheobaran Nagla Sheobaran Nagla ,27.76187,79.28588
Shīmbu Nagla Shimbu Nagla ,27.75701,79.26862
Kakori Kakori ,27.75681,79.27612
Bangash Nagla Bangash Nagla ,27.75164,79.28382
Kamli Nagla Kamli Nagla ,27.7506,79.28572
Dabhaura Dabhaura ,27.75486,79.30276
Chaman Nagaria Chaman Nagaria ,27.74953,79.28924
Mathna Mathna ,27.83124,79.32017
Bherla Bherla ,27.82507,79.30044
Pachdeora Pachdeora ,27.81827,79.30797
Fatehgarh Fatehgarh ,27.81509,79.32804
Bham Nagla Bham Nagla ,27.80719,79.32872
Kataila Nagla Kataila Nagla ,27.81374,79.29629
Maichhori Nagla Maichhori Nagla ,27.81146,79.28808
Umi Nagla Umi Nagla ,27.80358,79.32482
Pancham Nagla Pancham Nagla ,27.7985,79.32943
Nagaria Dugāni Nagaria Dugani ,27.79687,79.29628
